Dialogue,True_Symptom,Extracted_Symptom
"""I've got concentation probs, feel discouraged alot, got a weird rash thingy and my ears are ringing super loud.""","['Concentration', 'Discouraged', 'Rash', 'Ringing in ears']",
"""I'm so sick of dealing with this crap, I've got constipation that's killing me, and to make matters worse, I've got vaginal dryness that's super uncomfortable, but honestly, I'm not even gonna bother rating how bad it is, it's just a total nightmare!""","['Constipation', 'Vaginal dryness']","Constipation, Vaginal Dryness"
"""I'm not really sure what's going on, but I've got this weird thing happening at the injection site where the doc gave me that shot, and it's all swollen and painful, like my foot's gone numb and I've got a big ol' bruise or something, it's pretty tender to the touch, and I can feel this weird lumpiness, almost like a knot, and it's all red and warm to the touch, I'm not even sure if it's infected or something, but it's definitely not normal, I'm getting a bit worried about it, to be honest.""",['Pain and swelling at injection site'],"Breast swelling and tenderness, Bruising"
"""I am presently experiencing an unbearable state of affairs, wherein my bodily functions appear to be in a state of utter disarray, as evidenced by my propensity for excessive perspiration, a rash that refuses to manifest, and muscle pain that has rendered me almost constantly incapacitated, albeit not to the point where I am unable to carry out my daily activities.""","['Increased sweating', 'Rash', 'Muscle pain']",
"""I'm experiening a slight persperation issue, if you dont mind me bein a bit vague about the extent of the problem.""",['Body odor'],Perspiration
"""I'm goin thru hell rite now, got this damnd voice qualty changin on me, cant even talk rite, its like sumthin is stuck in my thoat, and to make matters wors, I got this constipashun thats been plaguin me for days, its like my bowels ar movin at glacial pace, only mild I know, but stil, its drivin me insane, cant even go to the bathroom without feelin like I'm gonna explod!""","['Voice quality changes', 'Constipation']","Coughing, Shortness of breath, Constipation"
"""I'm feelin like total crap, got gas that i dont wanna talk about, wheezin like a diesel engine and my eyes are so watery they're like leakin all day, its like my body's decidin to just give up on me or somethin!!""","['Gas', 'Wheezing', 'Watery eyes']","Coughing, Shortness of breath, Wheezing, Eye redness, Eye watering"
"""Fury's fiery storm rages within me, a tempest of torment that brings hives of anguish, a mysterious silence where my womb once whispered secrets, and a churning sea of sickness that vomits forth my very essence almost constantly, a maelstrom of misery that defies my will to endure.""","['Hives', 'Missed expected menstrual period', 'Vomiting']","Hives, Vaginal dryness"
"""I'm experiencing somewhat moderate interference with daily activities due to feelings of sadness, occasional but very severe chills, and I'd rather not discuss the flashing lights at the moment.""","['Sad', 'Chills', 'Flashing lights']",Chills
"""Throughout the day, I have observed a noticeable reduction in the frequency and intensity of my sudorific responses, with an overall decrease in the amount of perspiratory secretions emitted from my pores, particularly in comparison to my typical baseline levels of thermoregulatory activity.""",['Decreased sweating'],Decreased sweating
"""My skin is literally on fire, I've got these super itchy, red patches all over my body from the radiation treatment, but you know what's even worse, I've got this huge, painful, cyst-like acne on my face that's just ruining my life right now.""","['Radiation skin reaction', 'Rash', 'Acne']","Acne, Itching, Redness"
"""I am experiencing severe vaginal dryness, characterised by an intense lack of moisture and a significant discomfort, which is substantially impacting my overall well-being.""",['Vaginal dryness'],Vaginal dryness
"""Irritability, Aggravated by Intercourse, Unexplained Rash, Possibly.""","['Pain with sexual intercourse', 'Hives']",Irritability
"""Alas, my poor shoe's got a bit of a raspy voice, Moderatey, I suppose, but it's got a MIND like a steel trap, Very severely, it remembers everythng, Not a single day passes without it reminding me of my own ineptitude.""","['Hoarseness', 'Memory']",
"""My nails are basically perfect, I don't have any nail ridging or discoloration, what's the point of even asking about this stuff?""","['Nail ridging', 'Nail discoloration']",Nail ridging
"""I've been feelin' pretty meh about sex lately, it's like my desire just vanished or somethin', and it's really freakin' me out.""",['Decreased libido'],Decreased libido
"""Regrettably, my vision has deteriorated to an unacceptable degree, rendering it a Herculean task to accomplish even the most mundane daily activities, as if a thick veil of obscurity has been draped over my line of sight, completely obscuring the world around me, and rendering every endeavour a daunting, if not altogether futile, exercise.""",['Blurred vision'],Dizziness
"""Your shoes are basically a low-key, mild nuisance, only occasionally making me feel a little queasy, but let's be real, they're not even a significant enough pain in the butt to interfere with my daily activities, and honestly, they're basically a non-issue, but hey, if I'm being totally honest, they're probably just fine, but whatever.""","['Nausea', 'Concentration']",
"""My nails are looking pretty rough, to be honest, I've got ridges running along them, like deep cracks, and the color's all wrong, it's like my nails are trying to tell me something's really off, but I'm not sure what.""","['Nail ridging', 'Nail discoloration']",Nail ridging
"""Oh no, I'm freaking out, I've got these weird symptoms going on, I don't know what's happening, I've got palpitations in my heart, but they're not that bad, I don't feel them often, but what really scares me is that my mouth is cracking at the corners, it's moderate, not terrible, but it's there, and I'm having some mild pain during, you know, intimate stuff, but I'm really worried about the pain and swelling at the injection site, because, well, I don't have any, so what's going on?""","['Heart palpitations', 'Pain and swelling at injection site', 'Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Pain with sexual intercourse']",
"""My shoes have severe sleep disruptions, are silently gassy, and rarely get violently sick.""","['Insomnia', 'Gas', 'Vomiting']",
"""Difficulty in speaking due to a mild hoarsness, caracterised by a slight raspy voice, and a problum with ejaculation, marked by frequent and reccurent episodes.""","['Hoarseness', 'Ejaculation']",
"""Listen, I've got this crazy thing going on with my heart - it's like it's doing its own freakin' dance, skipping beats every now and then, it's not super common or anything, but it's super annoying, and don't even get me started on the lights, no, I don't see any flashing lights, I'm not some kinda crazy person, I just feel like I'm losing it, you know?""","['Heart palpitations', 'Flashing lights']","Coughing, Shortness of breath, Heart palpitations"
"""My shoes are totally freaking out, they haven't gotten their period in ages, they're sweating like crazy all the time with these severe hot flashes that hit them nonstop, and honestly, they're so sick of being nauseous all the time that they just decided to stop bothering to tell me about it.""","['Missed expected menstrual period', 'Hot flashes', 'Nausea']","Cracking at the corners of the mouth (cheilosis/cheilitis), Nausea, Hot flashes"
"""Swollen Belly, Passing Gas Like a Pig, Feeling Like a Hot Mess, Bloating and Discomfort, Cramping and Pain, Diarrhea, Abdominal Pain, Nausea and Vomiting, Burping Like a Cow, Stomach Rumbles Like a Thunder, Bitter Taste in Mouth, Feeling Like Sh*t.""",['Gas'],"Abdominal pain, Bloating, Burping, Diarrhea, Nausea, Stomach rumbles"
"""I'm experiencing a combination of distressing symptoms that are significantly impairing my daily life, including moderate blurred vision that's causing interference with my daily activities, very severe joint pain that's affecting me almost constantly and severely limiting my mobility, and very severe cracking at the corners of my mouth, which is a constant reminder of my underlying health issue and causing me immense anxiety.""","['Blurred vision', 'Joint pain', 'Cracking at the corners of the mouth (cheilosis/cheilitis)']","Blurred vision, Joint pain, Cracking at the corners of the mouth"
"""Listen up, doc, I'm talkin' severe general pain that's crampin' my style and makin' daily activities a real chore, I'm losin' hair like it's goin' outta style, and my hands and feet are all red and painful, like I stuck 'em in a fire, and to top it all off, my pee's changed color, like I'm some kinda freakin' alien or somethin'!""","['General pain', 'Hair loss', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Change in usual urine color']","General pain, Hair loss, Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)"
"""Alas, my shoes, a woeful tale I shall tell, for they have been besmirched by the ignominy of my fecal incontinence, a little bit of which has seeped into my daily activities, leaving an unspoken stain, like a whispered secret, while the frequency of this affront remains a mystery I dare not confront, a dark and foreboding presence that lurks in the shadows of my being, a constant reminder of my mortality; and as I toil through the day, my urinary frequency makes its presence known, somewhat, a nagging whisper that I dare not ignore, a rare but insistent voice that demands attention, a siren's call that beckons me to the loo, like a moth to a flame; and when I speak, my voice, a cracked and worn instrument, a vessel of pain, a very severe hoarseness that rends my throat asunder, a scream that echoes through the chambers of my soul, a dirge that mourns the loss of my former self; and as I rise to face the day, a wave of nausea washes over me, almost constantly, a tidal force that threatens to engulf me, a maelstrom of malaise that leaves me shaken, a reminder that I am but a fragile reed, a leaf on the wind, a shoe that's lost its sole, a soul that's lost its way.""","['Fecal incontinence', 'Urinary frequency', 'Hoarseness', 'Nausea']","Abdominal pain, Acne, Anxious, Bed/pressure sores, Blurred vision, Body odor"
"""I'm experiencing moderate heart palpitations, with a rash that thankfully isn't present, but I'm still frustrated with this whole situation.""","['Heart palpitations', 'Rash']",Heart palpitations
"""My poor shoes got some nasty cracks and peels on their soles and heels, and they're feelin' a bit red and sore, but they're still walkin' just fine.""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']",Cracking at the corners of the mouth (cheilosis/cheilitis)
"""I'm experiencing Dark Skin all over my body, it's like my skin is turning into coal, I'm so scared, it's also accompanied by Dark Spots, Uneven Skin Tone, Hyperpigmentation, Skin Discoloration, Skin Lesions, Skin Blemishes, and Skin Darkening in General.""","['Skin darkening', 'Wheezing']","Dark Skin all over my body, Dark Spots, Uneven Skin Tone, Hyperpigmentation, Skin Discoloration"
"""I'm presenting with a moderate case of radiation skin reaction, characterized by redness, itching, and dryness across my skin, but I'm not providing information on the stretch marks I've developed, which I'd rather not discuss.""","['Stretch marks', 'Radiation skin reaction']",
"""Ache of a dwindling passion, Moderate Despair, Tormented Nights, Frigid Emptiness, Severe Impotence, Frustrated Urges, Helpless Erections, Fading Arousal, Unfulfilled Longings, Unrelenting Disappointment.""","['Decreased libido', 'Achieve and maintain erection']","Decreased libido, Impotence, Erectile dysfunction, Fading arousal, Unfulfilled longings"
"""My poor body, it strugles to find its rythm, with joints that ache in moderat measure, and a certain part that, alack, refuses to stand tall, a very severe affliction indeed.""","['Achieve and maintain erection', 'Joint pain']",
"""I'm experiencing some unusual symptoms, including a moderate wheezing sound when I breathe, but I'd rather not discuss the other issues at the moment.""","['Voice quality changes', 'Flashing lights', 'Wheezing']",Wheezing
"""Me bloody cough's killin' me, interferin' with everyfing I do, moderate pain, can't even breathe proper.""",['Coughing'],"Coughing, Shortness of breath"
"""I have been experiencing frequent urinary incontinence, which has not significantly hindered my daily activities, but it does manifest itself quite frequently, thereby necessitating a considerable degree of vigilance and planning to ensure that I am able to navigate my daily routine without undue inconvenience.""",['Urinary incontinence'],Urinary incontinence
"""I've been experiencing these hot flashes occasionally, and they're not too severe, but it's really unsettling - I'll be going about my day, and suddenly my body will just feel like it's on fire, my skin will be flushed, and I'll break out in sweat, it's like my body is trying to tell me something is wrong, and I'm getting these hot flashes with a mild intensity, but it's still really frightening, I'm worried it might be a sign of something more serious.""",['Hot flashes'],Hot flashes
"""Vomiting, Persistent Dizziness, Severe Morning Sickness, Nausea at the mere thought of food, Empty Stomach, Loss of Appetite, Anxiety, Frustration, Unrelenting Discomfort, Weight Loss.""","['Nausea', 'Irregular periods/vaginal bleeding']","Vomiting, Persistent Dizziness, Severe Morning Sickness, Nausea at the mere thought of food"
"""My dearest doc, I'm afwulled with a trifecta of troubles: my bowels have gone rogue, causing a most distressing interference with my daily activites, as if a mischievous sprite had stolen my continence; my poor nose, alas, is beset by occassional nosebleeds, though the severity of these afflictions I shall leave unspoken, lest the truth be too much to bear; and, oh, the sorrow that doth beset me, like a gentle rain that falls too frequently, yet rarely, to be of much comfort, a moderate melancholy that doth interfere with my daily joys, quite a bit, I confess; and, lastly, my skin, that most delicate of coverings, doth itch and protest, a maddening sensation that I dare not speak of in detail, lest I be driven to distraction, but, I assure you, dear doc, it is a most vexing problem, one that doth plague me day and night.""","['Fecal incontinence', 'Nosebleed', 'Sad', 'Itching']",
"""I'm experiancing some major issues with my boddy, especialy with my bowel movements, I cant even go to the store without having to chang my underwear a little bit, its really embrassing, and to top it off, I just had a nosebleed out of no where, I dont know whats going on with my body, its like its turnin against me.""","['Fecal incontinence', 'Nosebleed']","Coughing, Shortness of breath, Wheezing"
"""Oh, my frail form doth ache with a moderate pang, as if the very essence of my being doth protest the intimate union, and yet, I find myself bereft of even the faintest whisper of a perspiration, a silence so eerie, so oppressive, that I dare not speak its name, lest the shadows that dance upon my chamber walls do take on a life of their own, and conspire against me, leaving me to tremble in fear, as the darkness closes in, like a shroud, upon my fragile soul.""","['Pain with sexual intercourse', 'Decreased sweating']",
"""I do not currently experience diarrhoea, as it is a condition that has not arisen in my recent history.""",['Diarrhea'],
"""My memory symptoms include: No notable interferences with daily activities, but I'd rather not elaborate on the severity.""",['Memory'],Memory
"""My headeche is a rare occurence that dosnt bother me much, but it can interfear with my daily activites a bit.""",['Headache'],Headache
"""Mouth/throat sores: Somewhat interference with daily activities, Undisclosed severity, Dry Mouth: Very severe, Flashing lights: Present, Swelling (arms or legs): Somewhat interference with daily activities, Undisclosed frequency, Very severe.""","['Mouth/throat sores', 'Dry Mouth', 'Flashing lights', 'Swelling (arms or legs)']","Mouth/throat sores, Dry Mouth, Flashing lights"
"""I'm experiencing a severe and almost constant swelling in my arms and legs that's causing me to feel extremely anxious, but it's not significantly interfering with my daily activities, and to make matters worse, I've also developed a hoarseness that's making it difficult for me to communicate effectively, but I'm not sure how to assess its severity.""","['Hoarseness', 'Swelling (arms or legs)']","Hoarseness, Swelling (arms or legs)"
"""I am currently experiencing mouth/throat sores, which are interfering quite a bit with my daily activities, and occasionally, I have issues with ejaculation, which happens rarely.""","['Mouth/throat sores', 'Ejaculation']","Mouth/throat sores, Ejaculation"
"""My appitite's been actin quite funny lately, it's interfierin with my daily activites somuch, I'd say its got a moderat level of severitie, like I dont feel like eatin as much as I used to, its gettin me down a bit.""",['Decreased appetite'],Decreased appetite
"""My shoes have been experiancing very severe taste changes, with me tasting like a salty sock, and they've also been hickuping alot, but i dont wanna go into details about how bad thats been.""","['Taste Changes', 'Hiccups']",Coughing
"""I've got this crazy dry mouth thing goin on, its been super annoying, its been moderate for like a week now, i'm talkin parched, my tongue feels like the sahara desert, i'm drinkin water like its goin outta style but nothin seems to be helpin, its like my mouth is suckin all the moisture outta my body or somethin!!""",['Dry Mouth'],Dry Mouth
"""My feet seem to be dancing with an uninvited guest, for my toes, they are losing their delicate companions, like autumn leaves, withering away, and my bladder, it doth protest with an insistent drumbeat, a rhythmic reminder, that my shoes, they must bear the weight of my woes, as if the very essence of my being, was a maddening requiem, with urinary frequency's nagging refrain, and nail loss's cryptic, yet haunting, silence.""","['Urinary frequency', 'Nail loss']","Urinary frequency, Nail loss"
"""Behold, my pitiful shoes, now worn with the weight of my woes, beset by a general malaise that barely whispers its presence, a gentle nag that refuses to be quantified, and a rather...amusing case of fecal incontinence that occurs with all the frequency of a celestial event, a rarity so sublime it defies numerical expression.""","['General pain', 'Fecal incontinence']",Fecal incontinence
"""I'm experiencing some weird stuff, my orgasm's taking longer than usual, I don't know, it's just not happening as quickly as it used to, and, um, I've got these cracks at the corners of my mouth, it's like, really dry, I guess, and my mouth and throat are all sore, it's pretty bad, and I've been feeling bloated, like, sometimes, it's not all the time, but when it is, it's pretty severe, I'm just really confused about what's going on.""","['Delayed orgasm', 'Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Mouth/throat sores', 'Bloating']","Delayed orgasm, Cracking at the corners of the mouth"
"""It appears I'm suffering from an utter lack of diarrheal episodes, despite my impressive record of bowel regularity, and an inexplicable absence of skin darkening, which I suppose is a blessing in disguise, but really, must I be so healthy?""","['Diarrhea', 'Skin darkening']",Diarrhea
"""I'm literally losing my mind, I've got this awful condition where I'm constantly pooping my pants, it's like my bowels are just doing the cha cha slide, I'm talking fecal incontinence 24/7, it's not just a little leak, it's a full-on flood, I'm talking to myself, 'What's next, am I gonna lose my load in the middle of a meeting?!' And if that wasn't enough, I've also got this other issue where I'm running to the bathroom every five seconds, I mean, I'm not even kidding, I'm talking urinary urgency that's literally ruining my life, I'm talking 'I gotta go, I gotta go, I gotta go' like a broken record, I'm like a human toilet, it's like my bladder's just a tiny little thing that's always screaming 'HELP!' and I'm like, 'What did I do to deserve this?!'""","['Fecal incontinence', 'Urinary urgency']","Fecal incontinence, Urinary urgency"
"""I am presently experinencing a most distressing and inexplicable condition, wherein my menstrual cycle has apparantly ceased to function, leaving me in a state of unrelenting uncertanity, while my extremeties are plagued by severe numbness and tingling sensations, rendering them utterly unresponsive and quite frankly, almost unusable, to the extent that it has become quite a bit of a challenge to engage in even the most mundane of daily activites, and to make matters worse, I am beset on all sides by the incessant and almost constant presence of heartburn, a condition that, while not particuarly severe in and of itself, is nonetheless a mild annoyance that serves only to further exacerbate my already frazzled nerves.""","['Missed expected menstrual period', 'Numbness & tingling', 'Heartburn']",
"""I'm experiencing moderate shortness of breath that interferes with my daily activities very much, making it difficult for me to do even the simplest tasks without feeling winded.""",['Shortness of breath'],Shortness of breath
"""Oh, the anguish that besets my soul, as I confess to the cruel pangs that assail me with each intimate encounter, a very severe torment that rends my being, and the crushing despair that grips me, for I am unable to surrender to the ecstasy that once was mine, a state of being that now seems a distant memory, for I am, alas, afflicted with the inability to achieve the bliss that was once so readily mine.""","['Pain with sexual intercourse', 'Unable to have orgasm']",
"""I am currently experiencing a most vexing condition wherein my nocturnal slumber is incessantly disrupted, resulting in moderate interference with my daily routines, yet I am still able to perform my duties with minimal impairment, whereas my cognitive faculties, although unaffected in terms of daily functioning, are being mildly compromised, with a slight diminution in my ability to recall certain information, a deficiency which, while not particularly bothersome at present, is nonetheless a source of considerable annoyance.""","['Insomnia', 'Memory']",
"""I'm experiancing some weird stuff, like my nails are fallin off, my taste buds are actin super weird and it's verry severly painful to pee.""","['Nail loss', 'Taste Changes', 'Painful urination']","Nail loss, Taste Changes, Painful urination"
"""Redness, Swelling, Open Sores, Pain, Difficulty Healing, Infection, Discharge, Odor, Skin Breakdown, Loss of Skin Tissue, Limited Mobility, Difficulty Moving, Discomfort, Painful Movement, Limited Range of Motion, Skin Damage, Skin Ulceration.""",['Bed/pressure sores'],"Redness, Swelling, Open Sores, Pain, Difficulty Healing, Infection, Discharge"
"""I'm experiencing occasional but extremely severe vomiting and frequent joint pain that significantly interferes with my daily activities.""","['Vomiting', 'Joint pain']","Vomiting, Joint pain"
"""I've been noticin these weird things dartin aroun in my eyes, like tiny floatin specks or somethin, it's so freaky, I dont no whats causin it, I'm gettin kinda worried.""",['Visual floaters'],"Coughing, Shortness of breath"
"""I experiance a mild distrubance with urinary urgency, which occures infrequently and doesnt significanly interfere with my daily activites.""",['Urinary urgency'],
"""I've been experiencing urinary urgency that frequently interrupts my daily activities, with only a little bit of interference, but it's still a noticeable issue.""",['Urinary urgency'],Urinary urgency
"""Blimey, I'm feelin' proper knackered, got mild vomitin' goin' on, no chills to speak of, but me heart's racin' with them severe palpitations, what a right old mess I'm in!""","['Vomiting', 'Chills', 'Heart palpitations']","Coughing, Shortness of breath, Heart palpitations"
"""I'm experiencing a constant and distressing issue with urinary incontinence, which is affecting nearly every aspect of my daily life, as I'm finding myself having to deal with the anxiety of potential accidents almost constantly, and on top of that, I've also been plagued by a mysterious and unsettling ringing in my ears that, although it doesn't seem to be causing me any actual pain, still leaves me feeling on edge and uncertain about what's happening to my body.""","['Urinary incontinence', 'Ringing in ears']","Urinary incontinence, Anxiety, Ringing in ears"
"""My ears resound with cacophonous whispers, a severe symphony that echoes through my days and nights, while my body's rhythm is disrupted by irregular periods and vaginal bleeding, a mysterious cadence that defies prediction, and my skin is aflame with an intense, very severe itching that refuses to be soothed.""","['Ringing in ears', 'Irregular periods/vaginal bleeding', 'Itching']","Ringing in ears, Irregular periods/vaginal bleeding"
"""I've got these blasted hiccups that come and go, like a naggin' little pest that I'd rather not discuss, but they're not too bad, I suppose.""",['Hiccups'],
"""I'm experiancing hives and insomnia, the hives arnt presant but the insomnia is interfearing with my daily actvities very much and is moderatly sevre.""","['Hives', 'Insomnia']","Hives, Insomnia"
"""As I wander through life, my belly swells like a ripened peach, frequently beset by an aching sense of fullness, a sensation that defies the conventional boundaries of 'not applicable', while my bladder, a delicate flower, dances with an unspoken rhythm, its tiny protests a gentle whisper, a little bit of discomfort that, with a hint of modesty, I prefer not to answer, lest the details of our intimate relationship be revealed.""","['Bloating', 'Urinary frequency']","Abdominal pain, Bloating, Constipation, Decreased appetite, Diarrhea"
"""My shoes seem to be sufferin from Insomnia, apparantly it interfiers somewhat with ther daily activites, unfortunatly ther severity isnt aplicable, I mean who needs a good nites sleep when you have shoes, I suppose.""",['Insomnia'],Insomnia
"""Very severe bloating that's always popping up, super constipated and backed up, and don't even get me started on my sex life, it's basically non-existent.""","['Bloating', 'Constipation', 'Delayed orgasm']","Bloating, Constipation"
"""Me arse is goin' beserk with diarrheas, like a bloody waterin' can, and dont even get me started on me pr0blem, cant even get a hard on, its like me d1ck is made of f1reworks, one minute its all goin off, the next its just a limp w1cked noodle, severe like, cant even get it up, and when i do, its like its made of lead, heavy and useless, and now me arse is actin like a sewer, frequently, like i gotta run to the loo every five minutes, bloody hell!""","['Achieve and maintain erection', 'Diarrhea']","Diarrhea, Erectile dysfunction"
"""Oh no, I'm freaking out, I've got this weird rash all over my body, it's like a red, itchy mess, and my mouth is killing me, the corners are cracking and splitting open, it's super painful, and don't even get me started on my sex life, it's like I'm stuck in neutral, I can't even get aroused, and to top it all off, I'm getting this gnarly heartburn, it's like a burning fire in my chest, it's happening occasionally, but it's still super moderate, I'm literally losing my mind here!""","['Rash', 'Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Delayed orgasm', 'Heartburn']","Cracking at the corners of the mouth (cheilosis/cheilitis), Mouth/throat sores, Heartburn"
"""Ugh, I've got this annoying shoe that's got me feelin kinda weird, it's got nothin goin on with this itchyness thingy, but the missin of my period is defo not applicable, I mean, I'm a dude, get it? And, omg, I gotta pee like 5 times a day, it's kinda annoyin, but I dont wanna say how often, and my shoe's just not sweatin like usual, idk, maybe it's just lazy or somethin.""","['Itching', 'Missed expected menstrual period', 'Urinary frequency', 'Decreased sweating']","Coughing, Shortness of breath, Wheezing, Heart palpitations, Swelling (arms or legs)"
"""I'm not losing my hair, but my self-respect is suffering thanks to this constant body odor issue that's driving me crazy, and to make matters worse, I'm dealing with muscle pain that's always there, even if it's not affecting my daily routine.""","['Hair loss', 'Body odor', 'Muscle pain']","Body odor, Muscle pain"
"""Phosphene-like apparitions dancing across my field of vision, like fireflies on a summer's night, illuminating the darkness with an otherworldly glow; meanwhile, my skeletal frame protests with an occasional, yet piercing, cry of anguish, as if my joints were ancient, gnarled trees, creaking under the weight of seasons, their branches twisted in agony, their roots deep in the earth, yet still, they ache, a low, seismic rumble, a reminder of the turmoil that lies beneath.""","['Flashing lights', 'Joint pain']",
"""Me bloody peepers be weepin' like a blasted fool, interferin' with me daily shenanigans somethin' fierce, not that I'd bother fillin' out a form for some two-bit doc, but it's a right nuisance, if ye must know.""",['Watery eyes'],"Cracking at the corners of the mouth (cheilosis/cheilitis), Mouth/throat sores"
"""I am presently afflicted with the most distressing symptoms, including a distressing case of bed/pressure sores, whose presence I shall not confirm, but can assure you are quite bothersome, a moderate cracking at the corners of my mouth, a condition known as cheilosis/cheilitis, which is a nuisance, and irregular periods/vaginal bleeding, the details of which I shall not disclose, and, quite inconveniently, pain and swelling at the injection site, which, I suppose, is not applicable to me, but I digress.""","['Bed/pressure sores', 'Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Irregular periods/vaginal bleeding', 'Pain and swelling at injection site']",
"""I be havin' a right ol' problem with Insomnia, see, it's interferin' with me daily activities somethin' fierce, like me bein' awake at 3 AM, feelin' like I ain't slept a wink, and then I be feelin' all groggy in the mornin', like me head be stuck in a fog, and it be makin' it hard for me to get outta bed, let alone do anythin' else, and it be happenin' most nights, so I'd say it be a Severe problem, if ye catch me drift.""",['Insomnia'],Difficulty Sleeping
"""My poor shoe, beset by woes, has a tender spot where the needle pricked, yet it's not a bother, a minor ache, but my foot's sweet scent, a gentle whisper, lingers still, a pleasant surprise, amidst the numbness that creeps, a tingling thrill that quite disrupts my daily stride.""","['Pain and swelling at injection site', 'Body odor', 'Numbness & tingling']",
"""I am experiencing considerable distress due to the onset of moderate watery eyes, which, although not significantly interfering with my daily routines, is quite bothersome, and, I must confess, the very severe cracking at the corners of my mouth is causing me considerable anxiety, as it is becoming increasingly painful and, I fear, may lead to more severe complications if not properly addressed.""","['Watery eyes', 'Cracking at the corners of the mouth (cheilosis/cheilitis)']",Cracking at the corners of the mouth
"""Me shoez r actualli fallin apart, I hav sever hand-foot syndrom & my widdler dont wark rite, its like I'm dyin!""","['Achieve and maintain erection', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']",Hand-foot syndrome
"""I'm experiening sensivty to sunlite, muslce pain thats extremly bad, and urinary urgense that's almost constant, it's reeeeally scaring me.""","['Sensitivity to sunlight', 'Muscle pain', 'Urinary urgency']","Sensitivity to sunlight, Muscle pain, Urinary urgency"
"""In sooth, my poor shoe doth suffer from spasmodic contractions, wherein the delicate threads of its laces do periodically burst forth, as if an unseen force doth prompt its premature release, leaving naught but a faint whisper of its erstwhile wholeness.""",['Ejaculation'],Cracking at the corners of the mouth (cheilosis/cheilitis)
"""My shoes are experiancing a mild case of raspy voice, where they're only occassionally afflicted with loose stools.""","['Hoarseness', 'Diarrhea']",Cracking at the corners of the mouth (cheilosis/cheilitis)
"""My constitution, beset by fits of moderate hiccuping, and befouled by a very severe and pungent body odor, lies in a state of mild discomfort.""","['Hiccups', 'Body odor']","Coughing, Body odor"
"""I'm havin a blast with this coughin' thing, its interferin with my daily activites somwhat, like i cant even yell at the TV without losin my breath, its a real pain in the arse, but i guess its not that bad or ennything, so its just kinda there, annoyin me with its presence, but not enuf to realy bother me, somwhat is enuf to make me wanna scream, but not enuf to stop me from gettin on with my day, even tho its a bloody nuisance!""",['Coughing'],"Coughing, Shortness of breath, Breathlessness, Pain in the arse"
"""Flatulence, Vocal Cord Disruptions, Irregular Heartbeats, Mild Chest Discomfort.""","['Gas', 'Voice quality changes', 'Heart palpitations']","Flatulence, Vocal Cord Disruptions, Irregular Heartbeats, Mild Chest Discomfort"
"""O, woeful spasms that beset my belly, a relentless tempest of hiccups, a maelstrom of anguish that assaults my very being, with a ferocity that defies all soothing balm, a torment that refuses to abate, its severity a stark reminder of my mortal fragility.""",['Hiccups'],Hiccups
"""I've got super loose poops that are coming out almost nonstop and I'm sweating like crazy, it's getting really scary!""","['Diarrhea', 'Increased sweating']","Coughing, Diarrhea, Sweating, Loose Poops"
"""I have been experiencing blurred vision, which has been interfering with my daily activities to a considerable extent, and my condition is quite severe; occasionally, I also suffer from severe increased sweating, which is not a frequent occurrence.""","['Blurred vision', 'Increased sweating']",Blurred vision
"""Oh no, my poor throat is killing me, I've got this gnawing itch that's driving me crazy, but it's not that bad, I guess, it's just a mild annoyance, but the real problem is swallowing, it's like my food is stuck and I'm having a hard time getting it down, it's moderate, I'd say, not too bad, but not great either, it's like my throat is closing up on me, I'm really scared, doc!""","['Itching', 'Difficulty Swallowing']","Coughing, Hoarseness, Itching, Swallowing"
"""My poor shoes are feelin' pretty rough, with skin dryness bein' a real drag, no hives to speak of, but they're gettin' a few bruises here and there, and the sole's been gettin' a mite dry, if you know what I mean.""","['Skin dryness', 'Hives', 'Bruising', 'Vaginal dryness']","Skin dryness, Bruising"
"""Flatulence, Passing Gas, Bloating, Swelling of the Abdomen, Nausea, Vomiting, Abdominal Pain, Discomfort after eating, Passing Gas with Smell.""",['Gas'],"Flatulence, Passing Gas, Bloating, Swelling of the Abdomen"
"""I be havin occashunal bouts of vomitin, its very severe, like my stomache be tryin to get rid of ennythin, and occasionaly i feel bloated, its not ennything i hav ever had befor, but my stomache be actin like its moderate-ly upset.""","['Vomiting', 'Bloating']","Coughing, Nausea, Vomiting"
