Dialogue_Generated,Symptoms,Description,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
"""Got a few things goin on with me, includin: Rash (dont wanna say much bout it lol), Nail loss (i got none left on my toes and fingurs).""","['Rash', 'Nail loss']","Rash (attributes: Presence/Absence) , Nail loss (attributes: Presence/Absence)","Rash -> Presence/Absence: Prefer not to answer ,  Nail loss -> Presence/Absence: Yes",Vulgar Register,Friendly,1,True,True,True
"""I am currently experiencing respiratory difficulties characterised by wheezing, significant sleep disturbances due to severe insomnia which is affecting my daily routine quite substantially, and an aversion to sunlight, although the extent of this sensitivity is not readily quantifiable.""","['Wheezing', 'Insomnia', 'Sensitivity to sunlight']","Wheezing (attributes: Severity) , Insomnia (attributes: Interference (with daily activities), Severity) , Sensitivity to sunlight (attributes: Presence/Absence)","Wheezing -> Severity: Prefer not to answer ,  Insomnia -> Interference (with daily activities): Quite a bit, Severity: Severe ,  Sensitivity to sunlight -> Presence/Absence: Prefer not to answer",Formal Register,Neutral,3,False,False,False
"""Alas, my poor feet are afflicated with a nasty case of 'Dry Skinitis' - a dreadful condition wherein I experiance a severe dryness of the skin, which is a right nuisance, I assure you, especially when one is forced to endure a little bit of general pain, a mild ache that interferes with my daily activities in a most annoying manner, and to make matters worse, I am plagued by urinary frequency, or as I like to call it, 'the constant need to dash to the loo', which is a considerable inconvenience, I dare say.""","['Urinary frequency', 'General pain', 'Skin dryness']","Urinary frequency (attributes: Interference (with daily activities), Frequency) , General pain (attributes: Interference (with daily activities), Frequency, Severity) , Skin dryness (attributes: Severity)","Urinary frequency -> Interference (with daily activities): Not at all, Frequency: Prefer not to answer ,  General pain -> Interference (with daily activities): A little bit, Frequency: Never, Severity: Mild ,  Skin dryness -> Severity: Severe",Formal Register,Insulting,3,False,False,True
"""I am currently afflicted with a condition characterized by mouth/throat sores that significantly impede my daily routine, a headache that occasionally manifests but is otherwise inapplicable, and a severe wheezing issue that demands immediate attention.""","['Mouth/throat sores', 'Headache', 'Wheezing']","Mouth/throat sores (attributes: Interference (with daily activities), Severity) , Headache (attributes: Interference (with daily activities), Frequency, Severity) , Wheezing (attributes: Severity)","Mouth/throat sores -> Interference (with daily activities): Very much, Severity: None ,  Headache -> Interference (with daily activities): Quite a bit, Frequency: Rarely, Severity: Not applicable ,  Wheezing -> Severity: Very severe",Formal Register,Angry,1,False,False,False
"""I'm experiencing some concerning symptoms, including moderate hot flashes, almost constant urinary incontinence that's not affecting my daily routine, and a mild dry mouth.""","['Hot flashes', 'Urinary incontinence', 'Dry Mouth']","Hot flashes (attributes: Frequency, Severity) , Urinary incontinence (attributes: Interference (with daily activities), Frequency) , Dry Mouth (attributes: Severity)","Hot flashes -> Frequency: Prefer not to answer, Severity: Moderate ,  Urinary incontinence -> Interference (with daily activities): Not at all, Frequency: Almost constantly ,  Dry Mouth -> Severity: None",Neutral/Standard Register,Friendly,2,False,False,False
"""My shoes, if I were to personify my current state, would be experiencing a moderate level of interference in their daily activities, as they would be feeling a moderate degree of numbness and tingling in their toes, making it slightly challenging for them to walk or run with their usual ease and agility, but they would still be able to move about without any significant hindrance; however, if I were to focus on the sensation in my mouth, my shoes would be complaining of a severe case of dryness, as if the soles had been parched by the scorching sun, leaving them feeling parched, cracked, and utterly desiccated, to the point where they would be begging for a refreshing splash of water to quench their thirst.""","['Numbness & tingling', 'Dry Mouth']","Numbness & tingling (attributes: Interference (with daily activities), Severity) , Dry Mouth (attributes: Severity)","Numbness & tingling -> Interference (with daily activities): Not at all, Severity: Moderate ,  Dry Mouth -> Severity: Severe",Formal Register,Friendly,5,False,True,False
"""My poor shoes, they're walkin vigalantly through the dark of nite, with stretch marks from all the times I've had to rip them off in a hury, and the vomit keepin splatterin on them, like a messy poem writtin itself on my soles.""","['Insomnia', 'Stretch marks', 'Vomiting']","Insomnia (attributes: Interference (with daily activities), Severity) , Stretch marks (attributes: Presence/Absence) , Vomiting (attributes: Frequency, Severity)","Insomnia -> Interference (with daily activities): Not at all, Severity: Severe ,  Stretch marks -> Presence/Absence: Prefer not to answer ,  Vomiting -> Frequency: Frequently, Severity: Severe",Poetic/Literary Register,Friendly,2,False,False,True
"""Ah, ya numpty doc, I'm feelin like a right ol' bilge rat, pukin me guts up almost constintly, wiv a mild case of the squirts, dont even get me started on wipin me arse all day, cant even sneeze wivout losin me undies, and to top it all off, I'm as useful as a one-legged stool, cant even get a stiffy, let alone finish the job, what a complete and utter disaster!""","['Vomiting', 'Urinary incontinence', 'Unable to have orgasm']","Vomiting (attributes: Frequency, Severity) , Urinary incontinence (attributes: Interference (with daily activities), Frequency) , Unable to have orgasm (attributes: Presence/Absence)","Vomiting -> Frequency: Almost constantly, Severity: Mild ,  Urinary incontinence -> Interference (with daily activities): Quite a bit, Frequency: Prefer not to answer ,  Unable to have orgasm -> Presence/Absence: No",Vulgar Register,Insulting,3,False,False,True
"""Im havin some probs down there, doc, like my periods are all over the place, dont wanna talk about it, and havin sex hurts a lil, not too bad tho, and im havin a hard time sleepin, not that it aint worth it, but still...""","['Pain with sexual intercourse', 'Insomnia', 'Irregular periods/vaginal bleeding']","Pain with sexual intercourse (attributes: Severity) , Insomnia (attributes: Interference (with daily activities), Severity) , Irregular periods/vaginal bleeding (attributes: Presence/Absence)","Pain with sexual intercourse -> Severity: Mild ,  Insomnia -> Interference (with daily activities): Somewhat, Severity: Mild ,  Irregular periods/vaginal bleeding -> Presence/Absence: Prefer not to answer",Informal Register,Insulting,3,False,False,True
"""I am experiencing occasional, utterly distressing episodes of bloating, the severity of which, I dare say, is not applicable in any meaningful manner.""",['Bloating'],"Bloating (attributes: Frequency, Severity)","Bloating -> Frequency: Occasionally, Severity: Not applicable",Formal Register,Angry,2,False,False,False
"""I am experiencing a plethora of distressing symptoms, including an inordinate delay in achieving orgasm, which has been a persistent issue, accompanied by severe bloating that occurs with uncommon frequency, and a mild yet annoying outbreak of acne, a trifling nuisance that I find quite vexing.""","['Delayed orgasm', 'Bloating', 'Acne']","Delayed orgasm (attributes: Presence/Absence) , Bloating (attributes: Frequency, Severity) , Acne (attributes: Severity)","Delayed orgasm -> Presence/Absence: Yes ,  Bloating -> Frequency: Rarely, Severity: Severe ,  Acne -> Severity: Mild",Formal Register,Angry,3,False,False,False
"""Furious fluxion, a menstrual silence, and fiery flushes, assault my fragile form.""","['Missed expected menstrual period', 'Hot flashes']","Missed expected menstrual period (attributes: Presence/Absence) , Hot flashes (attributes: Frequency, Severity)","Missed expected menstrual period -> Presence/Absence: Yes ,  Hot flashes -> Frequency: Frequently, Severity: Not applicable",Poetic/Literary Register,Angry,1,False,False,False
"""I have been experiencing severe, occasionally occurring chills, which manifest as an intense, unsettling sensation of coldness that pervades my entire body, typically arising without any apparent provocation, and persisting for a duration of approximately 30 minutes to an hour, necessitating the use of multiple blankets for comfort and warmth.""",['Chills'],"Chills (attributes: Frequency, Severity)","Chills -> Frequency: Occasionally, Severity: Severe",Formal Register,Neutral,5,False,False,False
"""I am experiancing a dreadful condition, wherein my Concentration is being interfiered with, making it dificult to perfrom even the simplest of daily activites, simultaniously I am noticing a little bit of Hair loss, and to make matters worse, I am suffering from Nail ridging, which is a quite distressing symptom, as it is a clear indication of a more serius underlying issue.""","['Concentration', 'Hair loss', 'Nail ridging']","Concentration (attributes: Interference (with daily activities), Severity) , Hair loss (attributes: Amount) , Nail ridging (attributes: Presence/Absence)","Concentration -> Interference (with daily activities): Somewhat, Severity: Prefer not to answer ,  Hair loss -> Amount: A little bit ,  Nail ridging -> Presence/Absence: Yes",Formal Register,Fearful,4,False,True,True
"""My shoes seem to have a raspy voice, the leather is kinda dry and cracky, and they're always on edge, especialy when I try to walk.""","['Hoarseness', 'Skin dryness', 'Anxious']","Hoarseness (attributes: Severity) , Skin dryness (attributes: Severity) , Anxious (attributes: Interference (with daily activities), Frequency, Severity)","Hoarseness -> Severity: Not applicable ,  Skin dryness -> Severity: Moderate ,  Anxious -> Interference (with daily activities): Somewhat, Frequency: Almost constantly, Severity: Mild",Neutral/Standard Register,Confused,2,False,False,True
"""Alas, my poor shoes, thou dost suffer from the ignominy of hot flashes, a malady that doth strike with all the frequency of a sleepy sloth, and a severity that is, quite frankly, not applicable to thy delicate leather, whereas thy woes are far more akin to the slumberless nights, that doth plague me, a wretch, with insomnia, a curse that doth interfere with daily activities not at all, but doth beset me with a moderate, nay, almost tolerable, ache, that doth keep me from sweet repose.""","['Hot flashes', 'Insomnia']","Hot flashes (attributes: Frequency, Severity) , Insomnia (attributes: Interference (with daily activities), Severity)","Hot flashes -> Frequency: Never, Severity: Not applicable ,  Insomnia -> Interference (with daily activities): Not at all, Severity: Moderate",Poetic/Literary Register,Insulting,2,False,False,True
"""Me shoes got acne, me feet's all swollen like after runnin' marathon, and me spirit's feelin' down, like me got big rock on me shoulders.""","['Acne', 'Discouraged', 'Swelling (arms or legs)']","Acne (attributes: Severity) , Discouraged (attributes: Interference (with daily activities), Frequency, Severity) , Swelling (arms or legs) (attributes: Interference (with daily activities), Frequency, Severity)","Acne -> Severity: Moderate ,  Discouraged -> Interference (with daily activities): A little bit, Frequency: Almost constantly, Severity: Moderate ,  Swelling (arms or legs) -> Interference (with daily activities): Not at all, Frequency: Frequently, Severity: Mild",Vulgar Register,Confused,2,False,False,False
"""Urinary incontinence is characterized by a lack of bladder control, with no interference in daily activities, but frequency is not disclosed. Visual floaters are not applicable in this context.""","['Urinary incontinence', 'Visual floaters']","Urinary incontinence (attributes: Interference (with daily activities), Frequency) , Visual floaters (attributes: Presence/Absence)","Urinary incontinence -> Interference (with daily activities): Not at all, Frequency: Prefer not to answer ,  Visual floaters -> Presence/Absence: Not applicable",Neutral/Standard Register,Neutral,2,True,False,False
"""As I inhale, my chest a hollow reed, my wheezing protests, a cacophonous shriek, a severe affliction that besets my bronchi, a persistent and intrusive wheeze, that gnaws at my diaphragm, a relentless reminder of my fragile respiratory state.""",['Wheezing'],Wheezing (attributes: Severity),Wheezing -> Severity: Severe,Poetic/Literary Register,Neutral,4,False,False,False
"""My shoes, beset by the weight of discouragement, hiccup spasms that defy quantification, and palpitations that whisper a gentle reminder of life's rhythmic cadence.""","['Discouraged', 'Hiccups', 'Heart palpitations']","Discouraged (attributes: Interference (with daily activities), Frequency, Severity) , Hiccups (attributes: Frequency, Severity) , Heart palpitations (attributes: Frequency, Severity)","Discouraged -> Interference (with daily activities): Quite a bit, Frequency: Almost constantly, Severity: Prefer not to answer ,  Hiccups -> Frequency: Prefer not to answer, Severity: Very severe ,  Heart palpitations -> Frequency: Frequently, Severity: Mild",Poetic/Literary Register,Neutral,2,False,True,False
"""Look at me, I'm a bloody mess, got hives all over my miserable body, don't even get me started on the bloody bed sores that I'd rather not talk about, but I'll mention them anyway, and to top it all off, I'm occasionally freezing my arse off with these blasted chills that I won't even be bothered to rate, so there, happy now?""","['Hives', 'Bed/pressure sores', 'Chills']","Hives (attributes: Presence/Absence) , Bed/pressure sores (attributes: Presence/Absence) , Chills (attributes: Frequency, Severity)","Hives -> Presence/Absence: No ,  Bed/pressure sores -> Presence/Absence: Prefer not to answer ,  Chills -> Frequency: Occasionally, Severity: Prefer not to answer",Vulgar Register,Insulting,4,False,True,False
"""My ears are making some kinda noise, but I don't rightly know how bad it is.""",['Ringing in ears'],Ringing in ears (attributes: Severity),Ringing in ears -> Severity: Prefer not to answer,Vulgar Register,Neutral,2,False,False,False
"""My shoes, it appears, have developed a rather unbecoming discoloration, accompanied by an inexplicable propensity for extreme inflation, which is simply unacceptable for a pair of footwear.""","['Nail discoloration', 'Bloating']","Nail discoloration (attributes: Presence/Absence) , Bloating (attributes: Frequency, Severity)","Nail discoloration -> Presence/Absence: Yes ,  Bloating -> Frequency: Never, Severity: Severe",Formal Register,Insulting,2,False,False,False
"""Listen up, I'm here with a face full of zits, I mean, acne, it's all over my face, forehead, nose, cheeks, you name it, it's like a red, inflamed mess, and to make matters worse, I've got bed sores all over my body, I mean, pressure sores, they're like open wounds, painful and bloody, and I'm talking about my bum, legs, back, everywhere, it's like I'm a walking disaster, I'm sick of it, I'm fed up, I just want it to stop!""","['Acne', 'Bed/pressure sores']","Acne (attributes: Severity) , Bed/pressure sores (attributes: Presence/Absence)","Acne -> Severity: Not applicable ,  Bed/pressure sores -> Presence/Absence: Not applicable",Informal Register,Angry,5,False,True,False
"""My shoes are beset by a constant headache, a dull ache that throbs with each step, while the occasional bout of bloating leaves them feeling puffed and tight.""","['Headache', 'Bloating']","Headache (attributes: Interference (with daily activities), Frequency, Severity) , Bloating (attributes: Frequency, Severity)","Headache -> Interference (with daily activities): Quite a bit, Frequency: Almost constantly, Severity: Prefer not to answer ,  Bloating -> Frequency: Rarely, Severity: Very severe",Poetic/Literary Register,Neutral,1,False,False,False
"""Ah, my poor shoes, beset by the cruel whims of fate, forced to endure the blistering radiance of the sun, and, if I must confess, the occasional, moderate, and altogether distasteful, retching fit.""","['Sensitivity to sunlight', 'Vomiting']","Sensitivity to sunlight (attributes: Presence/Absence) , Vomiting (attributes: Frequency, Severity)","Sensitivity to sunlight -> Presence/Absence: Prefer not to answer ,  Vomiting -> Frequency: Prefer not to answer, Severity: Moderate",Poetic/Literary Register,Insulting,1,False,False,False
"""Me shoes got some swelling goin' on, like me arms and legs be gettin' all puffy now and then, but it don't hurt much, and it don't stop me from doin' daily stuff, like walkin' around, but it's a bit of a nuisance, ya know?""",['Swelling (arms or legs)'],"Swelling (arms or legs) (attributes: Interference (with daily activities), Frequency, Severity)","Swelling (arms or legs) -> Interference (with daily activities): Very much, Frequency: Occasionally, Severity: None",Vulgar Register,Friendly,4,False,False,False
"""I'm experiencing severe difficulties with achieving and maintaining an erection, along with some occasional general pain that doesn't really interfere with my daily activities.""","['Achieve and maintain erection', 'General pain']","Achieve and maintain erection (attributes: Severity) , General pain (attributes: Interference (with daily activities), Frequency, Severity)","Achieve and maintain erection -> Severity: Severe ,  General pain -> Interference (with daily activities): Not at all, Frequency: Rarely, Severity: None",Informal Register,Neutral,2,False,True,False
"""I'm freaking out, my boobs are super swollen and sore, like they're gonna explod or somethin, it's severe, and it's been goin on for a while now, and it's makin me super anxious, like, i'm gettin anxious just thinkin about it, it's kinda interferin with my daily life, but not too much, i mean, i'm still gettin by, but it's just, ugh, i dont no what's goin on with my body, it's all just so overwhelmin""","['Breast swelling and tenderness', 'Anxious']","Breast swelling and tenderness (attributes: Severity) , Anxious (attributes: Interference (with daily activities), Frequency, Severity)","Breast swelling and tenderness -> Severity: Severe ,  Anxious -> Interference (with daily activities): Somewhat, Frequency: Occasionally, Severity: Mild",Informal Register,Fearful,4,False,False,True
"""Sometimes I leak a bit when I'm out and about, but it's not super frequent, and when I do go pee, it's usually pretty painful - like, really bad.""","['Urinary incontinence', 'Painful urination']","Urinary incontinence (attributes: Interference (with daily activities), Frequency) , Painful urination (attributes: Severity)","Urinary incontinence -> Interference (with daily activities): Somewhat, Frequency: Never ,  Painful urination -> Severity: Severe",Informal Register,Friendly,2,False,False,False
"""I'm experiencing some minor discomfort when I pee, it's not super bad, but I'm having a bit of a tough time going, and sometimes it feels like there's a slight burning sensation when I'm doing my business.""",['Painful urination'],Painful urination (attributes: Severity),Painful urination -> Severity: None,Informal Register,Neutral,5,False,True,False
"""I've been experiencing a severe and persistent issue with body odor, which has become quite noticeable to me and others around me, manifesting as a strong, pungent smell that's particularly prominent after I've been physically active or haven't showered in a while.""",['Body odor'],Body odor (attributes: Severity),Body odor -> Severity: Severe,Neutral/Standard Register,Friendly,5,False,False,False
"""As I meander through life, my vision falters, beset by moderate interference, like a gentle haze, while my abdomen protests with rare, yet very severe, outbursts, a symphony of discomfort, with both blurred vision and abdominal pain harmoniously entwining, a delicate dance of distress.""","['Blurred vision', 'Abdominal pain']","Blurred vision (attributes: Interference (with daily activities), Severity) , Abdominal pain (attributes: Interference (with daily activities), Frequency, Severity)","Blurred vision -> Interference (with daily activities): Somewhat, Severity: Moderate ,  Abdominal pain -> Interference (with daily activities): Somewhat, Frequency: Rarely, Severity: Very severe",Poetic/Literary Register,Friendly,2,False,True,False
"""Man, I'm feelin' like I've got my shoes stuck in the mud - my mouth is super dry, like the Sahara desert, and I'm leakin' pee everywhere, like a toddler who can't hold it in, it's happenin' almost all the time, and it's really gettin' in the way of my daily life, like I'm constantly worried about losin' control, it's a real pain!""","['Dry Mouth', 'Urinary incontinence']","Dry Mouth (attributes: Severity) , Urinary incontinence (attributes: Interference (with daily activities), Frequency)","Dry Mouth -> Severity: Severe ,  Urinary incontinence -> Interference (with daily activities): Very much, Frequency: Almost constantly",Informal Register,Friendly,5,False,False,False
"""I'm experinicing a pretty bad case of radiation skin reaction, my skin is lookin like its been through a war, its red and sore, and dont even get me started on the skin darkening, i dont have any of that, thats just great, and to top it all off, i'm havin trouble concentratin, i can barely focus on my daily activities, its like my brain is foggy and i'm feelin quite a bit of interference, but the good news is that my concentration is not that severe, i mean, i'm still able to function, just barely.""","['Radiation skin reaction', 'Skin darkening', 'Concentration']","Radiation skin reaction (attributes: Severity) , Skin darkening (attributes: Presence/Absence) , Concentration (attributes: Interference (with daily activities), Severity)","Radiation skin reaction -> Severity: Very severe ,  Skin darkening -> Presence/Absence: No ,  Concentration -> Interference (with daily activities): Quite a bit, Severity: None",Neutral/Standard Register,Insulting,4,False,False,True
"""I've been experiencing occasional nosebleeds that are moderate in severity, and I've also been dealing with general pain that's affecting my daily activities quite a bit, although the intensity of the pain is something I'd rather not discuss.""","['Nosebleed', 'General pain']","Nosebleed (attributes: Frequency, Severity) , General pain (attributes: Interference (with daily activities), Frequency, Severity)","Nosebleed -> Frequency: Occasionally, Severity: Moderate ,  General pain -> Interference (with daily activities): Quite a bit, Frequency: Almost constantly, Severity: Prefer not to answer",Neutral/Standard Register,Friendly,3,False,False,False
"""Muscle pain: A little bit interference with daily activities, frequently happens, moderate severity. Heart palpitations: don't wanna say how often, don't wanna say how bad.""","['Muscle pain', 'Heart palpitations']","Muscle pain (attributes: Interference (with daily activities), Frequency, Severity) , Heart palpitations (attributes: Frequency, Severity)","Muscle pain -> Interference (with daily activities): A little bit, Frequency: Frequently, Severity: Moderate ,  Heart palpitations -> Frequency: Prefer not to answer, Severity: Prefer not to answer",Vulgar Register,Friendly,2,True,True,False
"""I am presently experiencing a most distressing array of symptoms, including almost constant heartburn of moderate severity, palpitations of the heart that are nearly incessant and of very severe intensity, an unfortunate absence of nail loss, and, I must confess, an irrelevant presence of gas, which, I suppose, serves only to further exacerbate my already considerable discomfort.""","['Heartburn', 'Heart palpitations', 'Nail loss', 'Gas']","Heartburn (attributes: Frequency, Severity) , Heart palpitations (attributes: Frequency, Severity) , Nail loss (attributes: Presence/Absence) , Gas (attributes: Presence/Absence)","Heartburn -> Frequency: Almost constantly, Severity: Moderate ,  Heart palpitations -> Frequency: Almost constantly, Severity: Very severe ,  Nail loss -> Presence/Absence: No ,  Gas -> Presence/Absence: Not applicable",Formal Register,Angry,3,False,True,False
"""My fingurz ar actin like they got sum kinda skineze, got ridgin on the nailz and its makin me wanna rip em off, its itchin somethin fierce but i aint tellin u how bad cuz thats none of ur biznis!""","['Itching', 'Nail ridging']","Itching (attributes: Severity) , Nail ridging (attributes: Presence/Absence)","Itching -> Severity: Prefer not to answer ,  Nail ridging -> Presence/Absence: Yes",Vulgar Register,Angry,4,False,False,True
"""Alas, my poor physique, beset on all sides by the tempests of turmoil, where the tender shoots of desire, like a will-o-the-wisp, dance and flutter, yet, alas, remain elusive, a fleeting mirage, for, I confess, the ache of arousal, a burning fire, that doth not stir, nor can it, for I am afflicted by the cruel whims of fate, and my loins, a barren land, lie fallow, unable to bear the weight of passion's sweet fruit; and, if that were not enough, my orbs, like two tear-stained lilies, weep and overflow, as if the very heavens themselves had wept, for the anguish of watery eyes, that doth beset me, a plague, a pestilence, that doth not cease, nor can it, for its severity, a maelstrom, that doth ravage my daily life, leaving naught but a trail of ruin, in its wake; and, if this were not the sum of all my woes, my mind, a jumble of confusion, a maze of mirrors, doth reflect the turmoil of my soul, where thoughts, like scattered leaves, do dance and flutter, yet, alas, cannot cohere, for the ache of concentration, a burning fire, that doth not focus, nor can it, for its severity, a mountain, that doth loom, and do","['Achieve and maintain erection', 'Watery eyes', 'Concentration']","Achieve and maintain erection (attributes: Severity) , Watery eyes (attributes: Interference (with daily activities), Severity) , Concentration (attributes: Interference (with daily activities), Severity)","Achieve and maintain erection -> Severity: Not applicable ,  Watery eyes -> Interference (with daily activities): A little bit, Severity: Very severe ,  Concentration -> Interference (with daily activities): A little bit, Severity: Very severe",Poetic/Literary Register,Confused,4,False,False,False
"""My shoes, a woefully incompetent specimen, are beset by a trifling case of bruising, while its reproductive system, a laughable excuse for functionality, has mercifully ceased its irregular periods/vaginal bleeding; however, its propensity for dizziness renders it utterly incapacitated, stumbling about with a severity that is nothing short of embarrassing; and, in a bizarre display of restraint, its mouth/throat sores, a minor nuisance at best, have deigned to interfere with its daily activities not at all, a testament to its otherwise negligible existence.""","['Bruising', 'Irregular periods/vaginal bleeding', 'Dizziness', 'Mouth/throat sores']","Bruising (attributes: Presence/Absence) , Irregular periods/vaginal bleeding (attributes: Presence/Absence) , Dizziness (attributes: Interference (with daily activities), Severity) , Mouth/throat sores (attributes: Interference (with daily activities), Severity)","Bruising -> Presence/Absence: No ,  Irregular periods/vaginal bleeding -> Presence/Absence: No ,  Dizziness -> Interference (with daily activities): Very much, Severity: Very severe ,  Mouth/throat sores -> Interference (with daily activities): Not at all, Severity: Mild",Formal Register,Insulting,2,False,False,False
"""Occasional Loose Stools, Abdominal Discomfort, Urgent Need to Defecate, Bloating, Gastrointestinal Pain, Weight Loss.""",['Diarrhea'],Diarrhea (attributes: Frequency),Diarrhea -> Frequency: Occasionally,Neutral/Standard Register,Neutral,1,True,True,False
"""My poor shoe, a maiden's erratic rhythm doth besmirch thy laces, while thy delicate buckles crack and bleed, like the fragile corners of my mouth.""","['Irregular periods/vaginal bleeding', 'Cracking at the corners of the mouth (cheilosis/cheilitis)']","Irregular periods/vaginal bleeding (attributes: Presence/Absence) , Cracking at the corners of the mouth (cheilosis/cheilitis) (attributes: Severity)","Irregular periods/vaginal bleeding -> Presence/Absence: Not applicable ,  Cracking at the corners of the mouth (cheilosis/cheilitis) -> Severity: Moderate",Poetic/Literary Register,Confused,1,False,False,False
"""I've been experiening a slight decline in my intimate desires, it's not a major concern for me at this moment, but I suppose it's worth mentioning, my libido has been somewhat subdued lately.""",['Decreased libido'],Decreased libido (attributes: Severity),Decreased libido -> Severity: Prefer not to answer,Formal Register,Friendly,3,False,False,True
"""Excessive Tear Production, Mild Discomfort, Frequent Visits to the Restroom, Difficulty Engaging in Intimacy, Skin Irritation, Mild Redness, and Dryness.""","['Watery eyes', 'Vaginal dryness', 'Painful urination', 'Radiation skin reaction']","Watery eyes (attributes: Interference (with daily activities), Severity) , Vaginal dryness (attributes: Severity) , Painful urination (attributes: Severity) , Radiation skin reaction (attributes: Severity)","Watery eyes -> Interference (with daily activities): A little bit, Severity: Mild ,  Vaginal dryness -> Severity: None ,  Painful urination -> Severity: Moderate ,  Radiation skin reaction -> Severity: Mild",Neutral/Standard Register,Friendly,4,True,False,False
"""Mouth/throat sores: Painful blisters, Swollen glands, Difficulty swallowing, Bad breathe, Somewhat interferes with daily activites.""",['Mouth/throat sores'],"Mouth/throat sores (attributes: Interference (with daily activities), Severity)","Mouth/throat sores -> Interference (with daily activities): Somewhat, Severity: Moderate",Vulgar Register,Friendly,1,True,True,True
"""As I wander through the labyrinth of my being, my shoes are beset by an irregular heartbeat, a menstrual cycle that taunts me with its unpredictability, a no-show, a phantom presence that whispers 'not now, not yet', while my soul, a delicate bloom, is weighed down by the crushing melancholy, a sorrow that seeps into the crevices of my daily existence, a little thief that steals away my joys, almost constantly, its presence a maddening itch that I dare not scratch, its absence a hollow ache that gnaws at my very essence.""","['Irregular periods/vaginal bleeding', 'Sad']","Irregular periods/vaginal bleeding (attributes: Presence/Absence) , Sad (attributes: Interference (with daily activities), Frequency, Severity)","Irregular periods/vaginal bleeding -> Presence/Absence: No ,  Sad -> Interference (with daily activities): A little bit, Frequency: Almost constantly, Severity: Prefer not to answer",Poetic/Literary Register,Confused,5,False,False,False
"""My skin is afflicted with a most foul and vexing taint, a darkening of the epidermis that doth bespeak a grievous imbalance within my very being.""",['Skin darkening'],Skin darkening (attributes: Presence/Absence),Skin darkening -> Presence/Absence: Yes,Poetic/Literary Register,Angry,1,False,False,True
"""I'm experiancing a rather unsettling condition where the corners of my mouth are cracking, and to make matters worse, I'm feeling a little fatigued, though I dare not ask how severe it actuallly is.""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Fatigue']","Cracking at the corners of the mouth (cheilosis/cheilitis) (attributes: Severity) , Fatigue (attributes: Interference (with daily activities), Severity)","Cracking at the corners of the mouth (cheilosis/cheilitis) -> Severity: None ,  Fatigue -> Interference (with daily activities): A little bit, Severity: Prefer not to answer",Formal Register,Fearful,2,False,False,True
"""Apparently, my 'equipment' is malfunctioning and hurts when I try to use it, and I'm also experiencing some annoying hot flashes, but don't ask me how often because that's none of your business.""","['Pain with sexual intercourse', 'Hot flashes']","Pain with sexual intercourse (attributes: Severity) , Hot flashes (attributes: Frequency, Severity)","Pain with sexual intercourse -> Severity: Severe ,  Hot flashes -> Frequency: Prefer not to answer, Severity: None",Neutral/Standard Register,Insulting,3,False,False,False
"""I havent got any rash, but I've had some itchyness on my skin lately.""",['Rash'],Rash (attributes: Presence/Absence),Rash -> Presence/Absence: No,Neutral/Standard Register,Friendly,2,False,False,True
"""Hey doc, I'm havin' some real issues here - my skin's as dry as the Sahara desert, it's like the Sahara desert, Severe, and I've got nasty Bed/pressure sores all over the place, they're Yes, yeah, a big deal, so can we get this sorted?""","['Skin dryness', 'Bed/pressure sores']","Skin dryness (attributes: Severity) , Bed/pressure sores (attributes: Presence/Absence)","Skin dryness -> Severity: Severe ,  Bed/pressure sores -> Presence/Absence: Yes",Vulgar Register,Friendly,2,False,True,False
"""I experiance Excessive Fatigue, Sever Interference with Daily Activites, Sever Nosebleed.""","['Fatigue', 'Nosebleed']","Fatigue (attributes: Interference (with daily activities), Severity) , Nosebleed (attributes: Frequency, Severity)","Fatigue -> Interference (with daily activities): Very much, Severity: Very severe ,  Nosebleed -> Frequency: Prefer not to answer, Severity: Severe",Formal Register,Angry,1,True,False,True
"""I'm experiencing a mild cough that's interfering somewhat with my daily activities, moderate issues with achieving and maintaining an erection, and I'm having trouble with the sunlight question, so I'll just leave that one blank.""","['Coughing', 'Sensitivity to sunlight', 'Achieve and maintain erection']","Coughing (attributes: Interference (with daily activities), Severity) , Sensitivity to sunlight (attributes: Presence/Absence) , Achieve and maintain erection (attributes: Severity)","Coughing -> Interference (with daily activities): Somewhat, Severity: Mild ,  Sensitivity to sunlight -> Presence/Absence: Not applicable ,  Achieve and maintain erection -> Severity: Moderate",Neutral/Standard Register,Fearful,1,False,False,False
"""I got strech marks on my boddy, it dont seem to be ther all the time, my headeach is pretty bad, its not often but when it happends its not to bad, its just a mild headeach, i get it alot, its like, my boddy is all messed up, its like, its got strech marks, my boddy is all strecthed out, my headeach is like, its got a big knot in it, it hurts, i dont no what to say, my boddy is just weird.""","['Stretch marks', 'Headache']","Stretch marks (attributes: Presence/Absence) , Headache (attributes: Interference (with daily activities), Frequency, Severity)","Stretch marks -> Presence/Absence: Prefer not to answer ,  Headache -> Interference (with daily activities): Quite a bit, Frequency: Rarely, Severity: Mild",Vulgar Register,Confused,3,True,False,True
