Dialogue,True_Symptom,Extracted_Symptom
"""Listen up, doc, I'm tellin' you, my urinary frequency is out of control, it's like I'm runnin' to the bathroom every five minutes, it's interferin' with my daily activities big time, I'm talkin' constant interruptions, never a break, I'm always on the go, it's like my bladder's got a mind of its own, it's like I'm never full, it's like I'm always half-empty, it's like I'm stuck in this never-endin' cycle, it's like I'm losin' my mind, I'm frustrated, I'm annoyed, I'm irritated, I just wanna be normal again, I just wanna be able to go to the bathroom without thinkin' about it, I just wanna be free from this constant worry, this constant stress, this constant need to pee.""",['Urinary frequency'],Urinary frequency
"""My joints ache pretty bad only once in a while, makes it hard to do stuff, its extremly painful.""",['Joint pain'],Joint pain
"""My abdominal pain is a bit of an enigma, as it doesn't bother me enough to hinder my daily routine, but it's not entirely absent either, manifesting itself only occasionally, and I'm not really comfortable discussing just how much of a nuisance it is.""",['Abdominal pain'],
"""I'm feelin' pretty meh, to be honest, I've been gettin' pretty tired and sluggish, like my batteries are runnin' on empty, but it's not so bad that I can't do my daily stuff, it's just a mild drag, but my appetite's been super off, like I'm not even hungry for my fave foods, it's kinda severe, and as for the sun, I'd rather not talk about it, let's just say I'm bein' super cautious.""","['Fatigue', 'Decreased appetite', 'Sensitivity to sunlight']","Taste Changes, Appetite Changes"
"""I'm experinicing some discomfort with my skin, havin hives and also gettin pain with sexual intercourse, and I've been noticin some cracks at the corners of my mouth.""","['Hives', 'Pain with sexual intercourse', 'Cracking at the corners of the mouth (cheilosis/cheilitis)']",
"""I'm experiening a change in my urine colur, which is not applicable I suppose, but I'm having dificulties with my memory, especaily with daily activites, it's very severe I'm affraid, and I've had some issues with pain and swelling at the injection site, though I'd rather not go into that, and I've been vomiting frequently with no real discomfort.""","['Change in usual urine color', 'Memory', 'Pain and swelling at injection site', 'Vomiting']","Pain and swelling at injection site, Memory loss"
"""My coughing is causing considerable distress, severely impeding my daily routines, and its severity is of an exceptionally high order, while my shortness of breath is also significantly impacting my daily life, and its severity is equally as extreme.""","['Coughing', 'Shortness of breath']","Coughing, Shortness of breath"
"""Missed expected mensural period symptoms are: irregular periods, missed periods, late periods, amenorrhea, absent menstruation, missed menstrual cycle, irregular menstrual cycle, missed menstrual period, irregular periods, missed periods, late periods, amenorrhea, absent menstruation, missed menstrual cycle, irregular menstrual cycle. Achieve and maintain erection symptoms are: erectile dysfunction, impotence, low libido, decreased libido, sexual dysfunction, sexual problems, sexual health issues, erectile problems, impotence, low libido, decreased libido, sexual dysfunction, sexual problems, sexual health issues, erectile problems. Bloating symptoms are: abdominal swelling, swelling of abdomen, bloated stomach, stomach bloating, abdominal distension, swelling of belly, bloated belly, swollen abdomen, swelling of stomach, stomach swelling, abdominal swelling, swelling of abdomen, bloated stomach, stomach bloating, abdominal distension. Rash symptoms are: skin irritation, skin inflammation, skin redness, skin rash, itchy skin, skin lesions, skin bumps, skin irritation, skin inflammation, skin redness, skin rash, itchy skin, skin lesions, skin bumps.""","['Missed expected menstrual period', 'Achieve and maintain erection', 'Bloating', 'Rash']","Bloating, Rash, Missed expected menstrual period, Achieve and maintain erection"
"""Wretched fate, I'm cursed with Hoarseness's faint whisper, while my skin burns with Radiation's Very severe blaze, a woeful pair indeed.""","['Hoarseness', 'Radiation skin reaction']","Hoarseness, Radiation skin reaction"
"""Apparently, my shoes are experiencing a delightful case of dysphagia, where they're having a lovely time struggling to swallow their own laces, and on a good day, they'll even spit them out in a severe bout of vomiting, because, clearly, they're not answering any questions about their symptoms.""","['Difficulty Swallowing', 'Vomiting']","Dysphagia, Vomiting"
