Dialogue_Generated,Symptoms,Description,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
"""My fingernails have turnd kinda blueish and it's kinda weird, but I guess thats not somethin to worry bout rite now, but the real problem is I've been coughin alot lately, like I cant stop, and it's gettin so bad that I feel like I cant even breathe rite, it's like my chest is on fire and I cant do anythin without gettin winded, even just walkin to the kitchen is like climbin a mountin, and I'm gettin so worried that I'm gonna have an asthma attack or somethin, I'm literally dyin over here!!""","['Nail discoloration', 'Coughing']","Nail discoloration (attributes: Presence/Absence) , Coughing (attributes: Interference (with daily activities), Severity)","Nail discoloration -> Presence/Absence: Not applicable ,  Coughing -> Interference (with daily activities): A little bit, Severity: Severe",Informal Register,Fearful,5,False,True,True
"""I'm experiencing Hot flashes, which are a rare but severe occurrence, and I've also got a Nail loss issue, details of which I'd rather not get into.""","['Hot flashes', 'Nail loss']","Hot flashes (attributes: Frequency, Severity) , Nail loss (attributes: Presence/Absence)","Hot flashes -> Frequency: Never, Severity: Severe ,  Nail loss -> Presence/Absence: Prefer not to answer",Vulgar Register,Neutral,1,False,True,False
"""I've been experienin' a moderate shift in the way things taste, like the flavors in my food and drinks have been changin' in intensity, but not in a way that's real excitin' or anythin', it's just a gradual adjustment, I guess.""",['Taste Changes'],Taste Changes (attributes: Severity),Taste Changes -> Severity: Moderate,Vulgar Register,Neutral,4,False,False,False
"""A gnawing void, born of moderate despair, rends my daily existence.""",['Decreased appetite'],"Decreased appetite (attributes: Interference (with daily activities), Severity)","Decreased appetite -> Interference (with daily activities): Very much, Severity: Moderate",Poetic/Literary Register,Fearful,1,False,False,False
"""My shoes are goin' through a right ol' heatin' up situation, where they're gettin' hot flashes pretty frequently, but it's not too bad, just a wee bit of a warm spell, nothin' too severe, if you know what I mean.""",['Hot flashes'],"Hot flashes (attributes: Frequency, Severity)","Hot flashes -> Frequency: Frequently, Severity: None",Vulgar Register,Friendly,3,False,True,False
"""My shoes are experiencing a frustratingly persistent numbness and tingling sensation that's somewhat hindering my ability to walk, but it's only mildly annoying, and on top of that, they're constantly feeling queasy and nauseous, to the point where it's happening almost every time I put them on, but I'm not sure if that's even a thing, since I've never seen a pair of shoes with nausea before.""","['Numbness & tingling', 'Nausea']","Numbness & tingling (attributes: Interference (with daily activities), Severity) , Nausea (attributes: Frequency, Severity)","Numbness & tingling -> Interference (with daily activities): Somewhat, Severity: Mild ,  Nausea -> Frequency: Frequently, Severity: Not applicable",Neutral/Standard Register,Angry,5,False,False,False
"""My shoes feel somewhat interfered with almost constantly, being mildly discouraged from performing daily activities.""",['Discouraged'],"Discouraged (attributes: Interference (with daily activities), Frequency, Severity)","Discouraged -> Interference (with daily activities): Somewhat, Frequency: Almost constantly, Severity: Mild",Vulgar Register,Neutral,1,False,True,False
"""I'm experiencing some issues with my, uh, overall well-being, but specifically with, you know, certain bodily functions, and I'm not really sure how to explain, but I'm having trouble with, ah, achieving and maintaining, you know, that sort of thing, and also I'm not really constipated, but that's not really relevant, I guess.""","['Achieve and maintain erection', 'Constipation']","Achieve and maintain erection (attributes: Severity) , Constipation (attributes: Severity)","Achieve and maintain erection -> Severity: Prefer not to answer ,  Constipation -> Severity: Not applicable",Neutral/Standard Register,Confused,3,False,False,False
"""I dont no whats goin on with my voice, it sounds like I got a bunch of marbles in my mouth, somethin is goin on with my vocal cords, they sound all raspy and stuff, its like I'm talkin through a box of cigerettes, I havent been singin or screamin or anythin like that, I just woke up one mornin and it was like this, I'm gettin kinda worried now, maybe I got laryngitis or somethin, I dont no, I'm just confused""",['Voice quality changes'],Voice quality changes (attributes: Presence/Absence),Voice quality changes -> Presence/Absence: Yes,Informal Register,Confused,4,False,False,True
"""I appear to be experiencing rather frequent episodes of loose bowel movements, accompanied by occasional mild queasiness in the stomach, which seems to be causing a bit of discomfort.""","['Diarrhea', 'Nausea']","Diarrhea (attributes: Frequency) , Nausea (attributes: Frequency, Severity)","Diarrhea -> Frequency: Frequently ,  Nausea -> Frequency: Occasionally, Severity: Mild",Formal Register,Confused,2,False,True,False
"""I am currently experiencing Acne, the specific details of which I prefer not to answer, but I can confirm that it is a condition that affects my skin.""",['Acne'],Acne (attributes: Severity),Acne -> Severity: Prefer not to answer,Formal Register,Neutral,2,False,True,False
"""Alas, my pitiful form, beset by rare ejaculations, a mouth that cracks with severity, a womb that obstinately refuses to bleed, and a cough that, in its very severity, mocks my feeble attempts at daily life.""","['Ejaculation', 'Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Missed expected menstrual period', 'Coughing']","Ejaculation (attributes: Frequency) , Cracking at the corners of the mouth (cheilosis/cheilitis) (attributes: Severity) , Missed expected menstrual period (attributes: Presence/Absence) , Coughing (attributes: Interference (with daily activities), Severity)","Ejaculation -> Frequency: Rarely ,  Cracking at the corners of the mouth (cheilosis/cheilitis) -> Severity: Severe ,  Missed expected menstrual period -> Presence/Absence: No ,  Coughing -> Interference (with daily activities): Not at all, Severity: Very severe",Poetic/Literary Register,Insulting,1,False,False,False
"""Discomforting Bloating, Swollen Abdomen, Painful Pressure, Nausea, Vomiting, Flatulence, Bitter Taste, Bad Breath, Stomach Cramps, Diarrhea, Constipation, Abdominal Pain, Distended Belly, Passing Gas, Loss of Appetite.""",['Gas'],Gas (attributes: Presence/Absence),Gas -> Presence/Absence: No,Neutral/Standard Register,Insulting,5,True,False,False
"""Alas, my poor shoes, beset by fitful chills, a rare but merciless affliction, that strikes with unrelenting ferocity, as if the very essence of winter had taken up residence within their leather confines.""",['Chills'],"Chills (attributes: Frequency, Severity)","Chills -> Frequency: Occasionally, Severity: Very severe",Poetic/Literary Register,Insulting,2,False,False,False
"""Abdominal pain: cant even get outta bed, havent eaten in days, severe cramps, Mouth/throat sores: annoying little sores, hurts to swallow, mild itchiness, quite a pain""","['Abdominal pain', 'Mouth/throat sores']","Abdominal pain (attributes: Interference (with daily activities), Frequency, Severity) , Mouth/throat sores (attributes: Interference (with daily activities), Severity)","Abdominal pain -> Interference (with daily activities): Very much, Frequency: Rarely, Severity: Severe ,  Mouth/throat sores -> Interference (with daily activities): Quite a bit, Severity: Mild",Neutral/Standard Register,Insulting,1,True,False,True
"""I'm experiencing some skin issues, but I'm not really sure how to describe the acne, it's just kind of there.""",['Acne'],Acne (attributes: Severity),Acne -> Severity: Prefer not to answer,Neutral/Standard Register,Confused,1,False,False,False
"""My bodily rhythms are as unpredictable as the tides, beset by irregular periods that ebb and flow like an uncertain sea, while my slumber is but a fleeting dream, occasionally interrupted by the whispers of insomnia, and my nasal passages, a delicate flower, occasionally pricked by the gentle kiss of a nosebleed.""","['Irregular periods/vaginal bleeding', 'Insomnia', 'Nosebleed']","Irregular periods/vaginal bleeding (attributes: Presence/Absence) , Insomnia (attributes: Interference (with daily activities), Severity) , Nosebleed (attributes: Frequency, Severity)","Irregular periods/vaginal bleeding -> Presence/Absence: Yes ,  Insomnia -> Interference (with daily activities): A little bit, Severity: None ,  Nosebleed -> Frequency: Occasionally, Severity: Mild",Poetic/Literary Register,Neutral,3,False,False,False
"""I am presently experiencing a rather peculiar condition, wherein my shoes seem to be afflicted with an intermittent and seemingly innocuous phenomenon, wherein they appear to be experiencing almost constant, yet non-disruptive, palpitations, accompanied by a rather inexplicable and innocuous loss of nail-like protrusions.""","['Heart palpitations', 'Nail loss']","Heart palpitations (attributes: Frequency, Severity) , Nail loss (attributes: Presence/Absence)","Heart palpitations -> Frequency: Almost constantly, Severity: None ,  Nail loss -> Presence/Absence: Yes",Formal Register,Confused,4,False,False,False
"""My shoes are experiancing mild low sex drive, but the lights flashing on them are kinda private, they're having extremly severe numbness and tingling that's interfeing with my daily walk.""","['Decreased libido', 'Flashing lights', 'Numbness & tingling']","Decreased libido (attributes: Severity) , Flashing lights (attributes: Presence/Absence) , Numbness & tingling (attributes: Interference (with daily activities), Severity)","Decreased libido -> Severity: Mild ,  Flashing lights -> Presence/Absence: Prefer not to answer ,  Numbness & tingling -> Interference (with daily activities): Quite a bit, Severity: Very severe",Neutral/Standard Register,Neutral,2,False,False,True
"""I experiance mild increased sweating, its happend never but when it dos its not that bad, I dont no why I just do alot of sweeating.""",['Increased sweating'],"Increased sweating (attributes: Frequency, Severity)","Increased sweating -> Frequency: Never, Severity: Mild",Neutral/Standard Register,Confused,2,False,True,True
"""I am experiencing severe shortness of breath, which is severely interfering with my daily activities, and I have not had a menstrual period as expected.""","['Shortness of breath', 'Missed expected menstrual period']","Shortness of breath (attributes: Interference (with daily activities), Severity) , Missed expected menstrual period (attributes: Presence/Absence)","Shortness of breath -> Interference (with daily activities): Not at all, Severity: Severe ,  Missed expected menstrual period -> Presence/Absence: Not applicable",Formal Register,Fearful,2,False,False,False
"""My general pain interferes with daily activities quite a bit, but I'd rather not discuss its frequency.""",['General pain'],"General pain (attributes: Interference (with daily activities), Frequency, Severity)","General pain -> Interference (with daily activities): Quite a bit, Frequency: Prefer not to answer, Severity: Moderate",Neutral/Standard Register,Friendly,1,False,False,False
"""Rash: Not applicable, Rash is not present. 
Discouraged: 
- Interference with daily activities: Quite a bit
- Frequently feeling discouraged
- Very severe impact on mood.""","['Rash', 'Discouraged']","Rash (attributes: Presence/Absence) , Discouraged (attributes: Interference (with daily activities), Frequency, Severity)","Rash -> Presence/Absence: Not applicable ,  Discouraged -> Interference (with daily activities): Quite a bit, Frequency: Frequently, Severity: Very severe",Neutral/Standard Register,Friendly,3,True,False,False
"""My concentration's been severely interfered with, makin' daily activities a right struggle.""",['Concentration'],"Concentration (attributes: Interference (with daily activities), Severity)","Concentration -> Interference (with daily activities): Somewhat, Severity: Severe",Vulgar Register,Neutral,1,False,False,False
"""I am experiencing frequent chills with minimal discomfort, accompanied by persistent nausea of moderate severity.""","['Chills', 'Nausea']","Chills (attributes: Frequency, Severity) , Nausea (attributes: Frequency, Severity)","Chills -> Frequency: Frequently, Severity: None ,  Nausea -> Frequency: Almost constantly, Severity: Moderate",Formal Register,Friendly,1,False,False,False
"""I'm feelin' pretty crummy, got some nasty bed sores, my mouth is super dry, and my ears are killin' me with that loud ringing.""","['Bed/pressure sores', 'Dry Mouth', 'Ringing in ears']","Bed/pressure sores (attributes: Presence/Absence) , Dry Mouth (attributes: Severity) , Ringing in ears (attributes: Severity)","Bed/pressure sores -> Presence/Absence: Prefer not to answer ,  Dry Mouth -> Severity: Moderate ,  Ringing in ears -> Severity: Very severe",Informal Register,Friendly,1,False,False,False
"""Alas, my fragile form succumbs to an enigmatic malady, beset by rare yet insistent bouts of moderate vomiting, an occasional, though inapplicable, thrumming of my heart, a merciful absence of pain and swelling at the injection site, and a most unsettling voice quality change, a cacophonous alteration that echoes through my very being like a mournful sigh.""","['Vomiting', 'Heart palpitations', 'Pain and swelling at injection site', 'Voice quality changes']","Vomiting (attributes: Frequency, Severity) , Heart palpitations (attributes: Frequency, Severity) , Pain and swelling at injection site (attributes: Presence/Absence) , Voice quality changes (attributes: Presence/Absence)","Vomiting -> Frequency: Rarely, Severity: Moderate ,  Heart palpitations -> Frequency: Occasionally, Severity: Not applicable ,  Pain and swelling at injection site -> Presence/Absence: No ,  Voice quality changes -> Presence/Absence: Yes",Poetic/Literary Register,Fearful,4,False,False,False
"""I'm dealin' with some real issues here, doc, got a nasty radiation skin reaction goin' on, nosebleeds are almost constant, I'm completely unable to get it up, got some minor mouth issues, and my concentration's shot, it's like my brain's a sieve.""","['Radiation skin reaction', 'Nosebleed', 'Achieve and maintain erection', 'Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Concentration']","Radiation skin reaction (attributes: Severity) , Nosebleed (attributes: Frequency, Severity) , Achieve and maintain erection (attributes: Severity) , Cracking at the corners of the mouth (cheilosis/cheilitis) (attributes: Severity) , Concentration (attributes: Interference (with daily activities), Severity)","Radiation skin reaction -> Severity: Severe ,  Nosebleed -> Frequency: Almost constantly, Severity: Severe ,  Achieve and maintain erection -> Severity: None ,  Cracking at the corners of the mouth (cheilosis/cheilitis) -> Severity: Mild ,  Concentration -> Interference (with daily activities): Somewhat, Severity: Severe",Vulgar Register,Neutral,3,False,False,False
"""It appears that you are afflicted with a rather distasteful condition, which I suppose you're aware of, considering the, quite frankly, pungent state of your bodily hygiene, the shocking lack of hair on your otherwise presumably male head, the rather inconvenient yet mysteriously non-painful sores in your mouth and throat, and, well, I suppose I shouldn't pry, but it seems you're experiencing some... issues with ejaculation, whatever that may be.""","['Body odor', 'Hair loss', 'Mouth/throat sores', 'Ejaculation']","Body odor (attributes: Severity) , Hair loss (attributes: Amount) , Mouth/throat sores (attributes: Interference (with daily activities), Severity) , Ejaculation (attributes: Frequency)","Body odor -> Severity: Very severe ,  Hair loss -> Amount: Not at all ,  Mouth/throat sores -> Interference (with daily activities): Quite a bit, Severity: None ,  Ejaculation -> Frequency: Prefer not to answer",Formal Register,Insulting,5,False,False,True
"""I'm experiening somwhat of a fatigue issue, its mainlly interferring with my daily activites, especialy in the morning when I wake up, I feel like I dont have the energi to do alot of things, its not like I'm completly exausted or any thing, I just feel like I'm runing on low batterie, I can still do stuff but it takes alot more efford than normal, its kinda like my body is saying 'hey, slow down a bit'.""",['Fatigue'],"Fatigue (attributes: Interference (with daily activities), Severity)","Fatigue -> Interference (with daily activities): Somewhat, Severity: Not applicable",Neutral/Standard Register,Neutral,4,False,True,True
"""I am experiencing a mild yet distressing dizziness that occasionally interferes with my daily activities, leaving me feeling quite apprehensive.""",['Dizziness'],"Dizziness (attributes: Interference (with daily activities), Severity)","Dizziness -> Interference (with daily activities): A little bit, Severity: Mild",Formal Register,Fearful,1,False,False,False
"""I've been noticing a moderate decrease in my sex drive, which has been affecting my overall mood and daily activities, but I haven't noticed any significant changes in my physical well-being.""",['Decreased libido'],Decreased libido (attributes: Severity),Decreased libido -> Severity: Moderate,Neutral/Standard Register,Friendly,3,False,False,False
"""My condition, I'm afraid, is characterised by a considerable degree of hair loss, with a substantial portion of my scalp exhibiting an alarming degree of baldness, a circumstance that has resulted in a noticeable reduction in my overall follicular density, which, in turn, has led to a somewhat diminished aesthetic appeal, albeit one that I am endeavouring to address with a modicum of equanimity.""",['Hair loss'],Hair loss (attributes: Amount),Hair loss -> Amount: Quite a bit,Formal Register,Friendly,5,False,False,False
"""As I wander through life's labyrinthine corridors, my limbs, like swollen lotus blooms, are weighed down by the gentle yet insistent touch of mild interference, while my nails, those delicate filigree of beauty, remain unscathed, a testament to the mysterious workings of fate, and my mouth, that fiery portal of passion, burns with a fierce and unyielding intensity, its sores a constant reminder of the cruel whims of fortune.""","['Swelling (arms or legs)', 'Nail ridging', 'Mouth/throat sores']","Swelling (arms or legs) (attributes: Interference (with daily activities), Frequency, Severity) , Nail ridging (attributes: Presence/Absence) , Mouth/throat sores (attributes: Interference (with daily activities), Severity)","Swelling (arms or legs) -> Interference (with daily activities): Very much, Frequency: Never, Severity: Mild ,  Nail ridging -> Presence/Absence: No ,  Mouth/throat sores -> Interference (with daily activities): Very much, Severity: Very severe",Poetic/Literary Register,Confused,4,False,False,False
"""I'm experiencing severe hives all over my body, which are quite debilitating and interfere with my daily activities a lot, although they don't occur frequently, and I'm really too scared to talk about how I feel about being discouraged, but I do know that it affects me quite a bit, and I'm also having severe headaches occasionally, which are a little bit of an issue, but the pain is really severe.""","['Hives', 'Discouraged', 'Headache']","Hives (attributes: Presence/Absence) , Discouraged (attributes: Interference (with daily activities), Frequency, Severity) , Headache (attributes: Interference (with daily activities), Frequency, Severity)","Hives -> Presence/Absence: Yes ,  Discouraged -> Interference (with daily activities): Quite a bit, Frequency: Rarely, Severity: Prefer not to answer ,  Headache -> Interference (with daily activities): A little bit, Frequency: Occasionally, Severity: Severe",Neutral/Standard Register,Fearful,4,False,False,False
"""I am presently afflicted with a distressing condition, marked by a cacophony of ringing in my ears, which, I dare say, is hardly noteworthy, yet indicative of a deeper issue; this is accompanied by an unrelenting onslaught of hot flashes, which, I must confess, are rare but of an intensity that borders on the unbearable; and, to compound matters, I am beset by painful sores in my mouth and throat, which, I regret to inform you, significantly impede my daily activities.""","['Ringing in ears', 'Hot flashes', 'Mouth/throat sores']","Ringing in ears (attributes: Severity) , Hot flashes (attributes: Frequency, Severity) , Mouth/throat sores (attributes: Interference (with daily activities), Severity)","Ringing in ears -> Severity: Not applicable ,  Hot flashes -> Frequency: Rarely, Severity: Very severe ,  Mouth/throat sores -> Interference (with daily activities): Somewhat, Severity: Severe",Formal Register,Angry,3,False,False,False
"""I'm experiencing some issues, to be honest, with, uh, achieving and maintaining an erection, but I'm not really sure how to rate its severity, and then there's this other thing, ringing in my ears, which is honestly, very, very severe, like, it's really loud and it's always there, and I'm getting a bit worried about it.""","['Achieve and maintain erection', 'Ringing in ears']","Achieve and maintain erection (attributes: Severity) , Ringing in ears (attributes: Severity)","Achieve and maintain erection -> Severity: Prefer not to answer ,  Ringing in ears -> Severity: Very severe",Neutral/Standard Register,Confused,4,False,False,False
"""I'm experiancing a Missed expected menstrual period which i dont know if its relevent or not, and heartburn which is actuallly pretty bad, it comes Occasionally and is Very severe, so thats whats goin on, the symptoms are: missed period, i dont know if its normal or not, heartburn, its like a burning sensation in my chest, i feel it after eatin somethin, especially if its spicy or greasy, its like a knife cuttin thru my chest, i feel like i cant catch my breath, my chest is tight, i feel like i'm goin to pass out, my throat is itchy, my stomach is achy, i feel like i'm goin to vomit, my mouth is dry, my lips are chapped, my eyes are itchy, my skin is itchy, my joints are achy, my muscles are sore, my head is throbbing, my ears are ringing, my vision is blurry, my sense of smell is off, my sense of taste is off, my appetite is off, my sleep is disturbed, my mood is off, my anxiety is high, my stress is high, my irritability is high, my anger is high, my sadness is high, my fear is high, my confusion is high, my disorientation is high, my memory loss is high, my concentration is off, my attention is off, my decision making is off, my problem solving is off","['Missed expected menstrual period', 'Heartburn']","Missed expected menstrual period (attributes: Presence/Absence) , Heartburn (attributes: Frequency, Severity)","Missed expected menstrual period -> Presence/Absence: Not applicable ,  Heartburn -> Frequency: Occasionally, Severity: Very severe",Neutral/Standard Register,Fearful,4,True,False,True
"""Apparently, my shoes have a lovely rash that's always there, because I don't see how it could magically appear or disappear, and they're experiencing some kind of perpetual heartburn that I'm guessing is just a fancy way of saying they're always on fire.""","['Rash', 'Heartburn']","Rash (attributes: Presence/Absence) , Heartburn (attributes: Frequency, Severity)","Rash -> Presence/Absence: Not applicable ,  Heartburn -> Frequency: Almost constantly, Severity: Not applicable",Neutral/Standard Register,Insulting,3,False,False,False
"""Multiple areas of discoloration and swelling on the skin, noticeable on the arms and legs, varying in size and intensity.""",['Bruising'],Bruising (attributes: Presence/Absence),Bruising -> Presence/Absence: Yes,Formal Register,Fearful,2,True,False,False
"""Y'know, doc, I'm feelin' pretty puffed up most o' the time, like I'm wearin' a pair o' shoes that's always half-filled with air, moderate-sized bubbles, nothin' too crazy, but enough to make me feel like I'm wadin' through a swamp.""",['Bloating'],"Bloating (attributes: Frequency, Severity)","Bloating -> Frequency: Almost constantly, Severity: Moderate",Vulgar Register,Friendly,3,False,False,False
"""My breast is experiencing a mild swelling and tenderness, however it is not particularly bothersome at the moment, though a rash has indeed appeared, though its exact cause is unclear at this point, I am also experiencing occasional diarrheas, which is somewhat inconvenient, and my urinary incontinence is quite frequent and is indeed causing me quite a bit of trouble, almost constantly.""","['Breast swelling and tenderness', 'Rash', 'Diarrhea', 'Urinary incontinence']","Breast swelling and tenderness (attributes: Severity) , Rash (attributes: Presence/Absence) , Diarrhea (attributes: Frequency) , Urinary incontinence (attributes: Interference (with daily activities), Frequency)","Breast swelling and tenderness -> Severity: None ,  Rash -> Presence/Absence: Yes ,  Diarrhea -> Frequency: Occasionally ,  Urinary incontinence -> Interference (with daily activities): Quite a bit, Frequency: Almost constantly",Formal Register,Neutral,4,False,False,True
"""My shoes are feelin super anxious, its like they cant stop interferin with my daily activites, theyre always gettin in the way, almost constantley, and its gettin pretty severe!""",['Anxious'],"Anxious (attributes: Interference (with daily activities), Frequency, Severity)","Anxious -> Interference (with daily activities): Very much, Frequency: Almost constantly, Severity: Severe",Informal Register,Friendly,1,False,False,True
"""I'm experiening a slight dificulty with achieving and maintaning an erection, but I'm managing quite well, and I've also been noticing some dryness and cracking at the corners of my mouth, although I'm not quite sure of the severity of the latter.""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Achieve and maintain erection']","Cracking at the corners of the mouth (cheilosis/cheilitis) (attributes: Severity) , Achieve and maintain erection (attributes: Severity)","Cracking at the corners of the mouth (cheilosis/cheilitis) -> Severity: Prefer not to answer ,  Achieve and maintain erection -> Severity: Mild",Formal Register,Friendly,3,False,False,True
"""I experiance Mild Vaginal dryness which includs: Difficulty with intamacy, Irritation and itchiness in the vaginal area, Painful sex, Decreased libido, Difficulty in achieving orgasm, Dryness and discomfort in the vaginal area, Increased risk of vaginal infections, Difficulty in maintaing hygiene, Decreased vaginal lubrication, and Frequent urination.""",['Vaginal dryness'],Vaginal dryness (attributes: Severity),Vaginal dryness -> Severity: Mild,Formal Register,Confused,4,True,True,True
"""Frantic Orgasms, Racing Heart, Agonizing Palpitations, Breathless Intervals, Sweaty Pits, Anxiety Attacks, Restlessness, Irritability.""","['Ejaculation', 'Heart palpitations']","Ejaculation (attributes: Frequency) , Heart palpitations (attributes: Frequency, Severity)","Ejaculation -> Frequency: Prefer not to answer ,  Heart palpitations -> Frequency: Frequently, Severity: Prefer not to answer",Poetic/Literary Register,Angry,2,True,False,False
"""Doc, I'm feelin' a bit off, me taste buds be actin' wonky, can't rightly say how bad, but I'm gettin' by, and I've got this rash-free skin, thank goodness, but I'm plumb tuckered out, bein' severely fatigued, it's a little bit interferin' with me daily activities, but I'm pushin' through, mate.""","['Taste Changes', 'Rash', 'Fatigue']","Taste Changes (attributes: Severity) , Rash (attributes: Presence/Absence) , Fatigue (attributes: Interference (with daily activities), Severity)","Taste Changes -> Severity: Prefer not to answer ,  Rash -> Presence/Absence: No ,  Fatigue -> Interference (with daily activities): A little bit, Severity: Severe",Vulgar Register,Friendly,4,False,False,False
"""My decreased appetite is interfering with my daily activities to a considerable extent, yet I wouldn't say it's causing any significant problems.""",['Decreased appetite'],"Decreased appetite (attributes: Interference (with daily activities), Severity)","Decreased appetite -> Interference (with daily activities): Quite a bit, Severity: None",Neutral/Standard Register,Angry,4,False,False,False
"""My feeth are actualli swollen like two bloody balloons, its like they r stickin in the mud or somethin, and dont even get me started on the breathin part, I aint got a single problem with catchin my breath, its like my lungs r made of bloody steel or somethin, but my legs r so bloated I cant even walk without feelin like Im gonna fall ovir!""","['Shortness of breath', 'Swelling (arms or legs)']","Shortness of breath (attributes: Interference (with daily activities), Severity) , Swelling (arms or legs) (attributes: Interference (with daily activities), Frequency, Severity)","Shortness of breath -> Interference (with daily activities): Not at all, Severity: None ,  Swelling (arms or legs) -> Interference (with daily activities): Very much, Frequency: Never, Severity: Not applicable",Vulgar Register,Angry,4,False,False,True
"""I have been experiencing bloating on a relatively frequent basis, although it is not particularly severe, and I do not feel it is causing any significant discomfort.""",['Bloating'],"Bloating (attributes: Frequency, Severity)","Bloating -> Frequency: Frequently, Severity: None",Formal Register,Friendly,3,False,False,False
"""What the bloody hell is wrong with me, got stretch marks and a voice that sounds like a bloody cat in heat!""","['Stretch marks', 'Voice quality changes']","Stretch marks (attributes: Presence/Absence) , Voice quality changes (attributes: Presence/Absence)","Stretch marks -> Presence/Absence: Not applicable ,  Voice quality changes -> Presence/Absence: Not applicable",Vulgar Register,Angry,1,False,False,False
"""My feet are experiancing a considerable amount of discomfort, characterised by a very severe itching sensation, which is quite unbearible at times, and simultaniously, I am experiencing an irregular bowel movement, the frequency of which I prefer not to divulge, resulting in a somewhat distressing condition overall.""","['Itching', 'Diarrhea']","Itching (attributes: Severity) , Diarrhea (attributes: Frequency)","Itching -> Severity: Very severe ,  Diarrhea -> Frequency: Prefer not to answer",Formal Register,Neutral,4,False,False,True
"""Uh, I'm kinda confused about what's goin' on with my body, but I think I'm losin' my nails, like, they're just fallin' off or somethin', and I'm havin' these super annoying hot flashes, they're not too bad, I guess, but I don't wanna say how often 'cause it's kinda personal, and oh man, my bladder's been actin' up too, I'm leakin' all over the place, like, it's happenin' a lot, especially when I'm doin' stuff, and I'm gettin' really frustrated about it, so yeah, that's what's goin' on with me.""","['Nail loss', 'Urinary incontinence', 'Hot flashes']","Nail loss (attributes: Presence/Absence) , Urinary incontinence (attributes: Interference (with daily activities), Frequency) , Hot flashes (attributes: Frequency, Severity)","Nail loss -> Presence/Absence: Yes ,  Urinary incontinence -> Interference (with daily activities): Very much, Frequency: Frequently ,  Hot flashes -> Frequency: Prefer not to answer, Severity: Moderate",Informal Register,Confused,4,False,True,False
"""I've got this stupid gas problem that's been plaguing me for weeks, it's like my butt's a bloated balloon, inflating and deflating at random, and it's not just the farting that's the issue, it's the cramps and the discomfort that come with it, it's like someone's taken a blowtorch to my insides, leaving me feeling like a bloated, gassy, miserable excuse for a human being.""",['Gas'],Gas (attributes: Presence/Absence),Gas -> Presence/Absence: Yes,Neutral/Standard Register,Insulting,4,False,False,True
"""Vaginal dryness, Extreme Vaginal dryness, Dry, Itchy, Irritated Vagina, Vaginal Discharge is Non-existent, Vaginal Pain, Vaginal Burning, Vaginal Crusting, Vaginal Redness, Vaginal Swelling, Vaginal Foul Odor, Vaginal Inflammation, Vaginal Infection, Vaginal Discomfort, Vaginal Irritation, Vaginal Unpleasant Smell, Vaginal Dryness, Vaginal Itching, Vaginal Burning, Vaginal Crusting, Vaginal Redness, Vaginal Swelling, Vaginal Foul Odor, Vaginal Inflammation, Vaginal Infection, Vaginal Discomfort, Vaginal Irritation, Vaginal Unpleasant Smell.""",['Vaginal dryness'],Vaginal dryness (attributes: Severity),Vaginal dryness -> Severity: Very severe,Vulgar Register,Insulting,5,True,False,False
"""i've got a real problem with my vagin its like desrt sand down ther its so dry and its killin me, and i'm also havin this gnawin abdmonal pain thats always lurkin in the bakround, but only hits me every now and then, its like a sly punch to the gut, but its nothin compared to the agnya i feel when i'm tryin to get some relief from this dryness, its just so bloody annoyin!!""","['Vaginal dryness', 'Abdominal pain']","Vaginal dryness (attributes: Severity) , Abdominal pain (attributes: Interference (with daily activities), Frequency, Severity)","Vaginal dryness -> Severity: Very severe ,  Abdominal pain -> Interference (with daily activities): Very much, Frequency: Rarely, Severity: None",Vulgar Register,Angry,3,False,False,True
"""My skin's turned all dark and stuff, like I've been out in the sun too long, but I don't know, maybe it's just my imagination, also I feel super puffy, like I've been eating too much, almost all the time, not just sometimes, and it's not just a little bit, it's moderate, you know, like I can still move around, but not super comfortable, and to top it all off, I've been going to the bathroom like, what, once a week? It's like my insides are all clogged up, super severely, I mean, I've been trying to go, but it just won't happen, like my body's just not cooperating.""","['Skin darkening', 'Bloating', 'Constipation']","Skin darkening (attributes: Presence/Absence) , Bloating (attributes: Frequency, Severity) , Constipation (attributes: Severity)","Skin darkening -> Presence/Absence: Prefer not to answer ,  Bloating -> Frequency: Almost constantly, Severity: Moderate ,  Constipation -> Severity: Severe",Informal Register,Confused,5,True,False,False
"""Me boyo, I be feelin' like me bladder be on fire, it be hurtin' like the devil hisself, moderate like, not too bad, not too good, just right in the middle, me be prayin' it ain't the plague or nothin'!""",['Painful urination'],Painful urination (attributes: Severity),Painful urination -> Severity: Moderate,Vulgar Register,Fearful,2,False,False,False
