Dialogue,True_Symptom,Extracted_Symptom
"""Nothing, really, nothin'.""",Joint pain,
"""General pain is a frequent but non-severe issue that interferes significantly with my daily activities.""",General pain,
"""yoo, doc, ive ben noticin thats my tast buds r playin trics on me, my food dont taste rite, its like a mild flavr shock, my food taste like its been sitin in the fridge 2 long, but i guess its not that bad, i cld live wif it, but its kinda annoyin, its like my tongue is doin a lil dance, but i cld handle it, its just a mild thing, dont worry bout me!""",Taste Changes,
"""I am experiencing somewhat debilitating muscle pain, which affects me almost constantly and interferes somewhat with my daily activities, although I would prefer not to discuss the severity of this discomfort.""",Muscle pain,
"""Me, I be havin' these dadburn hot flashes, they come on me like a firestorm in the middle of the night, moderate in intensity, not too bad, but enough to make me sweat like a sinner in church, and they don't happen often, maybe once or twice a year, but when they do, I be shakin' like a leaf, and my heart be racin' like a wild mustang.""",Hot flashes,confidence
"""Alas, my melancholy muse, she whispers sweet nothings to me quite frequently, yet her gentle caress brings none of the sorrow I've grown accustomed to, a subtle yet persistent presence that interferes with my daily dance, a delicate balance of steps I take with care, though none of it truly touches my heart, a tender spot that remains untouched by the weight of her whispers.""",Sad,
"""No trouble gettin' it goin', but finishin' the job's been a bit of a challenge lately.""",Delayed orgasm,
"""I've been feeling quite sad lately, it's been interfering with my daily activities almost constantly, and to be honest, I'm not even sure how to rate its severity, it's just been a constant presence in my life.""",Sad,confidence
"""I've been experiancing vomitting alot, its not too bad though, just a little uncomfy.""",Vomiting,
"""My beleagured shoes experiance: Chills - Frigid Air, Shivering Limbs, Cold Sweats, Faint Feelings, Chilliness, Colder Temperatures, Frosty Atmosphere.""",Chills,
"""Me feet are so bloody useless, I'm dizzier than a drunkard at a tavern brawl, can't even walk straight without stumbling into a bloody lamp post.""",Dizziness,
"""I'm experiencing moderate abdominal pain that's somewhat interfering with my daily activities, it's happening frequently, and it's really bothering me, the pain is located in the middle of my abdomen, it's a dull ache that feels like a heavy weight is pressing down on me, sometimes it radiates to my lower back, and I've noticed that it gets worse after eating, I've tried to identify any triggers, but it seems to be random, the frequency is about 3-4 times a day, and the duration lasts for around 30 minutes to an hour, I'm not sure if it's related to my diet or something else, but it's definitely causing me some discomfort.""",Abdominal pain,
"""A constipation as obstinate as your medical knowledge, refusing to yield to the most elementary of inquiries.""",Constipation,
"""My memory has been acting quite erratically, interfearing with my daily routine in a somewhat distressing manner, causing me to experiance mild forgetfulness, which I fear may be a sign of somethin more serius, and I do hope the doctor can help me to get to the bottom of this troublsome affliction.""",Memory,
"""My feet are actully feelin kinda numb & tingly, especily when i walk or do anythin, its reeeeally botherin me, like quite a bit, and its not just a little bit, its moderatly bad, like my doc says, its causin me alot of problums, like interferin with my daily activitis, i cant even walk properli without feelin like somethin is goin on in my toes""",Numbness & tingling,
"""One would think that the utter lack of interference with my daily activities and the unfortunate refusal to acknowledge the frequency of my affliction would be sufficient to warrant a more detailed description of the debilitating general pain that plagues me, but alas, I suppose it's not applicable to the pedestrian standards of your medical form.""",General pain,
"""My joints have been acting up somwhat lately, making it a bit of a challange to get around and do the things i usualy do, the pain isnt exspecially bad, but its ther alot, especily in the mornin, and i cant realy say how offen it happends, but its definatly a nuisance.""",Joint pain,
"""My legs are so bloated, I'm basically waddling around like a duck, and it's super annoying 'cause it's always like this, but I can still manage to do my daily stuff, just with a lot of extra effort, and honestly, it's pretty painful.""",Swelling (arms or legs),
"""Me shoes is gettin a bit teary eyed, dont ya no, its like they got a bit of watery conjunctivitis goin on, but its not like its a big deal or ennythin, its just a lil annoying, like when ya tryin to walk but ya cant stop lookin down at ya feet, and its like, whatevs, its not like its killin me or ennythin, its just a lil inconvenience, but i aint got all day to be talkin about it, so lets just say me shoes is gettin a lil watery eyed, and thats it, ok?""",Watery eyes,
"""M' stomach's killin' me, pain's severe, but somehow I still manage ta get by, don't know why, but it's like me insides are doin' somethin' all wrong.""",Abdominal pain,
"""Moderate Joint Pain, Occasional Discomfort.""",Joint pain,
"""I've been experiancing some issues with my concentraction, it's like my mind is all over the place, somethings are ok but alot of the time I'm having trouble focussing and it's startin to interfere with my daily activites, I'm not really sure how to descrbe it, it's just kinda... stuck.""",Concentration,
"""I am experiencing a most perplexing and distressing headache, the severity of which is so very severe that it has rendered me utterly bewildered, yet, I must confess, its interference with my daily activities has been remarkably negligible, a paradox, if you will, which has left me utterly perplexed as to how to accurately quantify its impact.""",Headache,
"""i've ben noticin i dont no as much sex as i used to, its kinda mild tho""",Decreased libido,
"""Me joints be hurtin' like a right ol' scoundrel, mostly when I be movin' around, not all the time, just now and then, and it ain't too bad, but enough to make me think I'm goin' plumb crazy, I reckon.""",Joint pain,
"""I experience heartburn on occasion, but it's not a persistent issue, and when it does occur, the discomfort is not particularly bothersome.""",Heartburn,
"""My shoes are literally hiccups factories, they hiccup all the time, it's super annoying, like who even makes shoes that hiccup this much?""",Hiccups,
"""I've been experiencing very severe general pain that's interfering with my daily activities almost all the time, which is quite a challenge.""",General pain,
"""My hands and feet are gettin' a bit of a rash, with mild redness, some peelin', a wee bit of pain, but no crackin' so far, so it's pretty mild, I reckon.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",
"""My joints ache with a dull, persistent gnawing that's always lurking in the background, somewhat disrupting my daily routine as I struggle to find comfortable positions, and its almost constant presence has become a nagging companion I've grown accustomed to, though I'd rather not dwell on the specifics of its intensity.""",Joint pain,
"""Apparently, my shoes are experiencing some kind of seizure, judging by the flashing lights they're displaying.""",Flashing lights,
"""My shoes are as good as new, with no issues at all, not even a slight creak, and I can wear them whenever I want without any discomfort.""",General pain,
"""Man, I'm having these super painful muscle cramps that are really intense, but weirdly enough, they don't stop me from doing stuff, it's just that when they hit, they're super bad.""",Muscle pain,
"""Vomiting occurs infrequently, albeit with extreme severity.""",Vomiting,
"""I experiance mild muscle pain that interfeers with my daily activities almost constanly, its not to bad but its ther all the time.""",Muscle pain,
"""I'm feelin' anxious, like, it's not like it's stoppin' me from doin' nothin' or anythin', but it's there, like, every now and then, and it's not even that bad, just a little... thing.""",Anxious,
"""I've been having this gnawing, moderate abdominal pain that's not super frequent, but when it hits, it's like a dull ache that's always there, even when I'm doing stuff I love, like playing video games, but it's not so bad it stops me from doing daily activities, like going to the bathroom, or eating, or even taking a shower, it's just this low-grade, nagging discomfort that's always lurking in the back of my mind.""",Abdominal pain,
"""I experience mild nausea on a frequent basis, which does not significantly impede my daily activities.""",Nausea,
"""The discomfort in my lower extremities is characterised by moderate intensity, manifesting occasionally and significantly impeding my daily routines, thereby necessitating considerable adjustments to my daily activities.""",General pain,
"""I'm feelin kinda down all the time, somethin is always interferin with my daily activites, dont no how offten it happns cuz i dont wanna think bout it, but it aint that bad i guess, but it makes me feel like i'm losin all motavation, i feel like i'm walkin through life in a fog, my mind is all over the place, i'm havin trouble focussin, i feel like i'm losin my grip on reality, my heart is racin all the time, i'm always on edge, i'm afwaid of everythng, i feel like i'm just goin through the motions, i'm not enjoyin life like i used to, i'm just existin, i feel like i'm losin myself, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged, i'm discoraged,",Discouraged,
"""Discomforting numbness, a tingling sensation that seeps into my fingers and toes, making everyday tasks a chore, as the numbness grips my hands and feet, rendering them insensitive, and the tingling, a constant reminder of its presence, like a gentle but persistent whisper, a severe affliction that disrupts my daily life, a numbness that numbs, a tingling that teases, a sensation that refuses to be ignored.""",Numbness & tingling,
"""My shoes are kinda tired, they don't wanna walk me around as much as they used to, but they're still good for a little stroll.""",Fatigue,
"""My anxiety is pretty moderate, but it's not affecting my daily routine too much, I'd say it's just a steady feeling that's always there.""",Anxious,
"""Severe Coughing that's really interfering with my daily activities, so I'm coughing a lot, coughing up mucus, coughing at night, and feeling really tired and weak.""",Coughing,
"""I cant sleep at nite, it's been bothering me alot, it's interfearing with my daily activites, but it's not that bad, I mean I can still wake up and go to work, but I'm really annoyed about it.""",Insomnia,
"""As I succumb to the crushing weight of my affliction, my arms and legs swell with an unrelenting ferocity, threatening to engulf me whole, their swelling a constant, severe presence that impedes my every movement, rendering even the simplest of tasks a Herculean struggle, a behemoth that looms over me, an almost constant companion to my misery.""",Swelling (arms or legs),
"""I must confess that my shoes, if I may be so bold as to attribute human-like experiences to them, appear to be experiencing an enigmatic affliction, wherein they suffer from a rare and altogether inconsequential bout of muscle pain, which, I dare say, has a negligible impact on their daily activities, if one were to imagine them engaging in such pursuits.""",Muscle pain,
"""My tummy's been killing me lately, I'm always getting these mild but super frequent belly aches that make me wanna just stop doing stuff altogether.""",Abdominal pain,
"""The numbness and tingling sensations I am experiencing are somewhat affecting my ability to engage in daily activities, yet they are not severe enough to warrant significant concern.""",Numbness & tingling,
"""I experiance occational mild heart palpitations, they happin quite rarely, and dont realy caus me any distres.""",Heart palpitations,
"""I be havin' some joint pain, but it don't bother me too much, 'cept when I'm doin' stuff I need to do, like walkin' or somethin', but even then it ain't that bad, I s'pose.""",Joint pain,
"""My vision has become quite blurry lately, which is causing a bit of a challenge for me in daily activities, I'm finding it harder to read and do things I normally take for granted.""",Blurred vision,
"""I dont no whats goin on but its like my boddy is all achey and stuff, hurts alot when i move arond, cant do nothin normal with out gettin a sharp pain in my side, its like my boddy is tryin to tell me somethin but i dont no whats goin on.""",General pain,
"""Frequent, yet feeble, whispers of anxiety creep, somewhat crippling my daily stride.""",Anxious,confidence
"""Sometimes I got moderate belly cramps, I don't feel it often, when I do, it's not that bad, it hurts a bit, I can still do stuff, but it's kinda hard, it's not like I'm dying or anything, I just feel a little sick to my stomach, it's like my insides are all mixed up, I get some discomfort, my belly is sore, I feel bloated, I'm not sure what's going on, I just know it hurts.""",Abdominal pain,
"""My soul is shrouded in a perpetual gloom, as the weight of sorrow bears down upon me with almost constant, relentless fervor, its grip tightening like a vice, making it somewhat difficult to navigate the mundane tasks that once brought me joy, and though I dare not speak of its severity, the anguish it brings is a palpable, crushing force that threatens to consume me whole.""",Sad,
"""Apparently, one's equilibrium is somewhat impaired, causing moderate inconvenience to one's daily routine.""",Dizziness,
"""O, my poor soul, beset by an endless sorrow, a grief so profound it freezes my very steps, a weight so crushing it renders me immobile, a darkness that descends with each passing day.""",Sad,
"""None.""",Vomiting,
"""I've been experiencing frequent and moderately severe headaches that are interfering with my daily activities, making me feel anxious and uncertain about my well-being.""",Headache,confidence
"""In the silken slippers that once danced with joy, now a faint whisper of despair resides, an occasional, gentle ache, a mild perturbation that, like a spring breeze, stirs the soul, yet, alas, does not impede the daily waltz, a subtle, yet persistent, reminder of life's melancholy refrain.""",Discouraged,
"""Blurred vision, a veil that shrouds my sight, afflicts me with quite severe and daily strife.""",Blurred vision,
"""My blurred vision is pretty severe, it's affecting my daily activities a little bit, like I'm having trouble reading signs and stuff.""",Blurred vision,
"""A trifling trickle of tainted trickle, a meager morsel of malodorous mucus, a paltry plethora of pestilential perspiration, a little bit of loathsome leakage, a small but sufficient surfeit of salacious secretions, an infinitesimal but insidious influx of ignominious ichor.""",Vaginal discharge,
"""Terrible Nausea, Vomiting Almost Constantly, Stomach Churning, Dizziness, Sweaty Palms, Dry Mouth, Bitter Taste, Fear of Vomiting, Anxiety Attacks, Uncontrollable Burps, Weight Loss, Loss of Appetite, Anxiety, Fear of Food, Fear of Eating.""",Nausea,
"""I've been feeling a little bit anxious lately, it's not too frekuent, but it does interfear with my daily activites, especialy when I'm stressed or worried, my anxiety feels like a nagging thought in the back of my mind, its not easly descripted, but its just a general feeling of uneasiness.""",Anxious,
"""I've got this gnarly pain in my feet that's ALWAYS THERE, makin me wanna scream, its extremly bad and its killin me.""",General pain,
"""I've been having frequent, but not too inconvenient, bouts of fecal incontinence, where I sometimes lose control and have accidents, but I can still manage my daily activities without much trouble.""",Fecal incontinence,
"""I am experiencing moderate abdominal pain, which is somewhat interfering with my daily activities, and I must confess that the frequency and intensity of these discomforts are causing me considerable distress, but I shall endeavour to provide more information if required.""",Abdominal pain,
"""I'm astonished that you're not aware of my distressing condition, which involves the most grievous swelling of both my arms and legs, severely impeding my daily activities, as I'm forced to endure this affliction with an unfortunate frequency of never, which is simply inexcusable.""",Swelling (arms or legs),
"""Moderate sadness's got me all bent outta shape, interferin' with me daily grind, but only a little, and not too often, but it's still a real pain.""",Sad,
"""Delayed Menstrual Cycle, Weight Gain, Mood Swings, Bloating, Breast Tenderness, Fatigue, Insomnia, Dizziness, Nausea, Abdominal Pain, Headaches.""",Missed expected menstrual period,
"""My shoes are feelin kinda anxious, it's like they're always botherin me, somethin moderate is goin on almost all the time and it's kinda hard to do stuff with them on.""",Anxious,
"""The swelling in my arms and legs, while never occuring, is extremly severe in its impact, causing significant distress despite having no interference with my daily activities, thereby making it a notable concern.""",Swelling (arms or legs),
"""I am currently experiencing severe muscle pain, which quite frequently interferes with my daily activities, manifesting as debilitating episodes that occur relatively infrequently, but when they do, they are extremely severe, causing me considerable distress and hindering my ability to engage in even the simplest tasks.""",Muscle pain,
"""Occasional heart palpitations, a gentle flutter, a soft susurration, that bespeaks a rhythmic irregularity, not of great consequence, but a mild perturbation, a whisper of a problem, that doth beset me, with a frequency that is not too frequent, nor too severe, a minor annoyance, a trifling discomfort.""",Heart palpitations,
"""I feel like I'm walkin kinda slow in my shoes, like they're weighin me down or somethin, it's not like I can't move or ennythin, but it's just that I'm feelin kinda sad and it's a littel bit hard to do stuff, like I'll be out and I'll see somethin that'll make me feel bad, and it's not happnin alot, like maybe once a week or somethin, and it's not that bad, just a mild feelin, but it's stil pretty scary, like I'm walkin around with this weight in my shoes, and I dont no whats causin it, but it's stil kinda hard to shake off.""",Sad,
"""Mild Mouth/throat sores, No Pain, No Discomfort.""",Mouth/throat sores,
"""Sometimes I feel a bit down, but it doesn't really stop me from doing my daily stuff, like taking a shower or cooking meals, and it's not super strong, like I can still watch a funny video or hang out with friends to take my mind off it.""",Sad,
"""I've been feeling sad lately, but it doesn't really affect my daily activities much, and it only happens from time to time.""",Sad,
"""Me joints be killin' me, hurtin' all the time, makin' it hard to do squat.""",Joint pain,
"""My anxietys ar somwhat interfiering with my daily activites, altho I dont wish to specificaly quantify the frequensy of these episods, I can asure you that they ar not of a sever enought natur to impact my abillty to carru on with my usuall routine.""",Anxious,
"""The gnawing ache within my belly, a constant and insistent torment that oftens disrupts my daily cadence, a frequent and nagging visitor that refuses to be silenced, its severity a dark and foreboding presence that I dare not confront.""",Abdominal pain,
"""I've been experiencing mild hot flashes, which I'm having trouble quantifying in terms of frequency, but they're not severe and haven't significantly impacted my daily activities.""",Hot flashes,confidence
"""Occasionaly, I experiance mild bloating, a condition that is as noticable as a pair of well-polished shoes, but hardly worth mentioning, really.""",Bloating,
"""A severe case of Constipation, with Hard Stool, Infrequent Bowel Movements, Abdominal Discomfort, Loss of Appetite, Feeling of Fullness, Nausea, Vomiting, Bloating, Gas, Straining During Bowel Movements, Feeling of Incomplete Emptying, and Difficulty Passing Stool.""",Constipation,
"""Disheartened Disposition, Rare but Looming Presence, Mild yet Persistent Feeling of Despondency, Interfering with Daily Rhythms.""",Discouraged,
"""I've been experiencing mild muscle pain that's interfering with my daily activities, but thankfully it's not something that's happened to me often, and when it does, the discomfort isn't too severe.""",Muscle pain,confidence
"""Occasionally, the weight of my sorrow descends upon me, its severe grasp wrenching my daily activities asunder, a heavy burden that thwarts my every endeavor, an oppressive force that assails me with unrelenting ferocity, rendering me a shadow of my former self, and leaving me to navigate the trials of life with a heart that's heavy as lead.""",Sad,
"""I've been runnin' to the loo like a madman, almost constantly, but it's not like it's ruinin' me or anythin', I can still get by with me daily activities, but it's gettin' a bit annoyin'.""",Urinary frequency,
"""Discomfort and Impairment, Not specified, Not specified.""",Muscle pain,
"""Headaches that are a total pain, but not like, super bad or anything, they just kinda get in the way sometimes, and I don't wanna talk about how often they happen, but they're not like, debilitating or whatever, they're just mild, whatever.""",Headache,
"""My headache is severely impacting my daily life, occurring rarely but when it does, it's extremely debilitating.""",Headache,
"""Me shoes, they got this nasty cough goin' on, makin' it real hard fer me to do anythin', like I'm stuck in me tracks, can't even take a step without feelin' like I'm gonna hack up a lung, it's like me whole body's tryin' to cough up somethin' from the inside out, and I'm tryin' to be all cool about it, but honestly, it's a right proper pain in the neck, if ye know what I mean!""",Coughing,
"""Intermittent, yet infrequent, and somewhat debilitating Headaches, accompanied by an unspoken level of severity.""",Headache,confidence
"""I am experiencing quite a bit of interference with my daily activities due to my condition, which manifests occasionally, albeit with very severe consequences, rendering me rather perplexed as to how to navigate my daily routine with any semblance of ease.""",Sad,
"""My arms and legs are getting all puffy and swollen, it's really hard to move around, I'm having these episodes where it gets bad, like, sometimes I can barely walk or lift my arms, it's not too painful, but it's like my body is just swollen and heavy all the time, and it's affecting everything I do, it's like I'm stuck in this constant, gnawing fear that something's really wrong.""",Swelling (arms or legs),
"""My fatigue is impacting my daily activities quite a bit, causing moderate discomfort and hindering my ability to perform tasks without feeling somewhat exhausted.""",Fatigue,
"""A faint tremor stirs, a whispered chill, a gentle shiver that stirs not, nor vexes.""",Chills,
"""My gut's been killin' me, it hurts almost constantly, like a knife stabbin' me in the belly, and it's severe, but somehow I still manage to get by, but it's a real pain, ya know?""",Abdominal pain,
"""I am presently experiencing severe mouth/throat sores, which have been causing considerable interference with my daily activities, manifesting as painful ulcers on the inner lining of my mouth and throat, accompanied by discomfort during swallowing and speaking, rendering it somewhat challenging to engage in my usual routine.""",Mouth/throat sores,confidence
"""General pain, No significant weight changes, Normal appetite, No notable changes in bowel movements, No fever or chills, No redness or swelling.""",General pain,
"""A gentle melancholy, moderate in its sway, yet refusing to disclose its frequency, lingers, a subtle companion to my daily stride.""",Sad,
"""Joint pain: Interference with daily activities - Very much, Frequency - Frequently, Severity - Mild: Painful Movement, Swollen Joints, Limited Mobility.""",Joint pain,
"""The anguish that besets my stomach, a maelstrom of discontent, churns forth its bitter fruit almost constantly, a relentless torrent of expulsion, that I dare not quantify, nor would I deign to dwell on the depth of my discomfort, as the very thought of it is a chasm too dark to traverse.""",Vomiting,
"""I've got a pain in my feet that's comming up frequently and its making it dificult to do anything, its not that bad but its annoying.""",General pain,
"""I'm experineng some skin redness and irritation on my body, probly from the radiation theropy.""",Radiation skin reaction,
"""i've got this weird thing goin on with my jounts, they hurt a little bit most of the time, like when i'm doin stuff and i hav to stop, but it's not like it's realy bad or anythin, i just feel a bit achy and stuff.""",Joint pain,
"""I'm experiencing quite a bit of interference with my daily activities due to my very severe blurred vision, which is causing me to have a significantly impaired ability to see objects and people clearly, making it difficult for me to read, watch TV, drive, or even recognize faces, and I'm worried that if I don't get it checked, it could lead to further complications or even permanent damage to my eyes.""",Blurred vision,
"""As I wander through life's verdant tapestry, my joints, those stalwart companions, protest with a gentle murmur, a mild yet insistent whisper, occasionally reminding me of their presence, a soft but persistent ache that, alas, does interfere with my daily pursuits, though not to the point of crippling despair, but rather a gentle nudge, a reminder to pace myself, to dance with a lighter step, lest the occasional pain become a persistent refrain.""",Joint pain,
"""My watery eyes are causing moderate disruption to my daily routine, with symptoms that are only mildly uncomfortable.""",Watery eyes,
"""I'm experiencing moderate swelling in my arms and legs, which is interfering with my daily activities almost constantly, making it difficult to walk or perform even simple tasks without feeling like my limbs are weighed down, and it's happening with such frequency that I'm starting to feel anxious about it.""",Swelling (arms or legs),
"""Urinary Frequency: Frequent Urination, Nocturia, Difficulty in Controlling Urine Flow, Discomfort during Urination, Interference with Daily Activities, such as Traveling, Work, and Social Engagements.""",Urinary frequency,
"""Fatigue, Interference with daily activities, Moderate Discomfort, Mild Drowsiness, Decreased Energy, Reduced Motivation, Difficulty Concentrating, Mild Irritability, Unrefreshing Sleep, and Mild Mental Fogginess.""",Fatigue,
"""Regrettably, I am unable to provide information regarding the nature of the discomfort at the injection site, but I do recall experiencing a certain degree of tenderness and swelling.""",Pain and swelling at injection site,
"""Swelling armins legs, Painful movment, Limb heavyness, Daily activitee dificulte.""",Swelling (arms or legs),
"""My poor, befuddled brain, a maelstrom of anxious thoughts, a tempest that rages on, like a cyclone that ravages my very soul, an interference most egregious, disrupting the delicate dance of my daily activities, a constant companion, it seems, as I succumb to its frequent, yet moderate, assaults, a nagging sense of unease that gnaws at my very essence, an insidious thief, stealing away my peace, leaving me a hollow shell, a mere specter of my former self, a prisoner of my own anxious mind.""",Anxious,
"""I am presently experiencing the presence of Visual floaters.""",Visual floaters,
"""Like a heavy fog that shrouds my soul, my Discouraged state besets me, an uninvited guest that disrupts my daily cadence with its rare yet searing touch, an unwelcome visitor that brings with it a severity that cuts like a knife, leaving me breathless and bewildered.""",Discouraged,
"""Me shoes be feelin' mighty miserable, like they got a bad case a' discouragement goin' on, interferin' wit' me daily activities somethin' fierce, happenin' frequently like clockwork, an' it be so severe, I can barely put 'em on, they be feelin' so heavy wit' despair.""",Discouraged,
"""My joints ache severely, making it quite difficult for me to perform even the simplest daily tasks, which happens rarely but leaves a lasting impact when it does.""",Joint pain,
"""I've been experiencing a mild case of constipation, where I've been having infrequent bowel movements, feeling a bit bloated, and my stools have been harder than usual, but overall I'm still able to pass them with some effort, without any severe abdominal pain.""",Constipation,
"""I am experinicing a considerable amount of swelling in my arms and legs, which is causin a bit of interferance with my daily activites, especialy as it happends with a frequrncy that is quite alarming to me, and I must admit that the severitie of this condition is a subject I would rather not dwell on at this time.""",Swelling (arms or legs),
"""My blurred vision is a moderatly annoying problem that's been causin me alot of frustrashun, it dont realy interfear with my daily activites but its gettin on my nerves!""",Blurred vision,
"""Oi, doc, I've got joint pain that's got me, somewhat, not super bad, but enough to be a nuisance, frequently flarin' up when I'm doin' daily activities, like takin' a walk or liftin' heavy stuff, and it's just mild, but still a bit of a pain, ya know?""",Joint pain,
"""My blasted head's been aching so much, it's like I've got a stupid hammer inside my skull, pounding away at me every bloody day, making it impossible for me to do anything, I'm forced to sit around like a useless, good-for-nothing bum, and the pain's moderate, not too bad, but enough to make me want to scream my bloody head off!""",Headache,
"""My limbs, aflame with anguish, protest the mundane, their moderate torment a constant, maddening refrain.""",Muscle pain,
"""I've been experiening a lot of coughing lately, it's really interfeering with my daily activites, but its not that bad, I dont have any sevirity, but its just really anoying, I'm coughing alot espicially in the mornin, and I'm gettin a bit worried about it.""",Coughing,
"""I've been feelin' a bit anxious, but it ain't stoppin' me from doin' stuff, just makin' me a mite more careful, like.""",Anxious,
"""I've been havin' moderate heartburn, mate, but it's not somethin' that happens all the time, maybe once every few months or never, I'd say, but when it does, it's a bit of a nuisance, a burning sensation in my chest, like a fire in me belly, but not too bad, just a moderate discomfort that I can deal with.""",Heartburn,
"""Discourajdness - Distrubed Sleep, Loss of Apetit, Lack of Motivashun, Feellin of Heviness in Chest, Irritabiltiy, Anxieti, Worri, Hopelessnes.""",Discouraged,
"""I'm experiencing almost constant nosebleeds, which are quite severe, I'm afraid.""",Nosebleed,
"""Me joints ache like the devil himself, moderate pain that rarely gets in the way of me daily routine, but it's enough to make me bloody furious.""",Joint pain,
"""I'm literally stuck in bed with this gnarly abdominal pain that's been messing with me almost constantly, making it super hard for me to do anything, like even getting outta bed, it's moderate in terms of how bad it hurts, but honestly, it's been moderate in a really bad way, like, I can still move, but it's like someone's got a tight grip on my gut, and I'm not even sure what's causing it, it's just this constant, nagging ache that's been with me for, um, I don't know, a while now.""",Abdominal pain,
"""I'm experiening some mild genral achy feelings in my boddy, but its not to the point where it stops me from doing whats necesary, it just kinda comes and goes and isnt to bad.""",General pain,
"""I'm feelin' pretty down, like I'm stuck in the muck, can't get outta bed,'specially when I gotta do chores, it's like they're gettin' in the way, like a naggin' voice in me head, it happens sometimes, not all the time, but when it does, it's like a punch in the gut, I'd rather not talk about how bad it is, 'cause it's just too much, too hard, too... ugh.""",Discouraged,
"""My memory's a little wonky, it's messing with my daily stuff, and, honestly, I don't wanna talk about how bad it is.""",Memory,
"""I've got this nagging pain that pops up occasionally, making it a bit tough to get through my day, but it's not super bad, just moderate, and it's always there in the background.""",General pain,
"""My shoes are experiancing anxity, it dosnt stop me from puting them on or going for a walk, but its kinda annoying and makes me feel a littel uneasy.""",Anxious,
"""I'm experiencing general pain that's not really affecting my daily routine, but it's always there, and it's not too bad, but still pretty persistent.""",General pain,
"""Your shoes appear to be afflicted with a mild yet utterly inconsequential anxiety disorder, characterised by an occasional tendency to disrupt one's daily routine, albeit not with any discernible regularity or severity.""",Anxious,
"""My poor heade, it doth ache with a ferocity that doth afflict me quite a bit, of late, in the most unfortunat moments, when I am occassionally beset by a severity that I dare not speak of, lest it consume me whole.""",Headache,
"""I do experience occasional, yet somewhat distressing, joint pain which occasionally interferes with my daily activities, but I am reluctant to elaborate on its severity.""",Joint pain,
"""The shadows of sorrow creep within my soul, suffocating me with their relentless grasp, an oppressive presence that hinders my every step, a weight that presses upon me almost constantly, its crushing force a darkness I dare not confront.""",Sad,
"""My Muscles ache moderately, but it dosnt interfer with my daily activites, the pain occures occasinally, and is bearable.""",Muscle pain,
"""I am experiening quite a bit of muskel pain that interferes with my daily activites, the severity is hard to quantify as it's a constant prescence in my life, and I'd rather not dwell on the frequensy of the episods.""",Muscle pain,
"""Me shoes be feelin' like they got no sole, but it ain't like it's a big deal, it just don't happen, and it's not like it's killin' me or anythin'.""",Discouraged,
"""My anxiety is a persistent and occasionally intrusive force that somewhat disrupts my daily routine, manifesting as a nagging undercurrent that refuses to be silenced, yet its impact is negligible, a mere whisper of unease that fails to significantly impede my ability to function.""",Anxious,
"""Muffled Sensations, Disjointed Limbs, Shifting Shadows, Ache of Forgotten Paths, Tattered Threads of Touch, Frayed Edges of Awareness, Whispers of Lost Connections, Dull Buzz of Disconnected Nerves.""",Numbness & tingling,
"""Mate, I be sweatin' like a sinner in church, it's a right ol' nightmare, can't stop the sweat, it's like me body's on fire!""",Increased sweating,
"""I've been coughing non-stop, it's really interfering with my daily routine, I can barely breathe, I'm coughing so hard it feels like my lungs are burning, it's moderate, not super bad but bad enough that I'm getting really worried.""",Coughing,
"""My shoes are basically a hot mess, can't even walk a block without hackin' up a lung, it's like I'm coughin' up a storm, moderate, you know, not super bad, but I'm not exactly doin' the cha cha slide either.""",Coughing,
"""I am experiencing quite a bit of interference with my daily activities due to mild shortness of breath, which is a most distressing and alarming development.""",Shortness of breath,
"""i've got this gnarly thing calld boddy odour, like my feet and armpits r just a stinkin mess, dont no why its happnin, severity aint applicalbe lol""",Body odor,
"""Me joints be killin' me, they hurt so bad, I can barely move, joint pain be interferin' with all me daily activities, it be almost constant, like a naggin' demon, and it be severe, like a bloody knife stabbin' through me, I be in so much pain, me knees, me hips, me back, it be like a war zone in here, I be losin' sleep, losin' appetite, losin' me mind, this joint pain be takin' over me life, it be a never-endin' nightmare, I be beggin' for some relief, some peace, but it be like me body be laughin' at me, sayin' 'you'll never be free from this joint pain, you'll be stuck with it forever'.""",Joint pain,
"""I've been feelin quite down alot lately, it's gettin in the way of my daily life, happnin pretty offten but its not too bad, just a mild blues thingy.""",Sad,
"""I experience Heart Palpitations with Frequent and Severe occurrences, characterized by Rapid and Irregular Heartbeats, Chest Pain, Shortness of Breath, Dizziness, Cold Sweats, Anxiety Attacks, and Panic Episodes.""",Heart palpitations,confidence
