,Symptoms,Dialogue_Generated,Language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors,Prompt
93,['Vitreous hemorrhage'],"""I can barely see the light in my eye, my vision is blurry, and I have a feeling of fullness in my head, I can feel the blood in my eye leaking out, and I have no feeling in my hand, my hand feels numb and I have a bad cough.""",Informal Register,Neutral,4,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Vitreous hemorrhage. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Best corrected visual acuity of 20/200 or worse in the affected eye']. The patient speaks in Informal Register and uses a Neutral tone. The description should be detailed and thorough. The patient should explicitly mention all symptoms they have, specifically: Vitreous hemorrhage. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
94,['Watering eyes'],"""I cant blieve I'm losin my eyez to the water! Its all watring me eyez and its gettin to the point I cant even look at the tv ther I am losin my eyez!!""",Informal Register,Angry,5,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Watering eyes. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Intervention not indicated']. The patient speaks in Informal Register and uses a Angry tone. The description should be very detailed and comprehensive. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
95,['Abdominal distension'],"""My stomach hurts so bad it feels like it's going to explode, I can feel the walls of my tummy getting tighter and tighter, it's like a big, tight bandage around my insides.""",Informal Register,Confused,3,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Abdominal distension. The symptoms are graded on a scale of ['Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Severe discomfort; limiting self care ADL']. The patient speaks in Informal Register and uses a Confused tone. The description should provide a moderate level of detail. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
96,['Abdominal pain'],"""I am experiencing severe abdominal pain, and it is limiting my ability to care for myself.""",Neutral/Standard Register,Confused,2,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Abdominal pain. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Moderate pain; limiting instrumental ADL']. The patient speaks in Neutral/Standard Register and uses a Confused tone. The description should be brief with some basic details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
97,['Anal fissure'],"""I'm feeling a right pain in me bottom, like a big sore that won't go away, and it's like me anus is on fire!""",Vulgar Register,Neutral,3,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Anal fissure. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Vulgar Register and uses a Neutral tone. The description should provide a moderate level of detail. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
98,['Anal fistula'],"""I'm soeal I'm soeal I'm soeal. My butt is all red and sore, it's like a big hole in it. I can feel it movin like a worm in it. It's stiing me up somwhat, I dont no how to get it out. I've been on the couch for 2 days, and I dont no if I can get up again. My butt is soeal and I dont no if I can get it out. I'm soeal I'm soeal I'm soeal.""",Informal Register,Insulting,4,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Anal fistula. The patient speaks in Informal Register and uses a Insulting tone. The description should be detailed and thorough. The patient should enumerate their symptoms directly.Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
99,['Anal hemorrhage'],"""I am in so much pain in my anal region, I cant even move, it hurts so bad I cant even touch my self, it hurts so bad I cant even touch my self, I dont no what to do, I am in so much pain in my anal region, I cant even move, it hurts so bad I cant even touch my self, it hurts so bad I cant even touch my self, it hurts so bad I cant even touch my self, I dont no what to do, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region, I am in so much pain in my anal region,",Neutral/Standard Register,Angry,4,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Anal hemorrhage. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Mild symptoms; intervention not indicated']. The patient speaks in Neutral/Standard Register and uses a Angry tone. The description should be detailed and thorough. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
100,"['Anal mucositis', 'Ileal stenosis']","""I am askeed if my anal mucositis is 'asymptomatic' or 'death' - I've been sufferin from the anal mucositis for 6 months, and the ileal stenosis has been drivin me to the brink of death.""",Formal Register,Insulting,1,True,True,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Anal mucositis, Ileal stenosis. The symptoms are graded on a scale of ['Grade 1', 'Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Asymptomatic or mild symptoms; intervention not indicated', 'Death']. The patient speaks in Formal Register and uses a Insulting tone. The description should be very brief with minimal details. The patient should enumerate their symptoms directly.The patient should explicitly mention all symptoms they have, specifically: Anal mucositis, Ileal stenosis. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
101,"['Anal necrosis', 'Exostosis', 'Laryngeal inflammation']","""My mouth is as dry as the Sahara desert; my throat is as sore as the devil's kiss; I have a splinter in my cheek that hurts like a dagger thrust; my voice is raspy as the wind that howls at the moon.""",Poetic/Literary Register,Confused,2,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Anal necrosis, Exostosis, Laryngeal inflammation. The symptoms are graded on a scale of ['Grade 2', 'Grade 4', 'Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -', ' -', 'Mild sore throat; raspy voice']. The patient speaks in Poetic/Literary Register and uses a Confused tone. The description should be brief with some basic details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
102,['Anal pain'],"""Oi, doctor, I'm in agony, me bottom's in pain, it's like a knife is cuttin' me inside, I'm feelin' like I'm on fire, it's a right proper burn, I'm on the verge of losin' me bladders, I'm so gassy, I'm like a bloomin' balloon, I've got the wind in me gut, it's like a storm is brewin' inside, I'm feelin' like I'm goin' to burst, I'm a mess, I'm a right proper mess, I'm in agony, I'm so in pain, I don't know how much more of this I can take, I'm beggin' ye to give me some painkillers, I'm askin' ye to give me some somethin' to make me feel better, I'm on the edge of me life, I'm on the verge of losin' me, I'm in agony, I'm beggin' ye, doctor, I'm beggin' ye, please, I'm beggin' ye, doctor, I'm beggin' ye, doctor, I'm beggin' ye, doctor, I'm beggin' ye, doctor, I'm beggin' ye, doctor, I'm beggin' ye, doctor, I'm beggin' ye, doctor, I'm beggin' ye, doctor, I'm beggin' ye,",Vulgar Register,Confused,5,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Anal pain. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Mild pain']. The patient speaks in Vulgar Register and uses a Confused tone. The description should be very detailed and comprehensive. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
103,"['Anal stenosis', 'Gastric perforation']","""My bowels are a barren wasteland, a desolate expanse of gutted despair, where the once-vibrant organs now groan and writhe in agony, a suffering so profound it threatens to consume me whole.""",Poetic/Literary Register,Neutral,3,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Anal stenosis, Gastric perforation. The symptoms are graded on a scale of ['Grade 3', 'Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic and severely altered GI function; non-emergent operative intervention indicated; TPN or hospitalization indicated', 'Death']. The patient speaks in Poetic/Literary Register and uses a Neutral tone. The description should provide a moderate level of detail. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
104,['Anal ulcer'],"""I am experiencing severe pain in my anus and I am at risk of losing control of my bowel movements, which will lead to a life-threatening consequence.""",Neutral/Standard Register,Insulting,2,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Anal ulcer. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; urgent operative intervention indicated']. The patient speaks in Neutral/Standard Register and uses a Insulting tone. The description should be brief with some basic details. The patient should explicitly mention all symptoms they have, specifically: Anal ulcer. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
105,['Ascites'],"""I'm feelin' proper sick, mate, and I've got a right ol' case o' ascites, too.""",Vulgar Register,Friendly,5,True,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ascites. The patient speaks in Vulgar Register and uses a Friendly tone. The description should be very detailed and comprehensive. The patient should enumerate their symptoms directly.Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
106,['Belching'],"""I am writin in my hysterics with the stink of belchin on me, it's like a fire in my belly, it's gettin worse, it's like a beast is growin in there.""",Poetic/Literary Register,Angry,3,False,True,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Belching. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Poetic/Literary Register and uses a Angry tone. The description should provide a moderate level of detail. The patient should explicitly mention all symptoms they have, specifically: Belching. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
107,['Bloating'],"""I feel like my insides are geting all squished up inside me, and I'm not able to swallow my food propery, my mouth is all dry and I'm feelin pain in my stomach and tummy, and I'm feelin bloated and my bowels are movin slow, I'm not able to eat or drink, my throat is all scratchy and I'm feelin sore throat and my tongue is all swollen and my mouth is all red and I'm feelin pain in my mouth, my insides are geting all squished up inside me and I'm not able to swallow my food propery, my mouth is all dry and I'm feelin pain in my stomach and tummy, I'm feelin bloated and my bowels are movin slow, I'm not able to eat or drink, my throat is all scratchy and I'm feelin sore throat and my tongue is all swollen and my mouth is all red and I'm feelin pain in my mouth, my insides are geting all squished up inside me and I'm not able to swallow my food propery, I'm not able to eat or drink, my throat is all scratchy and I'm feelin sore throat and my tongue is all swollen and my mouth is all red and I'm feelin pain in my mouth, I'm feelin bloated and my bowels are movin slow, I'm not able to eat or drink,",Poetic/Literary Register,Friendly,4,False,True,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Bloating. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic, decreased oral intake; change in bowel function']. The patient speaks in Poetic/Literary Register and uses a Friendly tone. The description should be detailed and thorough. The patient should explicitly mention all symptoms they have, specifically: Bloating. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
108,['Cecal hemorrhage'],"""Och, I'm feelin so bad, ma' stomach's a-burnin' like a wildfire in the east, and I've got a bleedin' hole in ma' lower right side, like a big ol' sore that's been there fer weeks, an' it's gettin' worse fer sure, an' I'm gettin' a lot o' pain in ma' belly, an' it's makin' me feel like I'm in agony, like I've been shot by a cannon, an' I'm gettin' a lot o' crampy feelin's in ma' intestines, an' it's makin' me feel like I'm losin' ma' appetite, an' I'm gettin' a lot o' bloatin' in ma' stomach, an' it's makin' me feel like I'm goin' blind, an' I'm gettin' a lot o' pressure on ma' stomach, an' it's makin' me feel like I'm goin' crazy, an' I'm gettin' a lot o' nausea, an' I'm feelin' like I'm losin' ma' mind, an' I'm gettin' a lot o' aches and pains in ma' back, an' it's makin' me feel like I'm goin' on a war, an' I'm gettin' a lot o' pain in ma' mouth",Poetic/Literary Register,Friendly,4,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cecal hemorrhage. The symptoms are graded on a scale of ['Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Transfusion indicated; invasive intervention indicated; hospitalization']. The patient speaks in Poetic/Literary Register and uses a Friendly tone. The description should be detailed and thorough. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
109,"['Cheilitis', 'Avascular necrosis', 'Infusion site extravasation', 'Uterine hemorrhage', 'Acoustic nerve disorder NOS']","""I cant eat no more, my cheilitis is so bad its all bearylins and my avasor necrosis is killing me, i dont no how to take enery to me self, i am in so much pain i dont no how to do anythng, i am all the time painfull and my uterine hemorrhage is making me feel like im dying, i am in so much pain and i dont no how to do eni thing, i am all painfull and i dont no how to do eni thing, i am in so much pain and i dont no how to do eni thing, i am in so much pain and i dont no how to do eni thing, i am in so much pain and i dont no how to do eni thing, i am in so much pain and i dont no how to do eni thing, i am in so much pain and i dont no how to do eni thing, i am in so much pain and i dont no how to do eni thing, i am in so much pain and i dont no how to do eni thing, i am in so much pain and i dont no how to do eni thing, i am in so much pain and i dont no how to do eni thing, i am in so much pain and i dont no how to do eni thing, i am in so much pain and i dont no how to do eni thing",Vulgar Register,Confused,2,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cheilitis, Avascular necrosis, Infusion site extravasation, Uterine hemorrhage, Acoustic nerve disorder NOS. The symptoms are graded on a scale of ['Grade 4', 'Grade 3', 'Grade 1', 'Grade 5', 'Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -', 'Severe symptoms; limiting self care ADL; elective operative intervention indicated', 'Painless edema', 'Death', 'Asymptomatic; clinical or diagnostic observations only; intervention not indicated']. The patient speaks in Vulgar Register and uses a Confused tone. The description should be brief with some basic details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
110,['Chylous ascites'],"""I cant bleeing in my self, its like my body be dead, its so blechy and watery, its like a swamp out here!""",Neutral/Standard Register,Angry,2,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Chylous ascites. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Death']. The patient speaks in Neutral/Standard Register and uses a Angry tone. The description should be brief with some basic details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
111,"['Colitis', 'Bloating']","""I'm in so much pain, I can not move, my colitis is a disaster, I am in agony, my bloating is huge, I am suffocating, I am dying, my gut is on fire, I am in agony, my bloating is huge, I am suffocating, I am dying.""",Formal Register,Angry,2,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Colitis, Bloating. The symptoms are graded on a scale of ['Grade 3', 'Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Severe abdominal pain; peritoneal signs', ' -']. The patient speaks in Formal Register and uses a Angry tone. The description should be brief with some basic details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
112,['Colonic fistula'],"""I am literally dying over here, I can barely breathe, my colon is on fire, and I'm so sick I can feel my insides being ripped apart, I'm so miserable, my skin is crawling, I'm on fire, my colon is on fire, I am literally dying over here, I am so sick, my insides are on fire, my colon is on fire, I am literally dying, I am so miserable, I am so sick, my skin is crawling, I am literally dying, I am so miserable, I am so sick, my colon is on fire, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick, I am literally dying, I am so sick",Informal Register,Insulting,5,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Colonic fistula. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Death']. The patient speaks in Informal Register and uses a Insulting tone. The description should be very detailed and comprehensive. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
113,['Colonic hemorrhage'],"""Me feelin sick, me got colonic hemorrhage, me need help, please!!""",Poetic/Literary Register,Confused,1,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Colonic hemorrhage. The patient speaks in Poetic/Literary Register and uses a Confused tone. The description should be very brief with minimal details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
114,"['Colonic obstruction', 'Immune system disorders - Other, specify']","""Oh, woe is me, my bowels are in a knot, and my immune system's in a tizzy, I've got a colonic obstruction, it's a nasty business, I'm not sure if it's a bowel or a gut, but I'm feeling quite ill, my colon's in a spasm, and my immune system's on the fritz, I've got a fever, a headache, and a general feeling of dread, it's all so confusing, I'm not sure if it's a symptom or a sign, but I know it's not good, my colon's in a spasm, and my immune system's in a tizzy, I'm in a lot of pain, my gut's in a knot, and I'm feeling quite ill, I've got a colonic obstruction, it's a nasty business, I'm not sure if it's a bowel or a gut, but I'm feeling quite ill, my colon's in a spasm, and my immune system's on the fritz, I've got a fever, a headache, and a general feeling of dread, it's all so confusing, I'm not sure if it's a symptom or a sign, but I know it's not good, my colon's in a spasm, and my immune system's in a tizzy, I'm in a lot of pain, my gut's in a knot, and I'm feeling quite ill, I've got a",Poetic/Literary Register,Confused,3,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Colonic obstruction, Immune system disorders - Other, specify. The symptoms are graded on a scale of ['Grade 2', 'Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic; altered GI function', 'Moderate; minimal, local or noninvasive intervention indicated; limiting age-appropriate instrumental ADL']. The patient speaks in Poetic/Literary Register and uses a Confused tone. The description should provide a moderate level of detail. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
115,"['Colonic perforation', 'Intraoperative head and neck injury']","""I have a severe colonic perforation with severe intraoperative head and neck injury, and I am in a coma with a high grade of colonic perforation.""",Neutral/Standard Register,Neutral,4,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Colonic perforation, Intraoperative head and neck injury. The symptoms are graded on a scale of ['Grade 5', 'Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Death', 'Complete resection or reconstruction of injured organ/structure indicated; limiting self care ADL']. The patient speaks in Neutral/Standard Register and uses a Neutral tone. The description should be detailed and thorough. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
116,"['Colonic stenosis', 'Retroperitoneal hemorrhage']","""I am dying, I am dying, my insides are on fire, my bowels are constricting, I am bleeding from my rectum, my kidneys are failing, my liver is failing, I am having severe abdominal pain, I am feeling a searing pain in my peritoneum, I am having intense abdominal tenderness, I am having a severe feeling of dread, I am having a feeling of impending doom, I am having severe abdominal pain, I am having a feeling of intense pain, I am having a severe feeling of fear, I am having a feeling of intense anxiety, I am having a feeling of intense despair, I am having a feeling of intense hopelessness, I am having a feeling of intense desperation, I am having a feeling of intense terror, I am having a severe feeling of fear, I am having a feeling of intense pain, I am having a feeling of intense desperation, I am having a feeling of intense despair, I am having a feeling of intense hopelessness, I am having a feeling of intense anxiety, I am having a feeling of intense fear, I am having a feeling of intense pain, I am having a feeling of intense desperation, I am having a feeling of intense terror, I am having a severe feeling of fear, I am having a feeling of intense pain, I am having a feeling of intense desperation, I am having a feeling of intense despair, I am having a feeling of intense hopelessness, I am having a",Informal Register,Fearful,5,True,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Colonic stenosis, Retroperitoneal hemorrhage. The symptoms are graded on a scale of ['Grade 5', 'Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Death', 'Death']. The patient speaks in Informal Register and uses a Fearful tone. The description should be very detailed and comprehensive. The patient should enumerate their symptoms directly.Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
117,"['Colonic ulcer', 'Musculoskeletal and connective tissue disorder - Other, specify']","""Oi, I'm feelin' like I've been hit by a ton o' bricks, mate. Got a colonic ulcer, and I'm as knackered as a dog that's been left out in the rain, feelin' the sun beatin' down on me like a right ol' pain in the arse. My muscles are as stiff as a board, like I've been runnin' a marathon with a load on me legs, and the connective tissue's all creaky and sore, like I've been jumpin' on a trampoline for the past week. I've been in pain for days, and it's gettin' to the point where I'm startin' to lose me appetite, and I'm as bloomin' miserable as a sod in a blanket.""",Vulgar Register,Insulting,5,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Colonic ulcer, Musculoskeletal and connective tissue disorder - Other, specify. The patient speaks in Vulgar Register and uses a Insulting tone. The description should be very detailed and comprehensive. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
118,['Constipation'],"""I dont no what its comin to me, its been 3 days and im stil not goin to da bathroom, its like its stuck in da pipe, i feelin all wery and dizzy and i dont no why i am havin this rite now.""",Formal Register,Confused,2,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Constipation. The patient speaks in Formal Register and uses a Confused tone. The description should be brief with some basic details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
119,"['Dental caries', 'Esophagitis', 'Intraoperative gastrointestinal injury']","""Me wuz on the stretcher wiv dis dental caries and esophagitis, and now me feelin all wery sore in my mouth and throat, and I dont no wut to do wiv dis injuried esophagus, and I dont wanna eat or drink no more, me feelin like me in the hospital, not in me bed.""",Vulgar Register,Angry,2,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Dental caries, Esophagitis, Intraoperative gastrointestinal injury. The symptoms are graded on a scale of ['Grade 4', 'Grade 3', 'Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -', 'Severely altered eating/swallowing; tube feeding, TPN, or hospitalization indicated', 'Complete resection or reconstruction of injured organ/structure indicated; limiting self care ADL']. The patient speaks in Vulgar Register and uses a Angry tone. The description should be brief with some basic details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
120,['Diarrhea'],"""I'm dyin' thro' the bloody diarrhea!""",Vulgar Register,Fearful,1,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Diarrhea. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; urgent intervention indicated']. The patient speaks in Vulgar Register and uses a Fearful tone. The description should be very brief with minimal details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
121,['Dry mouth'],"""I have a dry mouth, it's like a sore throat that won't go away.""",Informal Register,Confused,1,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Dry mouth. The symptoms are graded on a scale of ['Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Inability to adequately aliment orally; tube feeding or TPN indicated; unstimulated saliva <0.1 ml/min']. The patient speaks in Informal Register and uses a Confused tone. The description should be very brief with minimal details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
122,['Duodenal fistula'],"""I am experiencing severe abdominal pain, nausea, and vomiting, which I have not been able to control, and I fear that I may be at risk for perforation and peritonitis due to the presence of a duodenal fistula.""",Formal Register,Angry,3,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Duodenal fistula. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Asymptomatic']. The patient speaks in Formal Register and uses a Angry tone. The description should provide a moderate level of detail. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
123,"['Duodenal hemorrhage', 'Ovarian hemorrhage']","""I am feeling very weak and my stomach hurts so bad I can not even eat, I am having a lot of bleeding from my tummy, I am in agony and my body is full of pain, I am going to die if I do not get some transfusion and I am not going to be able to take any more of this and I am going to die if I do not get some medical help now, I am in so much pain that I can not even think, I am having so much bleeding from my tummy that I am not able to even lift my hands, I am in so much pain that I am not able to even speak, I am in so much pain that I am not able to even think, I am in so much pain that I am not able to even eat, I am in agony and my body is full of pain, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying, I am dying,",Formal Register,Fearful,5,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Duodenal hemorrhage, Ovarian hemorrhage. The symptoms are graded on a scale of ['Grade 3', 'Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Transfusion indicated; invasive intervention indicated; hospitalization', 'Mild symptoms; intervention not indicated']. The patient speaks in Formal Register and uses a Fearful tone. The description should be very detailed and comprehensive. The patient should enumerate their symptoms directly.Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
124,['Duodenal obstruction'],"""I'm feeling a lot of pressure in my stomach and I'm getting nauseous all the time.""",Neutral/Standard Register,Friendly,4,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Duodenal obstruction. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Asymptomatic; clinical or diagnostic observations only; intervention not indicated']. The patient speaks in Neutral/Standard Register and uses a Friendly tone. The description should be detailed and thorough. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
