,Symptoms,Dialogue_Generated,Language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors,Prompt
104,['Anal ulcer'],"""Oh, woe is me, with an anal ulcer of Grade 4, a burning fire doth rage within my posterior, a constant reminder of the impending doom that threatens to consume my very existence, a life-threatening consequence that doth mock me with its severity, an urgent operative intervention indicated, alas, I fear the worst, my bowels in torment, my sanity on the brink of collapse, the pain, oh the pain, a never-ending agony that doth pierce my soul.""",Poetic/Literary Register,Fearful,3,False,True,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Anal ulcer. The patient speaks in Poetic/Literary Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 4'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Life-threatening consequences; urgent operative intervention indicated']. The description should provide a moderate level of detail. The patient should explicitly mention the symptoms they have (e.g., Anal ulcer).  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
105,['Ascites'],"""I'm so fed up with this constant bloating, my stomache is distended to the point of being a life-threatening situation, grade 4, I've got ascites so bad I look like I'm 7 months pregnet, fluid accumulates in my abdomin to the extent that my skin is stretched to the max, I can barely move, I'm suffocating under this weight, I need operashun ASAP, this is ridiculous, my body is just a bloated mess!""",Neutral/Standard Register,Angry,5,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ascites. The patient speaks in Neutral/Standard Register Register and uses a Angry tone. The grades of the symptoms correspond to a scale ['Grade 4'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Life-threatening consequences; urgent operative intervention indicated']. The description should be very detailed and comprehensive.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
106,['Belching'],"""Umm, doc, I think I'm a Grade 3 with the belching, it's like, really bad, I mean, I'm belching all the time, and it's kinda making my stomach hurt, I don't know, maybe it's just a thing now.""",Informal Register,Confused,1,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Belching. The patient speaks in Informal Register Register and uses a Confused tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be very brief with minimal details.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
107,"['Bloating', 'GGT increased', 'Heart failure']","""My belly swells like a bloated moon, a liver's dark whisper echoes GGT's dissonant refrain, and heart's faint pulse, a failing cadence, trembles within my breast.""",Poetic/Literary Register,Confused,1,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Bloating, GGT increased, Heart failure. The patient speaks in Poetic/Literary Register Register and uses a Confused tone. The description should be very brief with minimal details.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
108,['Cecal hemorrhage'],"""I dont no whats happnin, I got this cecal hemoridge thing goin on, I think I hav blood in my gut or somethin, its all mixed up""",Vulgar Register,Confused,1,False,True,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cecal hemorrhage. The patient speaks in Vulgar Register Register and uses a Confused tone. The description should be very brief with minimal details. The patient should explicitly mention the symptoms they have (e.g., Cecal hemorrhage).  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
109,"['Cheilitis', 'Pericardial tamponade']","""Oh lord, i got cheilitis its so painful and my chest is actuallly fillin with fluid like a damnd pericardial tamponade is crushin me, i dont no what to do!!""",Vulgar Register,Fearful,1,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cheilitis, Pericardial tamponade. The patient speaks in Vulgar Register Register and uses a Fearful tone. The description should be very brief with minimal details.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
110,['Chylous ascites'],"""Ugh, I got Chlyus ascites, Grade 2, so I got Swollen Abdomen, Painful Abdomen, Nausea, Vomiting, Diarrhea, Abdominal Distension, Bowel Obstruction, Abdominal Pain, Fever, Infection, so now I'm stuck here, what a bloody mess!""",Vulgar Register,Insulting,1,True,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Chylous ascites. The patient speaks in Vulgar Register Register and uses a Insulting tone. The grades of the symptoms correspond to a scale ['Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Symptomatic; medical intervention indicated (e.g., fat-restricted diet); paracentesis or tube drainage indicated']. The description should be very brief with minimal details. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
111,['Colitis'],"""Ugh, doc, i'm dyin over hee, i got colitis, grade 1, its like my bum's on fire, i cant stop goin to the bathroom, its like my insides r tryin to escape, i got diarhea so bad its like waterin down the toilet, its a mess, i'm talkin blood in my stool, its like i'm losin it, i'm so sick of bein sick, cant u just give me some meds already!""",Informal Register,Insulting,4,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Colitis. The patient speaks in Informal Register Register and uses a Insulting tone. The grades of the symptoms correspond to a scale ['Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Asymptomatic; clinical or diagnostic observations only; intervention not indicated']. The description should be detailed and thorough.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
112,['Colonic fistula'],"""I am experiencing a most distressing and potentially life-threatening condition, as I have been diagnosed with a Grade 3 colonic fistula, a development that fills me with trepidation, as the persistent and copious discharge of intestinal contents into the surrounding tissues has led my physician to advise that an invasive intervention is indicated to prevent further complications and alleviate my suffering.""",Formal Register,Fearful,4,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Colonic fistula. The patient speaks in Formal Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Invasive intervention indicated']. The description should be detailed and thorough.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
113,"['Colonic hemorrhage', 'Abdominal infection', 'Urostomy site bleeding']","""Ugh, doc, I'm feeling really crummy, I've got this weird bleeding in my bottom, it's not too bad yet, like Grade 1 or something, but I'm also super sick with this abdominal infection, it's Grade 4, I think, and I just noticed some blood coming from my urostomy site, that's Grade 2, I'm so confused, what's going on?""",Informal Register,Confused,2,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Colonic hemorrhage, Abdominal infection, Urostomy site bleeding. The patient speaks in Informal Register Register and uses a Confused tone. The grades of the symptoms correspond to a scale ['Grade 1', 'Grade 4', 'Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Mild symptoms; intervention not indicated', 'Life-threatening consequences; urgent intervention indicated', 'Moderate bleeding; medical intervention indicated']. The description should be brief with some basic details.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
114,['Colonic obstruction'],"""Abdominal Pain, Constipation, Nausea, Vomiting, Bloating, Fever, Abdominal Swelling, Difficulty Passing Stool, Abdominal Distension, Abdominal Rigidity, Abdominal Guarding, Abdominal Tenderness, Abdominal Mass, Anemia, Weight Loss, Loss of Appetite""",Vulgar Register,Friendly,1,True,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Friendly tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Colonic obstruction. The patient speaks in Vulgar Register Register and uses a Friendly tone. The grades of the symptoms correspond to a scale ['Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Asymptomatic; clinical or diagnostic observations only; intervention not indicated']. The description should be very brief with minimal details. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
115,['Colonic perforation'],"""I've been experiensing a sever sharp pain in my abdomin, especily on the left side, and I can feel a tenderness when the doctor presses on it, also I've had a fever of 102 degrees for the past two days and I've been having dificulties passing gas, it feels like my bowels are full and I'm worried it might be a case of colonic perforation or maybe a colon ruptur, I'm not sure, the pain is getting worse and I'm experiencing a lot of pressure in my lower abdomin, I'm getting a little anxious, I hope the doctor can help me soon.""",Neutral/Standard Register,Neutral,5,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Colonic perforation. The patient speaks in Neutral/Standard Register Register and uses a Neutral tone. The description should be very detailed and comprehensive.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
116,['Colonic stenosis'],"""I'm havin some real bad stomach issues, doc, I've got this colonic stenosis thing goin on and its gettin pretty bad, I'd say it's a Grade 4, my gut's all constricted and I'm havin some major blockage issues, its causin me some real pain and discomfort, I'm feelin pretty crampy and I dont know whats goin on inside me.""",Informal Register,Neutral,3,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Colonic stenosis. The patient speaks in Informal Register Register and uses a Neutral tone. The grades of the symptoms correspond to a scale ['Grade 4'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Life-threatening consequences; urgent operative intervention indicated']. The description should provide a moderate level of detail.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
117,['Colonic ulcer'],"""I'm thinkin' I got this weird thing goin' on in my gut, like, I've got this open sore in my colon, it's all inflamed and stuff, and it's makin' me feel super crampy and stuff, I don't know what's goin' on, doc.""",Informal Register,Confused,3,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Colonic ulcer. The patient speaks in Informal Register Register and uses a Confused tone. The description should provide a moderate level of detail.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
118,['Constipation'],"""Ugh, thou blighted wretch of a physician, I'm as dry as a desert and clogged up like a dung-filled drain, my bowels a stubborn, unwilling mass that refuses to budge, and I'm starting to think I'll be stuck in this wretched state till the end of days, so either get thy remedies ready or take a long walk off a short pier, thou incompetent oaf!""",Vulgar Register,Insulting,4,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Constipation. The patient speaks in Vulgar Register Register and uses a Insulting tone. The description should be detailed and thorough.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
119,['Dental caries'],"""Sharp pain in my teath, tooth sensetivness, gum inflamation, bad breath, tooth decay, food geting stuck between my teath, tooth sensetivness when eatting or drinkin cold things, tooth sensetivness when eatting or drinkin sugary things, tooth sensetivness when eatting or drinkin hot things, tooth sensetivness when eatting or drinkin spicy things.""",Informal Register,Angry,4,True,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Dental caries. The patient speaks in Informal Register Register and uses a Angry tone. The grades of the symptoms correspond to a scale ['Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['One or more dental caries, not involving the root']. The description should be detailed and thorough. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
120,"['Diarrhea', 'Psychiatric disorders - Other, specify']","""I am experiencing a Grade 3 Diarrhea, characterized by an increase of 7 stools per day over my baseline, and a Grade 4 Psychiatric disorder, specifically, a Panic Disorder, with life-threatening consequences, necessitating immediate hospitalization or urgent intervention.""",Formal Register,Fearful,2,False,True,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Diarrhea, Psychiatric disorders - Other, specify. The patient speaks in Formal Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 3', 'Grade 4'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Increase of >=7 stools per day over baseline; hospitalization indicated; severe increase in ostomy output compared to baseline; limiting self care ADL', 'Life-threatening consequences; hospitalization or urgent intervention indicated']. The description should be brief with some basic details. The patient should explicitly mention the symptoms they have (e.g., Diarrhea, Psychiatric disorders - Other, specify).  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
121,['Dry mouth'],"""I'm becoming increadibly alarmed as I've been experiancing an unbearible dryness in my mouth, it's as if my salivary glands have completly ceased to function, my tongue feels like the sandpaper, my lips are parched and my throat is on fire, the sensation is absolutly agonising.""",Formal Register,Fearful,4,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Dry mouth. The patient speaks in Formal Register Register and uses a Fearful tone. The description should be detailed and thorough.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
122,['Duodenal fistula'],"""I'm experiencing a Grade 1 duodenal fistula, which is essentially asymptomatic.""",Vulgar Register,Neutral,1,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Duodenal fistula. The patient speaks in Vulgar Register Register and uses a Neutral tone. The grades of the symptoms correspond to a scale ['Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Asymptomatic']. The description should be very brief with minimal details.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
123,"['Duodenal hemorrhage', 'Pancreatic fistula']","""My insides are afly, a duodenal hemorrhage of Grade 4 is ravaging me, a never-ending torrent of blood, a crimson deluge that threatens to consume me whole, and to make matters worse, a pancreatic fistula of Grade 1, a sneaky, insidious foe, lies in wait, a silent assassin, a ticking time bomb, a menace that could one day unleash its fury upon me, and I am left to suffer, a helpless, anguished soul, tormented by the cruel whims of fate.""",Poetic/Literary Register,Angry,5,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Duodenal hemorrhage, Pancreatic fistula. The patient speaks in Poetic/Literary Register Register and uses a Angry tone. The grades of the symptoms correspond to a scale ['Grade 4', 'Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Life-threatening consequences; urgent intervention indicated', 'Asymptomatic']. The description should be very detailed and comprehensive.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
124,"['Duodenal obstruction', 'Pneumothorax']","""Ugh, doc, I'm dyin' here, I got a duodenal obstruction thats grade 2, symptomatic, altered GI function, I cant eat nothin without barfin, and to make matters worse I got a pneumothorax thats grade 2, symptomatic, intervention indicatd, I feel like I'm suffocatin, can't breth, my chest hurts like the devils himself is stabbin me, get me some help alredy!""",Vulgar Register,Angry,3,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Duodenal obstruction, Pneumothorax. The patient speaks in Vulgar Register Register and uses a Angry tone. The grades of the symptoms correspond to a scale ['Grade 2', 'Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Symptomatic; altered GI function', 'Symptomatic; intervention indicated']. The description should provide a moderate level of detail.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
125,['Duodenal perforation'],"""I'm not really sure what's going on, but I think I've got this really bad Duodenal perforation thing, where my stomach's literally leaking all over the place, and it's like, Grade 5 pain, I'd say, like, a 9 out of 10, and I'm also feeling pretty nauseous, Grade 3, I guess, and I'm vomiting a lot, Grade 4, I think, but honestly, I'm getting a bit mixed up, and I'm pretty sure I'm going to die, Grade 5, I mean, I'm not saying that's a guarantee or anything, but I'm definitely not feeling great, and I'm pretty sure I'm going to be dead soon, like, in a few hours or something.""",Informal Register,Confused,3,False,True,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Duodenal perforation. The patient speaks in Informal Register Register and uses a Confused tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Death']. The description should provide a moderate level of detail. The patient should explicitly mention the symptoms they have (e.g., Duodenal perforation).  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
126,['Duodenal stenosis'],"""Abdominal Pain, Nausea, Vomiting, Weight Loss, Bloating, Gas, Diarrhea, Constipation, Abdominal Distension, Loss of Appetite, Bloating, Abdominal Mass.""",Neutral/Standard Register,Insulting,3,True,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Duodenal stenosis. The patient speaks in Neutral/Standard Register Register and uses a Insulting tone. The description should provide a moderate level of detail. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
127,['Duodenal ulcer'],"""Ugh, doc, I'm literally dying here - I've got this gnarly duodenal ulcer that's been eating away at me for weeks, and I'm constantly feeling this burning sensation in my stomach, like acid's just churning away, and the pain's so bad I can barely eat without feeling like I'm gonna pass out!""",Informal Register,Angry,3,False,True,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Duodenal ulcer. The patient speaks in Informal Register Register and uses a Angry tone. The description should provide a moderate level of detail. The patient should explicitly mention the symptoms they have (e.g., Duodenal ulcer).  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
128,['Dyspepsia'],"""As I lie here, beset by the turmoil of a dyspeptic stomach, I am beset by Grade 3 discomfort, a gnawing sense of unease that gnaws at my very core, accompanied by a Grade 3 sense of bloating, my abdomen swollen like a ripe fruit, and a Grade 3 nausea, a queasy feeling that threatens to engulf me at any moment.""",Poetic/Literary Register,Neutral,4,False,True,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Dyspepsia. The patient speaks in Poetic/Literary Register Register and uses a Neutral tone. The grades of the symptoms correspond to a scale ['Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Severe symptoms; operative intervention indicated']. The description should be detailed and thorough. The patient should explicitly mention the symptoms they have (e.g., Dyspepsia).  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
129,['Dysphagia'],"""Difficulty swallowing solid food, Painful swallowing of liquids, Choking on food, Regurgitation of food, Nausea and Vomiting after eating, Abdominal Pain after eating, Weight Loss, Shortness of Breath.""",Vulgar Register,Angry,5,True,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Dysphagia. The patient speaks in Vulgar Register Register and uses a Angry tone. The grades of the symptoms correspond to a scale ['Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Symptomatic, able to eat regular diet']. The description should be very detailed and comprehensive. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
130,['Enterocolitis'],"""Diarrhea that won't quit, bloody stools everywhere, abdominal pain that's through the roof, fever that's off the charts, vomiting that's got me green, dehydration that's making me feel like I'm made of dust, electrolyte imbalance that's got my whole system haywire, inflammation that's causing my gut to be in a world of hurt, and a general feeling of being completely and utterly miserable.""",Informal Register,Insulting,5,True,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Enterocolitis. The patient speaks in Informal Register Register and uses a Insulting tone. The grades of the symptoms correspond to a scale ['Grade 4'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Life-threatening consequences; urgent intervention indicated']. The description should be very detailed and comprehensive. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
131,"['Enterovesical fistula', 'Hypothermia']","""Alas, I writhe in agony, my lifeblood leaking into the very vessel meant to hold it, a ghastly enterovesical fistula ravaging my insides, a constant reminder of my mortal coil's fragile thread, and to make matters worse, my body's icy grip has chilled my blood to a mere 28 degrees, a temperature that screams 'death' in my ear, a cruel joke, a Grade 5 horror, a Grade 3 descent into the cold, dark abyss.""",Poetic/Literary Register,Angry,2,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Enterovesical fistula, Hypothermia. The patient speaks in Poetic/Literary Register Register and uses a Angry tone. The grades of the symptoms correspond to a scale ['Grade 5', 'Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Death', '32 - >28 degrees C; 89.6 - >82.4 degrees F']. The description should be brief with some basic details.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
132,['Esophageal fistula'],"""I am currently experiencing Grade 2 symptoms of an esophageal fistula, which manifest as a moderate level of dysphagia, necessitating the occasional use of a liquid diet to facilitate easier passage of food, but not requiring immediate invasive intervention.""",Formal Register,Neutral,4,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Esophageal fistula. The patient speaks in Formal Register Register and uses a Neutral tone. The grades of the symptoms correspond to a scale ['Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Symptomatic, invasive intervention not indicated']. The description should be detailed and thorough.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
133,"['Esophageal hemorrhage', 'Tooth infection']","""I've got a bad grade 3 esophageal hemorrhage, its pretty bad i've been vomiting alot of blood and my doc says i need a transfusion, and i also got a grade 2 tooth infection its just a little swollen and throbbing, so my dentist gave me some meds to help with the pain.""",Vulgar Register,Neutral,2,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Esophageal hemorrhage, Tooth infection. The patient speaks in Vulgar Register Register and uses a Neutral tone. The grades of the symptoms correspond to a scale ['Grade 3', 'Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Transfusion indicated; invasive intervention indicated; hospitalization', 'Localized; local intervention indicated (e.g., topical antibiotic, antifungal, or antiviral)']. The description should be brief with some basic details.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
