,Symptoms,Dialogue_Generated,Language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors,Prompt
59,"['Growth accelerated', 'Urostomy site bleeding', 'Chylothorax', 'Vision decreased']","""I've been suffering for months now, I can feel the growth in my body accelerating, and the urostomy site bleeding is getting worse, it's like a fire in there, it's making me feel like I'm going blind, my vision's getting worse, it's not just a little bit, it's like it's completely gone, and I don't know how to stop it, it's like a constant burning, it's making me feel like I'm dying, I've been told that the only way to stop it is to get the growth under control, but I don't know how to do that, I'm scared, I don't know if I can do this anymore.""",Vulgar Register,Fearful,5,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Growth accelerated, Urostomy site bleeding, Chylothorax, Vision decreased. The symptoms are graded on a scale of ['Grade 3', 'Grade 1', 'Grade 5', 'Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -', 'Minimal bleeding identified on clinical exam; intervention not indicated', 'Death', ' -']. The patient speaks in Vulgar Register and uses a Fearful tone. The description should be very detailed and comprehensive. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
60,['Hyperparathyroidism'],"""I'm feelin' like I've got a right ol' pain in me head and me bones, mate, and it's gettin' worse by the minute, innit?""",Vulgar Register,Angry,2,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hyperparathyroidism. The symptoms are graded on a scale of ['Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Vulgar Register and uses a Angry tone. The description should be brief with some basic details. The patient should enumerate their symptoms directly.Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
61,['Hyperthyroidism'],"""I am feeling aches and pains.""",Neutral/Standard Register,Confused,1,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hyperthyroidism. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Death']. The patient speaks in Neutral/Standard Register and uses a Confused tone. The description should be very brief with minimal details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
62,['Hypoparathyroidism'],"""I dont feel good, i feel like i am going to die, my bones are soft and my teeth are falling out, my mouth is all numb and i dont feel no pain, my parathyroid glands are not working right and i dont know what that means, i am having trouble swallowing and my throat is all sore and i dont feel no pain, my bones are soft and my teeth are falling out, my mouth is all numb and i dont feel no pain, my parathyroid glands are not working right and i dont know what that means, i am having trouble swallowing and my throat is all sore and i dont feel no pain, my bones are soft and my teeth are falling out, my mouth is all numb and i dont feel no pain, my parathyroid glands are not working right and i dont know what that means, i am having trouble swallowing and my throat is all sore and i dont feel no pain, my bones are soft and my teeth are falling out, my mouth is all numb and i dont feel no pain, my parathyroid glands are not working right and i dont know what that means, i am having trouble swallowing and my throat is all sore and i dont feel no pain, my bones are soft and my teeth are falling out, my mouth is all numb and i dont feel no pain, my parathyroid glands are not working right and i dont know what that means, i am having trouble swallowing and my throat is all sore and i",Vulgar Register,Friendly,3,False,True,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypoparathyroidism. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; urgent intervention indicated']. The patient speaks in Vulgar Register and uses a Friendly tone. The description should provide a moderate level of detail. The patient should explicitly mention all symptoms they have, specifically: Hypoparathyroidism. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
63,"['Hypophysitis', 'Blood bicarbonate decreased', 'Laryngeal inflammation', 'Jejunal obstruction']","""I feel like my body is achin and my throat is killin me, i dont no how its happendin to me, but its definately bad, my voice is raspy, my breath is all dificult, my blood bicarbonate is low, my larynx is inflamming, and my jejun is gettin blocked, and i dont no why its happendin, i feel like i cant breath, i cant even talk, its so frustratin, my heart is beatin fast, and i dont no how its happendin to me, i feel like i cant even eat, my body is achin, my throat is killin me, and i dont no how its happendin to me, i feel like i cant even breathe, i cant even talk, its so frustratin, my heart is beatin fast, and i dont no how its happendin to me, i feel like i cant even eat, my body is achin, my throat is killin me, and i dont no how its happendin to me, i feel like i cant even breathe, i cant even talk, its so frustratin, my heart is beatin fast, and i dont no how its happendin to me, i feel like i cant even eat, my body is achin, my throat is killin me, and i dont no how its happendin to me, i feel like i cant even breathe, i",Informal Register,Fearful,5,False,True,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypophysitis, Blood bicarbonate decreased, Laryngeal inflammation, Jejunal obstruction. The symptoms are graded on a scale of ['Grade 2', 'Grade 1', 'Grade 1', 'Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Moderate; minimal, local or noninvasive intervention indicated; limiting age-appropriate instrumental ADL', '<LLN and no intervention initiated', 'Mild sore throat; raspy voice', 'Asymptomatic; clinical or diagnostic observations only; intervention not indicated']. The patient speaks in Informal Register and uses a Fearful tone. The description should be very detailed and comprehensive. The patient should explicitly mention all symptoms they have, specifically: Hypophysitis, Blood bicarbonate decreased, Laryngeal inflammation, Jejunal obstruction. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
64,['Hypopituitarism'],"""I dont no what its happend to me its bein so bad I cant even remember the last thing I did""",Neutral/Standard Register,Confused,1,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypopituitarism. The patient speaks in Neutral/Standard Register and uses a Confused tone. The description should be very brief with minimal details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
65,['Hypothyroidism'],"""I dont no wut dis is, its makin me feel like i'm gettin sick every day, my tuns and legs ar feelin really bad, my heart is bein slowed down, and my mind is gettin all cloudy and fuzzy, its like i'm gettin a brain drain, and im losin my motiion to do shits, and im losin my motiion to eat, and i dont no why im losin my motiion to even get out of bed, its like i'm in a daze, and im losin my motiion to even think, and its like i'm in a daze and im losin my motiion to even feel, and its like i'm losin my motiion to even exist, its like i'm losin my motiion to even breathe, its like i'm losin my motiion to even think, and its like i'm losin my motiion to even feel, and its like i'm losin my motiion to even exist, its like i'm losin my motiion to even breathe, its like i'm losin my motiion to even think, and its like i'm losin my motiion to even feel, and its like i'm losin my motiion to even exist, its like i'm losin my motiion to even breathe, its like i'm losin my mot",Informal Register,Confused,5,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypothyroidism. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Asymptomatic; clinical or diagnostic observations only; intervention not indicated']. The patient speaks in Informal Register and uses a Confused tone. The description should be very detailed and comprehensive. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
66,"['Precocious puberty', 'Death NOS']","""I feel like I'm turnin into a priddy little thing, but not just a little bit, I'm talkin precocious puberty, I'm talkin death nos, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talkin the stuf that's killin me, I'm talk",Poetic/Literary Register,Confused,5,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Precocious puberty, Death NOS. The symptoms are graded on a scale of ['Grade 3', 'Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -', ' -']. The patient speaks in Poetic/Literary Register and uses a Confused tone. The description should be very detailed and comprehensive. The patient should enumerate their symptoms directly.Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
67,"['Testosterone deficiency', 'Colonic obstruction']","""My gut is a festering boil, my sex hormones are dying, and my gut's in a straitjacket.""",Poetic/Literary Register,Insulting,1,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Testosterone deficiency, Colonic obstruction. The symptoms are graded on a scale of ['Grade 1', 'Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Asymptomatic; mild symptoms with no intervention indicated', 'Life-threatening consequences; urgent operative intervention indicated']. The patient speaks in Poetic/Literary Register and uses a Insulting tone. The description should be very brief with minimal details. The patient should explicitly mention all symptoms they have, specifically: Testosterone deficiency, Colonic obstruction. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
68,"['Virilization', 'Fracture', 'Retinal vascular disorder']","""Ah, doctor, I'm in agony and my bones are breaking, I'm experiencing a terrible and painful condition that's killing me, I'm a mess, my body's a mess, I'm dying, my retinal vessels are clogged, I can feel the blood clotting, I'm in a lot of pain, my bones are cracking, I'm in a lot of distress, I'm dying, I'm dying, I'm dying.""",Formal Register,Confused,2,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Virilization, Fracture, Retinal vascular disorder. The symptoms are graded on a scale of ['Grade 1', 'Grade 5', 'Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Mild symptoms; intervention not indicated', 'Death', ' -']. The patient speaks in Formal Register and uses a Confused tone. The description should be brief with some basic details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
69,"['Blurred vision', 'Glaucoma', 'Delirium', 'Meningitis']","""I cant see reight, its all blurry, its like 20/200 or worse, its a blud, I cant even see the bein I need to eat, its a blud, I cant even see the bein I need to drink, its a blud, I cant even see the bein I need to breathe, its a blud, I cant even see the bein I need to live, its a blud, I cant even see the bein I need to get out of bed, its a blud, I cant even see the bein I need to get out of the house, its a blud, I cant even see the bein I need to get out of the country, its a blud, I cant even see the bein I need to get out of the city, its a blud, I cant even see the bein I need to get out of the hospital, its a blud, I cant even see the bein I need to get out of the hospital and die, its a blud, I cant even see the bein I need to get out of the hospital and die, its a blud, I cant even see the bein I need to get out of the hospital and die, its a blud, I cant even see the bein I need to get out of the hospital and die, its a blud, I cant even see the bein I need to get",Formal Register,Angry,4,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Blurred vision, Glaucoma, Delirium, Meningitis. The symptoms are graded on a scale of ['Grade 4', 'Grade 3', 'Grade 1', 'Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Best corrected visual acuity of 20/200 or worse in the affected eye', 'EIOP causing visual field deficits', 'Mild acute confusional state', ' -']. The patient speaks in Formal Register and uses a Angry tone. The description should be detailed and thorough. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
70,['Cataract'],"""My vision is blurry and fuzzy, like a cataract, and it's getting worse. I can barely see anything, it's like a black hole.""",Neutral/Standard Register,Fearful,2,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cataract. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Neutral/Standard Register and uses a Fearful tone. The description should be brief with some basic details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
71,"['Corneal ulcer', 'Pulmonary fistula', 'Akathisia']","""I am experiencing a perforation in the affected eye, an invasive intervention indicated, and I am experiencing akathisia, and my corneal ulcer is worsening, and my pulmonary fistula is not healing, and I am suffering from severe pain and I am unable to sleep.""",Formal Register,Fearful,3,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Corneal ulcer, Pulmonary fistula, Akathisia. The symptoms are graded on a scale of ['Grade 4', 'Grade 3', 'Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Perforation in the affected eye', 'Invasive intervention indicated', ' -']. The patient speaks in Formal Register and uses a Fearful tone. The description should provide a moderate level of detail. The patient should explicitly mention all symptoms they have, specifically: Corneal ulcer, Pulmonary fistula, Akathisia. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
72,['Dry eye'],"""I am utterly miserable, my eyes are perpetually parched, and my vision is woefully diminished, I am a shadow of my former self, and I am utterly incapacitated, my tears are so dry that they are barely visible, my eyes are so inflamed that I can barely see a thing, I am a prisoner in my own body, and I am utterly helpless against my own suffering, my eyes are a deep, burning red, and my vision is a dull, fuzzy haze, I am trapped in this prison of my own making, and I am utterly at the mercy of my own suffering, I am a shell of my former self, and I am utterly dependent on my own suffering.""",Formal Register,Insulting,5,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Dry eye. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Formal Register and uses a Insulting tone. The description should be very detailed and comprehensive. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
73,['Extraocular muscle paresis'],"""I feel like I'm losin' me head, me eyes are gettin all squinty and my jaw is as stiff as a dog's bum, and I've got a sore throat like I've had the shits for days, and I'm losin' me sense of smell, and I've got a nasty cough that's been goin on for weeks, and I'm gettin all dizzy and nauseous, and I've got a sore throat that's been goin on for weeks, and I've got a nasty cough that's been goin on for weeks, and I'm gettin all dizzy and nauseous, and I've got a sore throat that's been goin on for weeks, and I'm losin' me sense of smell, and I've got a nasty cough that's been goin on for weeks, and I'm losin' me sense of smell, and I've got a sore throat that's been goin on for weeks, and I'm losin' me sense of smell, and I've got a nasty cough that's been goin on for weeks, and I'm losin' me sense of smell, and I've got a sore throat that's been goin on for weeks, and I'm losin' me sense of smell, and I've got a nasty cough that's been goin on for weeks, and I'm losin' me sense of smell, and I've got a sore throat",Vulgar Register,Neutral,5,False,True,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Extraocular muscle paresis. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Vulgar Register and uses a Neutral tone. The description should be very detailed and comprehensive. The patient should explicitly mention all symptoms they have, specifically: Extraocular muscle paresis. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
74,"['Eye disorders - Other, specify']","""My eyes are severely impaired, with blurred vision, double vision, and a lack of depth perception.""",Formal Register,Neutral,1,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Eye disorders - Other, specify. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Asymptomatic or mild symptoms; clinical or diagnostic observations only; intervention not indicated; no change in vision']. The patient speaks in Formal Register and uses a Neutral tone. The description should be very brief with minimal details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
75,['Eye pain'],"""My eyes ar painfull and my vision is blurred, I dont no wiat, its goin to kill me if I dont get some meds""",Formal Register,Insulting,5,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Eye pain. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Formal Register and uses a Insulting tone. The description should be very detailed and comprehensive. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
76,['Eyelid function disorder'],"""I dont no why i cant blke my eyelid like every day its like its geting a bruise or somethin and its gettin all red and swollen and i cant look at me self in the mring""",Formal Register,Angry,2,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Eyelid function disorder. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic; nonoperative intervention indicated; limiting instrumental ADL']. The patient speaks in Formal Register and uses a Angry tone. The description should be brief with some basic details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
77,['Flashing lights'],"""Oh, woe is me, my mind doth dance with visions of green and blue, a kaleidoscope of lights that flash and play, a maddening spectacle that doth assail my senses, a blinding radiance that doth pierce my brain, a torment that doth rend my heart, a sight that doth mock my very soul.""",Poetic/Literary Register,Neutral,4,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Flashing lights. The symptoms are graded on a scale of ['Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Limiting self care ADL']. The patient speaks in Poetic/Literary Register and uses a Neutral tone. The description should be detailed and thorough. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
78,['Floaters'],"""I dont have no floaters, its just a feeling in my head.""",Informal Register,Neutral,1,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Floaters. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Limiting instrumental ADL']. The patient speaks in Informal Register and uses a Neutral tone. The description should be very brief with minimal details. The patient should enumerate their symptoms directly.Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
79,"['Glaucoma', 'Dysgeusia', 'Cecal infection']","I have severe glaucoma and a cecal infection with dysgeusia. My vision is severely impaired and I can barely see anything, I have to eat very small meals, and I feel a lot of pain in my stomach, and I have a very bad taste in my mouth, and I have to eat very small meals, and I feel a lot of pain in my stomach, and I have a very bad taste in my mouth, and I have to eat very small meals, and I feel a lot of pain in my stomach, and I have a very bad taste in my mouth, and I have to eat very small meals, and I feel a lot of pain in my stomach, and I have a very bad taste in my mouth, and I have to eat very small meals, and I feel a lot of pain in my stomach, and I have a very bad taste in my mouth, and I have to eat very small meals, and I feel a lot of pain in my stomach, and I have a very bad taste in my mouth, and I have to eat very small meals, and I feel a lot of pain in my stomach, and I have a very bad taste in my mouth, and I have to eat very small meals, and I feel a lot of pain in my stomach, and I have a very bad taste in my mouth, and I have to eat very small meals, and I feel a lot of pain in my stomach, and I have",Neutral/Standard Register,Fearful,5,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Glaucoma, Dysgeusia, Cecal infection. The symptoms are graded on a scale of ['Grade 2', 'Grade 2', 'Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['EIOP which can be reduced to 21 mmHg or under with topical medications and no visual field deficit', 'Altered taste with change in diet (e.g., oral supplements); noxious or unpleasant taste; loss of taste', 'Death']. The patient speaks in Neutral/Standard Register and uses a Fearful tone. The description should be very detailed and comprehensive. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
80,['Keratitis'],"""I feel my eyes are geting alot of pain and it's like my corneer is geting a cut and it's not healin""",Formal Register,Neutral,4,False,True,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Keratitis. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Formal Register and uses a Neutral tone. The description should be detailed and thorough. The patient should explicitly mention all symptoms they have, specifically: Keratitis. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
81,['Night blindness'],"""I can barely see the stars in the night sky, but my eyes are not actually blind, they're just not seeing anything at all.""",Neutral/Standard Register,Fearful,3,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Night blindness. The patient speaks in Neutral/Standard Register and uses a Fearful tone. The description should provide a moderate level of detail. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
82,"['Optic nerve disorder', 'Chronic kidney disease', 'Urine discoloration', 'Eye disorders - Other, specify', 'Vaginal perforation']","""The doctor says I hae a nasty Optic nerve disorde, but I dont no how it happend to me, I think maybe it was the meds I was takin for my kidney problums. My eye is actin like it has a lot of discoloration, like a bad stain, I dont no how to remeber what I did that day, I was takin alot of meds and I dont no if I took the right pill, I think maybe I took too much and thats why I dont no how it happend to me, I dont no how to remeber what I did that day, I was takin alot of meds and I dont no if I took the right pill, I think maybe I took too much and thats why I dont no how it happend to me, I dont no how to remeber what I did that day, I was takin alot of meds and I dont no if I took the right pill, I think maybe I took too much and thats why I dont no how it happend to me, I dont no how to remeber what I did that day, I was takin alot of meds and I dont no if I took the right pill, I think maybe I took too much and thats why I dont no how it happend to me, I dont no how to remeber what I did that day, I was takin alot of meds and I dont no if I took the",Neutral/Standard Register,Confused,3,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Optic nerve disorder, Chronic kidney disease, Urine discoloration, Eye disorders - Other, specify, Vaginal perforation. The symptoms are graded on a scale of ['Grade 3', 'Grade 3', 'Grade 1', 'Grade 1', 'Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Marked decrease in visual acuity (best corrected visual acuity worse than 20/40 or more than 3 lines of decreased vision from known baseline, up to 20/200)', 'eGFR or CrCl 29 - 15 ml/min/1.73 m2', 'Present', 'Asymptomatic or mild symptoms; clinical or diagnostic observations only; intervention not indicated; no change in vision', 'Invasive intervention indicated']. The patient speaks in Neutral/Standard Register and uses a Confused tone. The description should provide a moderate level of detail. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
83,['Papilledema'],"""My eyes feel like a warm oven on a winter's night, I can barely see the paper on my bed, my vision is blurry and I can feel the pressure in my head, my Papilledema is a 5, I don't know what it means, I feel like I'm drowning in a sea of pain.""",Poetic/Literary Register,Confused,2,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Papilledema. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Poetic/Literary Register and uses a Confused tone. The description should be brief with some basic details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
84,['Periorbital edema'],"""""Periorbital edema, Grade 3. Soft or non-pitting.",Neutral/Standard Register,Insulting,1,True,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Periorbital edema. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Soft or non-pitting']. The patient speaks in Neutral/Standard Register and uses a Insulting tone. The description should be very brief with minimal details. The patient should enumerate their symptoms directly.The patient should explicitly mention all symptoms they have, specifically: Periorbital edema. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
85,['Photophobia'],"""I dont no what its causin me but its makin me feel so bad its like my eyes bein full of water and i cant see anythin but blurry. I cant even look at anythin thats bright and thats makin me feel bad. Its like my brain bein flooded with light and its drivin me crazy!""",Informal Register,Confused,5,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Photophobia. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Informal Register and uses a Confused tone. The description should be very detailed and comprehensive. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
86,['Retinal detachment'],"""Me dey gettin' da retinal detatchment, me seein' me eyes all blurry, me seein' da world upside down, me feelin' all da weird tingz, me can't even see me own face, me feelin' da pain in me head, me seein' da world in dis 3d, it's all so confusin'""",Vulgar Register,Confused,3,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Retinal detachment. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Vulgar Register and uses a Confused tone. The description should provide a moderate level of detail. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
87,"['Retinal tear', 'Duodenal infection']","""I feel like I'm having a bunch of pains in my eyes, and my retina is all cracked and teary, and I'm pretty sure I had a duodenal infection last week, I think I ate somethin that was to die for, I was so hungry I couldnt even eat a sandwich, I was so sick I cant even think straight, my retinal tear is gettin worse by the minute, I'm not sure if I can even see out of my eye, it's like my retina is gettin all swollen and stuff, I'm pretty sure I'm gonna need some serious treatment or somethin, I dont no if I'll ever be able to see again.""",Neutral/Standard Register,Neutral,5,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Retinal tear, Duodenal infection. The symptoms are graded on a scale of ['Grade 1', 'Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['No retinal detachment and treatment not indicated', 'Life-threatening consequences; urgent intervention indicated']. The patient speaks in Neutral/Standard Register and uses a Neutral tone. The description should be very detailed and comprehensive. The patient should enumerate their symptoms directly.Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
88,"['Retinal vascular disorder', 'Tracheal stenosis']","""I have a severe retinal vascular disorder and tracheal stenosis, and I am dying."" Note: The patient is in a coma and has no way to communicate or express themselves. This is a fictional representation and should not be taken as actual patient communication.",Formal Register,Insulting,1,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Retinal vascular disorder, Tracheal stenosis. The symptoms are graded on a scale of ['Grade 1', 'Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -', 'Death']. The patient speaks in Formal Register and uses a Insulting tone. The description should be very brief with minimal details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
89,['Retinopathy'],"""My vision is shot, I can barely see a few words on the page, my eyes are itchy and I'm seeing little dots everywhere, it's like my retina is burning, I can barely see anything except for these tiny little dots, it's like my eyes are on fire, I'm so sick of this, I need to see the world clearly, not these tiny little dots, I'm so tired, I just want to sleep, I'm so frustrated, I just want to be able to see, I'm so angry, I'm so tired, I just want to be able to see, I am so angry.""",Informal Register,Angry,2,True,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Retinopathy. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Informal Register and uses a Angry tone. The description should be brief with some basic details. The patient should enumerate their symptoms directly.Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
