,Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
407," ""I have been experiencing a constant ringing in my ears for the past few days. It's like a high-pitched hissing sound that is always present, and it's really annoying. It's not very loud, but it's always there, and it's really distracting. I've tried ignoring it, but it's hard to do so because it's always there. I've also tried covering my ears, but that doesn't seem to help either. I'm not sure what's causing this ringing in my ears, but I hope it goes away soon.""",Ringing in ears,Severity,Mild,Neutral/Standard Register,Neutral,5,False,False,False
408," ""I'm so sick of this ringing in my ears, it's been going on for months now and I can't take it anymore. It's like having a constant fly buzzing around your head, driving you crazy. I can't even sleep at night because of it. I've tried everything, from earplugs to white noise machines, but nothing works. I'm at my wit's end.""",Ringing in ears,Severity,Severe,Neutral/Standard Register,Insulting,4,False,False,False
409," ""I got these little buggers in my eye now and then, and it's like I'm lookin' through a dirty windshield or somethin'. I mean, I can still see 'em, but they're all wiggly and stuff. It's like I'm lookin' at the world through a fishbowl or somethin'. I swear, I ain't never seen nothin' like it before.""",Visual floaters,Presence/Absence,Not sexually active,Vulgar Register,Confused,4,False,True,True
410," ""i cant really explain it but i keep seeing these little strings everywhere i look""",Visual floaters,Presence/Absence,Prefer not to answer,Informal Register,Confused,2,False,False,True
411," ""i cant see properly there are these little dots moving around""",Visual floaters,Presence/Absence,Not applicable,Neutral/Standard Register,Fearful,1,False,False,True
412," ""I got these little buggers in my eye, mate. They're like little strings or threads, and they're always moving around. It's like I'm seeing a bloody movie in my eye!""",Visual floaters,Presence/Absence,No,Vulgar Register,Friendly,1,False,False,False
413," ""I've been seeing these little black dots out of the corner of my eye for a while now, and I swear they're following me around.""",Visual floaters,Presence/Absence,Yes,Neutral/Standard Register,Insulting,1,False,False,True
414," ""My eyes are so itchy and watery that I can barely focus on anything.""",Watery eyes,Interference (with daily activities),Not at all,Formal Register,Insulting,3,False,False,False
415," ""My eyes are weeping tears like a fountain, and I fear I shall drown in this deluge.""",Watery eyes,Interference (with daily activities),A little bit,Poetic/Literary Register,Fearful,2,False,False,False
416," ""Me eyes be all watery like I been cryin' for days, but I ain't been cryin' at all. It's like I got some sand in 'em or somethin'.""",Watery eyes,Interference (with daily activities),Somewhat,Vulgar Register,Friendly,5,False,False,False
417," ""My eyes are so watery that I can't even see properly, and it's quite annoying, because I can't even read a book without my eyes getting all wet and blurry.""",Watery eyes,Interference (with daily activities),Quite a bit,Poetic/Literary Register,Insulting,2,True,False,False
418," ""My eyes are so watery that I can't even watch a movie without getting soaked in my seat.""",Watery eyes,Interference (with daily activities),Very much,Poetic/Literary Register,Angry,4,False,False,False
419," ""I have been experiencing watery eyes for the past few days, and it is getting worse and worse.""",Watery eyes,Severity,Very severe,Formal Register,Friendly,4,False,False,True
420," ""My eyes are constantly watery and itchy, and I have a foreign body sensation in them. It is very annoying and I cannot concentrate on anything. I have tried artificial tears but they do not help.""",Watery eyes,Severity,Not sexually active,Formal Register,Angry,5,True,False,True
421," ""oh my god my eyes are so watery and itchy and i cant stop rubbing them and it feels like sand is in my eyes and i cant see properly and i am so scared what if something is wrong with my eyes""",Watery eyes,Severity,Prefer not to answer,Informal Register,Fearful,4,False,False,True
422," ""i cant stop crying watery eyes are driving me nuts""",Watery eyes,Severity,None,Informal Register,Angry,1,False,False,True
423," ""I have been experiencing watery eyes for the past few days, and it is getting worse by the hour.""",Watery eyes,Severity,Not applicable,Formal Register,Fearful,5,False,False,False
424," ""I have been experiencing watery eyes for the past few days. At first, I thought it was just because I was tired, but now it seems to be happening all the time. My eyes feel really itchy and dry too, and I can feel the tears running down my cheeks. It's really annoying and embarrassing because I'm always rubbing my eyes and wiping my cheeks. I'm worried that it might be a sign of something more serious though.""",Watery eyes,Severity,Moderate,Neutral/Standard Register,Neutral,5,False,False,False
425," ""My eyes are always watery and itchy.""",Watery eyes,Severity,Mild,Informal Register,Neutral,2,True,False,False
426," ""I've been having the most godawful itchy eyes for the past few days. They're so itchy I can't even sleep at night. It's like I've got a million little ants crawling around in there. And it's not just itchy, it's also really watery. I've been rubbing my eyes so much that they're all red and sore now. I've tried putting some eye drops in, but it's not helping at all. I think I might have some kind of infection or something. I'm really worried about it.""",Watery eyes,Severity,Severe,Vulgar Register,Friendly,5,False,True,False
427," ""I can't focus on nothing, I try to read a book but I keep re-reading the same sentence over and over again.""",Concentration,Interference (with daily activities),Not at all,Vulgar Register,Neutral,5,False,False,False
428," ""I have difficulty concentrating. My mind is always wandering and I cannot stay focused on one thing for a long time. I often find myself lost in thought and unable to complete tasks. My memory is also not as good as it used to be. I often forget appointments, names, and faces. I also have trouble finding the right words to express myself. I often feel frustrated because I know what I want to say but I cannot say it.""",Concentration,Interference (with daily activities),A little bit,Formal Register,Insulting,5,True,False,False
429," ""I can't focus on nothing, I try to read a book but I keep re-reading the same sentence over and over again.""",Concentration,Interference (with daily activities),Somewhat,Vulgar Register,Neutral,5,False,False,False
430," ""I cannot concentrate on anything for quite a bit.""",Concentration,Interference (with daily activities),Quite a bit,Formal Register,Insulting,1,False,True,False
431," ""My mind is a foggy swamp, where thoughts are lost in the mist.""",Concentration,Interference (with daily activities),Very much,Poetic/Literary Register,Neutral,4,False,False,False
432," ""I can't think straight, I'm so f**king confused, I can't even remember my own f**king name, I'm so f**king angry, I want to smash something, I'm so f**king frustrated, I just want to scream and shout, I'm so f**king fed up, I just want to cry.""",Concentration,Severity,Very severe,Vulgar Register,Angry,4,False,False,False
433," ""I can't think straight, I'm so spaced out, I can't focus on anything, I'm so distracted, I can't concentrate, I'm so unfocused, I can't pay attention, I'm so absent-minded, I can't remember anything, I'm so forgetful, I can't recall anything, I'm so unrememberful.""",Concentration,Severity,Not sexually active,Vulgar Register,Insulting,3,False,False,False
434," ""I can't think straight, I'm so bloody frustrated.""",Concentration,Severity,Prefer not to answer,Vulgar Register,Angry,2,False,False,False
435," ""I can't focus on anything for too long.""",Concentration,Severity,None,Neutral/Standard Register,Fearful,2,False,False,False
436," ""I cant focus on anything anymore.""",Concentration,Severity,Not applicable,Neutral/Standard Register,Fearful,1,False,False,True
437," ""My mind is a jumbled mess, a cacophony of thoughts that refuse to cohere, a maelstrom of mental mayhem that threatens to consume me whole.""",Concentration,Severity,Moderate,Poetic/Literary Register,Insulting,3,False,True,True
438," ""I have been experiencing a great deal of difficulty in concentrating on tasks lately. I find myself constantly losing my train of thought and having to re-read passages of text in order to understand them. It is as if my mind is constantly wandering off in different directions and I am unable to bring it back to the task at hand. This has been going on for the past few weeks now and I am becoming increasingly frustrated with myself.""",Concentration,Severity,Mild,Formal Register,Confused,5,False,False,False
439," ""I have been experiencing severe difficulties with my ability to concentrate on tasks.""",Concentration,Severity,Severe,Formal Register,Confused,3,False,False,False
440," ""My memory is like a sieve, with holes so large that even the most trivial of facts slip through and are lost forever.""",Memory,Interference (with daily activities),Not at all,Poetic/Literary Register,Friendly,2,False,False,False
441," ""I can't remember where I put my phone this morning, and I had to ask my wife where I left it.""",Memory,Interference (with daily activities),A little bit,Informal Register,Confused,3,False,False,False
442," ""I cant remember where i put my keys and its driving me crazy""",Memory,Interference (with daily activities),Somewhat,Informal Register,Angry,2,False,False,True
443," ""My memory is a sieve, it's so bad I can't even remember what day of the week it is, I'm such a bloody idiot.""",Memory,Interference (with daily activities),Quite a bit,Poetic/Literary Register,Insulting,3,False,False,True
444," ""I cant remeber where I put my keys this mornin, and I had to ask my wife where I put my wallet last night.""",Memory,Interference (with daily activities),Very much,Vulgar Register,Friendly,5,False,False,True
445," ""I can't remember anything, not even my own name. I'm so scared that I'll forget how to breathe.""",Memory,Severity,Very severe,Neutral/Standard Register,Fearful,3,False,False,False
446," ""I cant remember nothing no more, not even my own name, it's so frustrating, I feel like I'm going crazy""",Memory,Severity,Not sexually active,Informal Register,Angry,2,False,False,True
447," ""My mind is a blank slate, devoid of any recollection, as if I had never lived a day in this world.""",Memory,Severity,Prefer not to answer,Poetic/Literary Register,Fearful,5,False,False,False
448," ""I have noticed that I have been having trouble remembering things lately.""",Memory,Severity,None,Formal Register,Fearful,4,False,False,False
449," ""I can't remember nothin' lately, doc. I'll be in the kitchen makin' a sandwich and forget what I'm doin' there. Or I'll be drivin' down the road and forget where I'm goin'. It's like my brain's gone all foggy or somethin'.""",Memory,Severity,Not applicable,Vulgar Register,Confused,3,False,False,False
450," ""I can't remember anything, not even my own name. I'm so angry about this, I can't even sleep at night.""",Memory,Severity,Moderate,Informal Register,Angry,4,False,False,False
451," ""I have been experiencing some memory lapses lately, and I am worried that I might be suffering from Alzheimer's disease.""",Memory,Severity,Mild,Formal Register,Confused,3,False,True,True
452," ""I have been having trouble remembering things lately. I have been forgetting appointments and names of people I know.""",Memory,Severity,Severe,Neutral/Standard Register,Fearful,3,False,True,False
453," ""I have been experiencing general pain all over my body for the last few days.""",General pain,Interference (with daily activities),Not at all,Formal Register,Confused,1,False,False,True
454," ""I have General pain.""",General pain,Interference (with daily activities),A little bit,Neutral/Standard Register,Angry,2,True,True,False
455," ""I have been experiencing general pain throughout my body for the past three days. It is affecting my daily activities somewhat as I find it difficult to move around and perform tasks that require physical exertion.""",General pain,Interference (with daily activities),Somewhat,Formal Register,Fearful,4,False,False,False
456," ""My body is aching so much that I feel like a rotten apple.""",General pain,Interference (with daily activities),Quite a bit,Poetic/Literary Register,Insulting,1,False,False,True
457," ""I feel like I'm always in pain, everywhere, all the time. My head hurts, my back hurts, my legs hurt, my arms hurt, my hands hurt, my feet hurt, my joints hurt, my muscles hurt, my bones hurt, my skin hurts, my scalp hurts, my face hurts, my eyes hurt, my ears hurt, my nose hurts, my mouth hurts, my throat hurts, my lungs hurt, my heart hurts, my stomach hurts, my intestines hurt, my bladder hurts, my kidneys hurt, my pancreas hurts, my liver hurts, my gallbladder hurts, my uterus hurts, my vagina hurts, my ovaries hurt, my breasts hurt, my shoulders hurt, my chest hurts, my ribs hurt, my pelvis hurts, my hips hurt, my thighs hurt, my knees hurt, my calves hurt, my ankles hurt, my feet hurt, my toes hurt, my fingers hurt, my wrists hurt, my elbows hurt, my forearms hurt, my biceps hurt, my triceps hurt, my neck hurts, my spine hurts, my shoulders hurt, my back hurts, my hips hurt, my pelvis hurts, my knees hurt, my ankles hurt, my wrists hurt, my elbows hurt, my shoulders hurt, my back hurts, my hips hurt, my pelvis hurts, my knees hurt, my ankles hurt, my wrists hurt, my elbows hurt, my shoulders hurt, my back hurts, my hips hurt, my",General pain,Interference (with daily activities),Very much,Informal Register,Fearful,5,True,False,True
458," ""I have a general pain that is almost constant. It is a dull ache that is present all the time. It is not sharp or stabbing, but it is very uncomfortable. It is present in my head, neck, back, and joints. It is worse when I move or exercise, and better when I rest. It is also worse when I am stressed or tired. I have had this pain for a few months now, and it is getting worse over time. It is affecting my daily activities and sleep. I am very concerned about this pain and would like to know what is causing it.""",General pain,Frequency,Almost constantly,Formal Register,Confused,5,True,False,False
459," ""I feel like I have been in pain all over my body, especially my head and back.""",General pain,Frequency,Not sexually active,Neutral/Standard Register,Fearful,3,False,False,True
460," ""I'm feelin like I been hit by a truck, I got pains everywhere, I can't even sleep proper like, I'm so scared I might die or somethin, I don't know what's wrong with me, I just know I'm in a lot of pain, I can't even think straight, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do, I'm so scared, I don't know what to do,",General pain,Frequency,Prefer not to answer,Vulgar Register,Fearful,5,False,False,True
461," ""A dull ache that spreads across my entire body, it's as if my bones are screaming in agony, and I can feel my heart racing in my chest.""",General pain,Frequency,Occasionally,Poetic/Literary Register,Fearful,1,True,False,False
462," ""I feel a general pain that is constant and acute, it is a dull ache that is present all over my body, it is like a fire that burns within me, it is a pain that is sharp and stabbing, it is a pain that is like a knife that pierces through my skin, it is a pain that is like a hammer that hits me all over, it is a pain that is like a storm that rages within me, it is a pain that is like a volcano that erupts within me, it is a pain that is like a fire that burns within me, it is a pain that is like a sword that pierces through my skin, it is a pain that is like a whip that lashes me all over, it is a pain that is like a storm that rages within me, it is a pain that is like a volcano that erupts within me, it is a pain that is like a fire that burns within me, it is a pain that is like a sword that pierces through my skin, it is a pain that is like a whip that lashes me all over, it is a pain that is like a storm that rages within me, it is a pain that is like a volcano that erupts within me, it is a pain that is like a fire that burns within me, it is a pain that is like a sword that pierces through my skin, it is a pain that is like a whip that lashes me all over",General pain,Frequency,Frequently,Poetic/Literary Register,Neutral,5,True,False,True
463," ""I have general pain all over my body. It's constant and severe. It's hard to describe, but it's like a burning sensation that never goes away. It's affecting my daily life, making it hard for me to sleep, eat, or even get out of bed. I'm worried that it's going to get worse.""",General pain,Frequency,Never,Neutral/Standard Register,Friendly,4,True,False,False
464," ""I have been feeling a general pain all over my body.""",General pain,Frequency,Rarely,Neutral/Standard Register,Friendly,2,False,True,True
465," ""I have been experiencing general pain throughout my body for the past three days. The pain is very severe and it feels like my body is on fire. I have tried to rest and take painkillers, but it does not seem to help. I am worried that I might have some serious illness.""",General pain,Severity,Very severe,Formal Register,Friendly,5,False,False,False
466," ""I feel so much pain everywhere, it's like my whole body is on fire.""",General pain,Severity,Not sexually active,Informal Register,Fearful,3,False,True,True
467," ""I'm feelin' like I been hit by a truck, doc. I got this pain all over me body, and it's so bad I can't even sleep. I'm scared I'm gonna die from this pain.""",General pain,Severity,Prefer not to answer,Vulgar Register,Fearful,4,False,False,False
468," ""I got this pain everywhere, it's like me body is on fire.""",General pain,Severity,None,Vulgar Register,Confused,1,False,False,False
469," ""I'm bloody well in pain all over me body, ya hear me?""",General pain,Severity,Not applicable,Vulgar Register,Angry,2,False,False,True
470," ""I feel like I've been hit by a truck, I'm so sore all over.""",General pain,Severity,Moderate,Informal Register,Confused,3,False,False,False
471," ""I have been feeling a little bit of pain all over my body.""",General pain,Severity,Mild,Neutral/Standard Register,Friendly,2,False,False,True
472," ""I am in constant pain, my body is aching all over, I feel like I am being stabbed all the time, I am so sick of this pain, I just want to die, I can't take it anymore, I am so tired of being sick, I just want to be healthy again, I miss being healthy, I miss being able to do things, I miss being able to walk, I miss being able to run, I miss being able to play with my kids, I miss being able to do things with my friends, I miss being able to go places, I miss being able to do things on my own, I miss being able to take care of myself, I miss being able to take care of my family, I miss being able to take care of my pets, I miss being able to take care of my house, I miss being able to take care of my car, I miss being able to take care of my lawn, I miss being able to take care of my garden, I miss being able to take care of my flowers, I miss being able to take care of my plants, I miss being able to take care of my trees, I miss being able to take care of my bushes, I miss being able to take care of my shrubs, I miss being able to take care of my grass, I miss being able to take care of my weeds, I miss being able to take care of my insects, I miss being able to",General pain,Severity,Severe,Poetic/Literary Register,Angry,1,True,False,True
473," ""I've had this headache for a few days now and it's really annoying. It's not that bad, I can still do my daily activities.""",Headache,Interference (with daily activities),Not at all,Informal Register,Friendly,2,False,False,True
474," ""I have a bloody headache, it's driving me insane.""",Headache,Interference (with daily activities),A little bit,Neutral/Standard Register,Insulting,1,False,False,True
475," ""I can't believe I have to deal with this shit again, I had this headache last week and it lasted for days, I'm so sick of it.""",Headache,Interference (with daily activities),Somewhat,Informal Register,Insulting,5,False,False,False
476," ""I have had a headache for the past three days. It is a constant dull pain that is quite intense at times. It is affecting my ability to concentrate at work and I have been quite irritable with my colleagues.""",Headache,Interference (with daily activities),Quite a bit,Neutral/Standard Register,Neutral,3,False,False,False
477," ""I got a right proper headache this morning, I did. It was like a hammer bangin' away at me brain. I couldn't even get out of bed, I was that crook.""",Headache,Interference (with daily activities),Very much,Vulgar Register,Friendly,2,False,True,True
478," ""I have a headache almost constantly.""",Headache,Frequency,Almost constantly,Neutral/Standard Register,Neutral,2,True,False,False
479," ""I've had this headache for days now, and it's getting worse and worse. It's like someone is stabbing me in the head with a knife.""",Headache,Frequency,Not sexually active,Informal Register,Angry,4,False,False,False
480," ""My mind is a muddled mess, a jumbled jigsaw puzzle with pieces that refuse to fit together, and my head is a heavy hammer, pounding away at my temples.""",Headache,Frequency,Prefer not to answer,Poetic/Literary Register,Confused,2,False,False,False
481," ""I've been having these headaches occasionally for a few months now, but they've been getting worse lately.""",Headache,Frequency,Occasionally,Informal Register,Friendly,4,False,False,True
482," ""I have a severe headache, which is constant and throbbing in nature. It is present on both sides of my head and is worse when I move my head or bend down. I have had this headache for the past 3 days and it is affecting my ability to sleep and concentrate. I have tried taking painkillers but they do not seem to be working.""",Headache,Frequency,Frequently,Formal Register,Angry,5,True,False,False
483," ""I got this f**kin' headache and it won't go away, it's always there, it's f**kin' killing me!""",Headache,Frequency,Never,Vulgar Register,Angry,1,False,False,True
484," ""I have had a headache for the past three days. It is a constant dull pain that is present all the time. It is not severe enough to wake me up at night, but it is present when I wake up in the morning. It is worse when I move my head or when I bend down. I have had this headache before, but it has never lasted this long. I am worried that it might be a sign of something more serious.""",Headache,Frequency,Rarely,Formal Register,Fearful,4,True,False,False
485," ""Oh my head is pounding so hard it feels like it's going to explode, I can feel the blood rushing through my veins like a river flowing, it's so intense I can't even think straight, I feel like I'm going crazy, I just want this headache to go away, please make it stop.""",Headache,Severity,Very severe,Poetic/Literary Register,Friendly,4,False,False,True
486," ""I have a headache. It is a constant, dull pain that is present all the time. It is not severe enough to prevent me from doing my daily activities, but it is annoying and affects my mood.""",Headache,Severity,Not sexually active,Formal Register,Neutral,5,True,False,False
487," ""I got this bloody headache this morning and it's getting worse and worse, I'm scared I might die from it.""",Headache,Severity,Prefer not to answer,Vulgar Register,Fearful,5,False,False,False
488," ""I've been having this really bad headache for the past few days. It's like my head is going to explode or something. It's so bad that I can't even sleep at night.""",Headache,Severity,None,Informal Register,Friendly,5,False,False,False
489," ""I got this fukin headache and it won't go away, it's like my brain is gonna explode or somethin, and it's so fukin loud it's like a fukin siren goin off in my head, and it's so fukin strong it's like a fukin hammer bangin on my skull, and it's so fukin constant it's like a fukin train that won't stop runnin through my brain, and it's so fukin persistent it's like a fukin virus that won't go away, and it's so fukin unbearable it's like a fukin knife stabbin in my head, and it's so fukin painful it's like a fukin fire burnin in my head, and it's so fukin intense it's like a fukin bomb goin off in my head, and it's so fukin severe it's like a fukin heart attack, and it's so fukin life-threatenin it's like a fukin stroke, and it's so fukin deadly it's like a fukin cancer, and it's so fukin malignant it's like a fukin AIDS, and it's so fukin incurable it's like a fukin death sentence, and it's so fukin hopeless it's like a fukin suicide, and it's so",Headache,Severity,Not applicable,Vulgar Register,Angry,5,False,False,True
490," ""I've been having this really bad headache for the past three days now. It's like a band is wrapped around my head and it's squeezing my brain. It's so intense that I can't even think straight. I tried taking some painkillers but it didn't help much.""",Headache,Severity,Moderate,Informal Register,Neutral,4,False,False,False
491," ""I've got a bloody headache, it's driving me round the bend!""",Headache,Severity,Mild,Informal Register,Insulting,1,False,False,False
492," ""I got a headache, it's like a hammer bangin' on my brain, it's so f**kin' painful, I can't even think straight, I feel like I'm gonna puke, I'm so sick of this headache, I just wanna sleep and wake up when it's gone.""",Headache,Severity,Severe,Vulgar Register,Confused,3,True,False,True
493," ""My joints are aflame, a burning sensation that sears through my very being, leaving me crippled and unable to move, a prisoner in my own skin.""",Joint pain,Interference (with daily activities),Not at all,Poetic/Literary Register,Angry,4,False,False,False
494," ""I have been experiencing joint pain in my knees and elbows for the past few days. It is affecting my ability to climb stairs and move around.""",Joint pain,Interference (with daily activities),A little bit,Formal Register,Confused,3,False,False,False
495," ""I have been experiencing severe joint pains in my knees and elbows for the past few days. It is somewhat interfering with my daily activities.""",Joint pain,Interference (with daily activities),Somewhat,Formal Register,Confused,2,False,False,True
496," ""I have been experiencing quite a bit of joint pain in my knees and elbows for the past few weeks. It is quite uncomfortable when I try to climb the stairs or even when I try to stand up from a chair. I hope I can get some relief from this pain soon.""",Joint pain,Interference (with daily activities),Quite a bit,Formal Register,Friendly,4,False,False,True
497," ""I have severe joint pain.""",Joint pain,Interference (with daily activities),Very much,Neutral/Standard Register,Fearful,1,False,True,False
498," ""I'm tellin' ya, doc, I got this joint pain that's drivin' me nuts. It's always there, even when I'm sittin' on the can.""",Joint pain,Frequency,Almost constantly,Vulgar Register,Angry,3,False,True,False
499," ""My joints ache with a dull, throbbing pain that seems to radiate from the very core of my bones, leaving me feeling weak and helpless.""",Joint pain,Frequency,Not sexually active,Poetic/Literary Register,Neutral,4,True,False,False
500," ""My joints are aflame, a fiery inferno that consumes my very being, a torment that cannot be assuaged by any salve or balm, a pain so acute that it reduces me to a sniveling, whimpering, wretched, miserable, pathetic, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched,",Joint pain,Frequency,Prefer not to answer,Poetic/Literary Register,Insulting,5,False,False,True
501," ""I have this constant joint pain that just won't go away. It's like my joints are on fire all the time. I can't even sleep at night because of it. I'm so tired of taking these painkillers every day. They don't even work half the time. I'm so angry about this whole situation.""",Joint pain,Frequency,Occasionally,Neutral/Standard Register,Angry,4,False,True,False
502," ""I got this pain in my joints, it's like my bones are aching all over, but only on one side, and it's not just a little bit, it's like my bones are breaking, and I can't even move my arm, and it's not just my arm, it's my whole body, and I can't even sleep because of this pain, and I don't know what to do, and I'm scared, and I'm worried, and I'm confused, and I don't know what to do, and I'm scared, and I'm worried, and I'm confused, and I don't know what to do, and I'm scared, and I'm worried, and I'm confused, and I don't know what to do, and I'm scared, and I'm worried, and I'm confused, and I don't know what to do, and I'm scared, and I'm worried, and I'm confused, and I don't know what to do, and I'm scared, and I'm worried, and I'm confused, and I don't know what to do, and I'm scared, and I'm worried, and I'm confused, and I don't know what to do, and I'm scared, and I'm worried, and I'm confused, and I don't know what to do, and I'm scared, and I'm worried, and I'm confused, and I don't know what to",Joint pain,Frequency,Frequently,Informal Register,Confused,3,False,True,True
503," ""I have never had joint pain before but now I have it all the time.""",Joint pain,Frequency,Never,Neutral/Standard Register,Neutral,5,False,True,True
504," ""I got this pain in my joints, it's like my bones are aching and it's really hard to move around, I thought it was just because I was tired but it's been weeks now and it's still there.""",Joint pain,Frequency,Rarely,Informal Register,Confused,3,False,False,True
505," ""I'm so sick of this joint pain, it's been going on for months now and I'm so tired of taking all these medications. It's not like they even work properly, I still have so much pain. I'm so sick of it all, I just want to feel normal again.""",Joint pain,Severity,Very severe,Neutral/Standard Register,Insulting,5,False,False,True
506," ""My joints are on fire, burning with a ferocity that cannot be described in words, a pain so intense it feels as if my very bones are being ripped from my flesh, leaving me a hollow shell of what I once was, a shell that cannot even move, cannot even think, consumed by the agony that rages within me, a fire that cannot be quenched, a fire that will consume me whole.""",Joint pain,Severity,Not sexually active,Poetic/Literary Register,Angry,5,True,False,True
507," ""My joints are aflame, a fiery inferno that consumes my very being, you callous, uncaring, medical monster!""",Joint pain,Severity,Prefer not to answer,Poetic/Literary Register,Insulting,1,False,False,True
508," ""I have been having some joint pain recently.""",Joint pain,Severity,None,Neutral/Standard Register,Fearful,1,False,False,True
509," ""I got these pains in me joints, and I don't know what the hell is wrong with me. I feel like me joints are on fire, and I can't even sleep at night because of the pain. I tried to take some ibuprofen, but it didn't work, and I'm starting to get really worried.""",Joint pain,Severity,Not applicable,Vulgar Register,Confused,5,False,True,False
510," ""I am experiencing severe joint pain in my knees and elbows, which makes it difficult for me to move around and perform my daily tasks.""",Joint pain,Severity,Moderate,Formal Register,Fearful,2,False,False,True
511," ""My joints ache with a dull, throbbing pain that seems to radiate from the very core of my bones, spreading outward to my muscles and skin. The pain is constant, but its intensity varies, sometimes flaring up with sudden bursts of sharp, stabbing pain, other times lingering with a dull, heavy ache. The pain is worse when I move, but even resting doesn't bring much relief. It's as if my joints are worn down to the bone, and every movement causes them to grind against each other, causing a dull, aching friction. The pain is worst in my knees and hips, but it also affects my elbows, wrists, and ankles. Even my jaw and temples ache, as if my very bones are protesting every movement.""",Joint pain,Severity,Mild,Poetic/Literary Register,Neutral,5,True,False,False
512," ""I have severe joint pain.""",Joint pain,Severity,Severe,Formal Register,Neutral,1,False,False,False
513," ""I'm in so much pain I can't even get out of bed, and I'm so sick of this shit already.""",Muscle pain,Interference (with daily activities),Not at all,Informal Register,Insulting,4,False,False,True
514," ""I have been experiencing muscle pain in my arms and legs for the past few days. The pain is constant and aching in nature. It is worse when I move my arms and legs, and even simple tasks such as brushing my teeth or taking a shower are very difficult for me. I also feel very fatigued and weak, and I have no energy to do anything. I have been sleeping a lot more than usual, but I still feel very tired and exhausted during the day. I also have difficulty concentrating and making decisions, and I feel very irritable and anxious. I hope that this medication will help alleviate my symptoms and allow me to return to my normal daily activities.""",Muscle pain,Interference (with daily activities),A little bit,Formal Register,Friendly,5,True,False,False
515," ""I have been having muscle pain for a few days now.""",Muscle pain,Interference (with daily activities),Somewhat,Neutral/Standard Register,Friendly,1,False,False,False
516," ""I'm feeling quite miserable, to be honest. I've been experiencing muscle pain quite severely for the past few days. It's quite annoying, to be honest. I'm not able to do much because of it. I'm not able to sleep well at night because of the pain. I'm not able to concentrate on my work properly because of the pain. I'm not able to do much because of it.""",Muscle pain,Interference (with daily activities),Quite a bit,Formal Register,Insulting,3,False,True,False
517," ""I have been having muscle pain for a few days now.""",Muscle pain,Interference (with daily activities),Very much,Neutral/Standard Register,Friendly,1,False,False,False
518," ""My limbs are aflame with anguish, as if a thousand scorpions were crawling beneath my skin.""",Muscle pain,Frequency,Almost constantly,Poetic/Literary Register,Fearful,1,False,False,False
519," ""I'm so sick of this muscle pain, it's like I'm a bloody cripple!""",Muscle pain,Frequency,Not sexually active,Informal Register,Insulting,4,False,False,False
520," ""I have been experiencing muscle pains in my arms and legs for the past few days.""",Muscle pain,Frequency,Prefer not to answer,Formal Register,Friendly,3,False,True,True
521," ""I'm surprised that my muscles are still aching after all this time. It's been weeks since I first started feeling this way, and I'm getting tired of it. I'm not sure what's causing it, but I'm hoping it's just a virus or something that I can treat with some medication.""",Muscle pain,Frequency,Occasionally,Formal Register,Insulting,4,False,False,False
522," ""Ah fook, I got this bloomin' muscle pain in me back and legs, it's like me bones are gonna burst through me skin, it's that bad, it's like a red hot poker stickin' in me back all the time, and it's been goin' on for weeks now, I can't even sleep proper like, I'm always tossin' and turnin', and it's gettin' worse and worse, I can feel it, I swear to god, I can feel it gettin' worse, I'm gettin' proper worried now, I don't know what to do, I've tried everyfing, I've tried everyfing, I've tried everyfing, I swear to god, I've tried everyfing, I've tried everyfing, I've tried everyfing, I swear to god, I've tried everyfing, I've tried everyfing, I've tried everyfing, I swear to god, I've tried everyfing, I've tried everyfing, I've tried everyfing, I swear to god, I've tried everyfing, I've tried everyfing, I've tried everyfing, I swear to god, I've tried everyfing, I've tried everyfing, I've tried everyfing, I swear to god, I've tried everyfing, I've tried everyfing, I",Muscle pain,Frequency,Frequently,Vulgar Register,Friendly,5,False,False,True
523," ""I got this muscle pain in my back and legs, it's like someone took a baseball bat and hit me all over, it's so bad I can't even move, I feel like I'm gonna die from this pain.""",Muscle pain,Frequency,Never,Vulgar Register,Neutral,5,False,True,False
