Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
" ""I have been having this numbness and tingling sensation in my left arm for a while now, but it has gotten worse over the past few days. It feels like my arm is falling asleep all the time, and I can't even hold a pen properly. I am really scared that this might be a sign of something serious.""",Numbness & tingling,Severity,Very severe,Neutral/Standard Register,Fearful,3,False,False,True
" ""I have numbness and tingling in my hands and feet, especially when I wake up in the morning. It's like my hands and feet are falling asleep, but I can't shake it off. It's really annoying.""",Numbness & tingling,Severity,Not sexually active,Informal Register,Neutral,2,True,False,False
" ""I have numbness and tingling in my face, hands, and feet. It's like my skin is numb and I can't feel anything. It's really scary because I'm worried I might fall or hurt myself.""",Numbness & tingling,Severity,Prefer not to answer,Neutral/Standard Register,Fearful,2,True,False,False
" ""My fingers feel as if they are wrapped in a warm, fuzzy blanket, and my toes are tingling as if a thousand fireflies are dancing on the soles of my feet.""",Numbness & tingling,Severity,None,Poetic/Literary Register,Friendly,5,False,False,False
" ""I have numbness and tingling in my hands and feet.""",Numbness & tingling,Severity,Not applicable,Neutral/Standard Register,Confused,3,True,True,False
" ""My limbs are now but mere puppets, devoid of any sense or feeling, as if I were a marionette controlled by some malevolent force.""",Numbness & tingling,Severity,Moderate,Poetic/Literary Register,Fearful,4,False,False,False
" ""I cant feel my hands and feet properly, its like they are sleeping or something, and its really annoying, I cant even feel my face properly, its like its numb or something, and I cant even smile properly, its really annoying.""",Numbness & tingling,Severity,Mild,Informal Register,Angry,2,False,False,True
" ""I have numbness and tingling in my hands and feet, it's like my skin is sleeping. It's really annoying because I can't feel my fingers properly and I keep dropping things. It's also really painful, it feels like my skin is on fire. I can't even sleep at night because it's so uncomfortable. I've tried to ignore it but it's getting worse and worse.""",Numbness & tingling,Severity,Severe,Informal Register,Neutral,4,True,True,True
" ""I have been noticing that my vision has been getting blurred lately.""",Blurred vision,Interference (with daily activities),Not at all,Formal Register,Fearful,1,False,False,True
" ""I been having a bit of blurred vision lately, it's like me eyes ain't focusing right. It's only when I look at close up things, like me phone or a book, but it's getting a bit annoying now. I can still see alright, just a bit fuzzy like. It's not affecting me too much, just a little bit.""",Blurred vision,Interference (with daily activities),A little bit,Vulgar Register,Friendly,3,False,False,True
" ""My vision is blurred and I see double. It is affecting my daily activities somewhat as I am having trouble reading and writing.""",Blurred vision,Interference (with daily activities),Somewhat,Formal Register,Insulting,4,True,False,False
" ""I been having blurred vision for a few days now, and it's getting worse. It's like I'm looking through a dirty window or something. I can't even see the clock on the wall clear. It's really annoying.""",Blurred vision,Interference (with daily activities),Quite a bit,Vulgar Register,Neutral,3,False,False,False
" ""My eyes are all foggy and blurry, like a dirty windowpane, and it's making me feel like a blind bat, unable to see a thing, and it's driving me absolutely bonkers, I tell you!""",Blurred vision,Interference (with daily activities),Very much,Poetic/Literary Register,Insulting,4,False,True,True
" ""I have been experiencing blurred vision for the past three days, and it has been getting worse. When I try to read or watch TV, the letters and images appear distorted and double, and it feels like I am looking at them through a foggy window. Even when I am not doing anything, I still feel like I have a veil over my eyes, and it is affecting my mood and making me feel anxious and depressed.""",Blurred vision,Severity,Very severe,Formal Register,Friendly,5,False,False,False
" ""i cant see properly, my vision is all blurred.""",Blurred vision,Severity,Not sexually active,Informal Register,Neutral,1,False,False,True
" ""I have been experiencing blurred vision for the past few days. It is affecting my daily activities as I am unable to read or write properly. I am worried that it might be a sign of something serious.""",Blurred vision,Severity,Prefer not to answer,Formal Register,Fearful,2,True,False,True
" ""My eyes are a pair of foggy mirrors, reflecting the world in a blurred haze.""",Blurred vision,Severity,None,Poetic/Literary Register,Insulting,2,False,False,False
" ""I was watching TV last night and suddenly I couldn't see the screen clearly. I thought I just needed to change the channel but nothing changed. I was really scared.""",Blurred vision,Severity,Not applicable,Informal Register,Fearful,3,False,False,False
" ""I have been having blurred vision for a few days now but I thought it was just because I was tired but it seems to be getting worse.""",Blurred vision,Severity,Moderate,Neutral/Standard Register,Confused,2,False,False,True
" ""I've been having some blurred vision lately, but I thought it was just because I was tired or reading too much.""",Blurred vision,Severity,Mild,Neutral/Standard Register,Friendly,3,False,False,False
" ""I'm going blind, you idiot!""",Blurred vision,Severity,Severe,Neutral/Standard Register,Insulting,1,False,True,False
" ""i cant sleep at night cause i keep seeing flashing lights everywhere""",Flashing lights,Presence/Absence,Not sexually active,Informal Register,Fearful,2,False,False,True
" ""Flashing lights, Blurred vision, Double vision, Loss of vision, Loss of color vision, Loss of peripheral vision, Loss of central vision, Eye pain, Eye fatigue, Red eyes, Itchy eyes, Dry eyes, Swollen eyes, Bulging eyes, Puffy eyes, Dark circles under the eyes, Bloodshot eyes, Glaucoma, Cataracts, Age-related macular degeneration, Diabetic retinopathy, Retinitis pigmentosa, Macular edema, Optic neuritis, Amblyopia, Strabismus, Nystagmus, Ptosis, Blepharospasm, Eyelid twitching, Eyelid drooping, Eyelid swelling, Eyelid redness, Eyelid dryness, Eyelid itching, Eyelid irritation, Eyelid burning, Eyelid stinging, Eyelid pain, Eyelid sensitivity, Eyelid numbness, Eyelid tingling, Eyelid prickling, Eyelid pins and needles, Eyelid aching, Eyelid throbbing, Eyelid pounding, Eyelid pounding, Eyelid pounding, Eyelid pounding, Eyelid pounding, Eyelid pounding, Eyelid pounding, Eyelid pounding, Eyelid pounding, Eyelid pounding, Eyelid pounding, Eyelid pounding, Eyelid pounding, Eyelid pounding, Eyelid pounding,",Flashing lights,Presence/Absence,Prefer not to answer,Poetic/Literary Register,Friendly,5,True,True,False
" ""I been seein flashin lights everywhere. It started a few days ago, but it's gettin worse. It's like lightnin' flashin in front of me eyes. It's makin me feel dizzy and sick to me stomach. I can't sleep at night cause it's so bad. I been tryin to ignore it but it's gettin harder and harder.""",Flashing lights,Presence/Absence,Not applicable,Vulgar Register,Neutral,5,True,False,True
" ""I see flashing lights.""",Flashing lights,Presence/Absence,No,Informal Register,Fearful,1,False,False,False
" ""I have been experiencing flashing lights in my eyes for the past few days. It is very confusing and I do not know what to do.""",Flashing lights,Presence/Absence,Yes,Formal Register,Confused,1,True,True,True
" ""I am experiencing a most annoying buzzing in my ears, which is most likely caused by the incompetence of the medical staff.""",Ringing in ears,Severity,Very severe,Formal Register,Insulting,2,False,False,True
" ""I got this ringing in my ears, ya know? It's like a constant buzzing sound, and it's driving me crazy. I can't even sleep at night because of it. I tried ignoring it, but it's always there. I tried covering my ears with a pillow, but that didn't work either. It's like it's inside my head or something. I don't know what to do about it.""",Ringing in ears,Severity,Not sexually active,Vulgar Register,Confused,5,True,True,False
" ""I've been having this weird ringing in my ears for a while now.""",Ringing in ears,Severity,Prefer not to answer,Informal Register,Friendly,1,False,False,False
" ""I have been experiencing a constant ringing in my ears for the past three days now. It is very annoying and I am having trouble sleeping at night because of it. I have tried to ignore it but it persists. I hope there is a cure for this problem.""",Ringing in ears,Severity,None,Formal Register,Neutral,5,False,False,True
" ""The ringing in my ears is like a thousand tiny bells tolling in my head.""",Ringing in ears,Severity,Not applicable,Poetic/Literary Register,Neutral,1,False,False,True
" ""I got this ringing in my ears and it's driving me crazy. It's like a constant buzzing and it's making me feel like I'm going insane. I can't take it no more, I'm so scared.""",Ringing in ears,Severity,Moderate,Vulgar Register,Fearful,1,True,False,True
" ""Ears ringing all the time, can't sleep at night, can't concentrate during the day.""",Ringing in ears,Severity,Mild,Vulgar Register,Confused,1,True,False,False
" ""I have been having this ringing in my ears for a while now but it has been getting worse and worse. It is like a constant buzzing in my ears that I can't seem to get rid of. It is really annoying and it is affecting my sleep as well. I have tried ignoring it but it is not working. I don't know what to do anymore.""",Ringing in ears,Severity,Severe,Neutral/Standard Register,Confused,4,False,False,True
" ""i cant sleep at night because i see these little strings everywhere""",Visual floaters,Presence/Absence,Not sexually active,Neutral/Standard Register,Fearful,1,False,False,True
" ""I have been experiencing these little black dots moving around in front of my eyes for the past few days. They are very disturbing and I am worried that I might be going blind.""",Visual floaters,Presence/Absence,Prefer not to answer,Formal Register,Fearful,2,False,False,True
" ""I have been experiencing some visual floaters lately. They appear as small dots or threads floating in front of my eyes, and they are very noticeable, especially when I try to read or watch TV.""",Visual floaters,Presence/Absence,Not applicable,Formal Register,Friendly,5,False,False,False
" ""I have been experiencing these little black dots floating around in front of my eyes for the past few days now. They are very disturbing and I am worried that I might be going blind.""",Visual floaters,Presence/Absence,No,Formal Register,Fearful,3,False,False,True
" ""I got these little buggers in my eye now, and they're driving me mental, like flies buzzin around me head, I can feel 'em movin, I swear to god.""",Visual floaters,Presence/Absence,Yes,Vulgar Register,Neutral,1,False,False,True
" ""I've been having watery eyes for a few days now. It's like my eyes are always tearing up and I can't stop it. It's really annoying because I can't even wear my contact lenses.""",Watery eyes,Interference (with daily activities),Not at all,Informal Register,Neutral,5,False,True,False
" ""I have been experiencing watery eyes for a while now.""",Watery eyes,Interference (with daily activities),A little bit,Formal Register,Neutral,1,False,False,True
" ""My eyes are always watery and itchy.""",Watery eyes,Interference (with daily activities),Somewhat,Informal Register,Neutral,2,False,True,False
" ""My eyes are all watery and itchy like a swarm of bees are buzzing around in them.""",Watery eyes,Interference (with daily activities),Quite a bit,Poetic/Literary Register,Confused,2,False,True,True
" ""I got a real bad eye infection or somethin, man. It's like my eyes are always runnin' over with tears, ya know? It's so f**kin' annoying, I can't even see straight. I can't even sleep at night, 'cause my eyes are so itchy and burnin', I just wanna scratch 'em out. I can't even go to work, 'cause I'm always rubbin' my eyes and wipin' tears away. It's like I'm always cryin', even when I ain't sad or nothin'. It's so f**kin' frustrating, I just wanna scream!""",Watery eyes,Interference (with daily activities),Very much,Vulgar Register,Angry,5,False,True,True
" ""My eyes are overflowing with tears, as if the salty sea is pouring out of my sockets.""",Watery eyes,Severity,Very severe,Poetic/Literary Register,Neutral,4,False,False,True
" ""I have been having watery eyes for a while now and it is getting worse and worse.""",Watery eyes,Severity,Not sexually active,Neutral/Standard Register,Fearful,3,False,False,True
" ""I've been having watery eyes for a while now, and it's really annoying.""",Watery eyes,Severity,Prefer not to answer,Neutral/Standard Register,Insulting,1,False,False,True
" ""My eyes are weeping tears like a fountain, and my vision is all blurry and distorted. I can barely see a thing, and it feels like my eyeballs are going to pop out of their sockets.""",Watery eyes,Severity,None,Poetic/Literary Register,Fearful,2,True,False,True
" ""My eyes are always watery.""",Watery eyes,Severity,Not applicable,Informal Register,Fearful,1,False,False,False
" ""I got a right nasty eye infection, it's all watery like.""",Watery eyes,Severity,Moderate,Vulgar Register,Neutral,1,False,False,True
" ""I got a bit of somethin' in me eye this mornin', an it's been watery as all get out ever since.""",Watery eyes,Severity,Mild,Vulgar Register,Friendly,2,False,True,True
" ""I've had watery eyes for a week now and it's getting worse and worse.""",Watery eyes,Severity,Severe,Neutral/Standard Register,Angry,2,False,True,True
" ""My mind is a blank page, with no thoughts to fill it.""",Concentration,Interference (with daily activities),Not at all,Poetic/Literary Register,Friendly,3,False,False,True
" ""I cant focus on anything, my mind keeps wandering off, i cant remember things i just read, i feel like im going crazy, i cant sleep at night because my mind wont stop racing, i feel like im losing my mind, i cant concentrate on anything, i feel like im going insane, i cant remember what i just said, i feel like im losing my grip on reality, i cant sleep at night because my mind wont stop racing, i feel like im losing my mind, i cant concentrate on anything, i feel like im going insane, i cant remember what i just said, i feel like im losing my grip on reality""",Concentration,Interference (with daily activities),A little bit,Informal Register,Angry,4,True,False,True
" ""I cant remeber what i was gonna say, i just cant concentrait, i feel like my brain is all fuzzy and stuff...""",Concentration,Interference (with daily activities),Somewhat,Informal Register,Confused,4,True,True,True
" ""I am experiencing quite a bit of Concentration. I feel like my mind is cloudy and I cannot focus on anything. I have difficulty following conversations and I often miss important details. I feel frustrated because I know I am capable of doing better but I just cannot seem to concentrate.""",Concentration,Interference (with daily activities),Quite a bit,Formal Register,Angry,4,True,False,True
" ""My mind is a jumbled mess, a cacophony of thoughts that refuse to be silenced, like a thousand screaming voices in my head, each one vying for my attention, making it impossible to focus on anything for more than a few seconds.""",Concentration,Interference (with daily activities),Very much,Poetic/Literary Register,Insulting,5,False,False,False
" ""I can't focus on nothing, me brain is all over the shop, I can't keep track of what I'm doing, I'm all over the place, I can't concentrate on nothing, I'm all over the shop, I can't keep track of what I'm doing, I'm all over the place, I can't concentrate on nothing, I'm all over the shop, I can't keep track of what I'm doing, I'm all over the place, I can't concentrate on nothing, I'm all over the shop, I can't keep track of what I'm doing, I'm all over the place, I can't concentrate on nothing, I'm all over the shop, I can't keep track of what I'm doing, I'm all over the place, I can't concentrate on nothing, I'm all over the shop, I can't keep track of what I'm doing, I'm all over the place, I can't concentrate on nothing, I'm all over the shop, I can't keep track of what I'm doing, I'm all over the place, I can't concentrate on nothing, I'm all over the shop, I can't keep track of what I'm doing, I'm all over the place, I can't concentrate on nothing, I'm all over the shop, I can't keep track of what I'm doing, I'm all over the place, I can't concentrate on nothing, I'm all",Concentration,Severity,Very severe,Vulgar Register,Neutral,5,False,False,False
" ""I cant focus on anything for more than 5 seconds, its like my brain is on fire and i cant stop it from burning down.""",Concentration,Severity,Not sexually active,Neutral/Standard Register,Insulting,2,False,False,True
" ""My mind is a foggy swamp, where thoughts are lost in the mist.""",Concentration,Severity,Prefer not to answer,Poetic/Literary Register,Friendly,1,False,False,False
" ""My mind is a foggy swamp, where thoughts are snakes that slither away from my grasp.""",Concentration,Severity,None,Poetic/Literary Register,Confused,5,False,False,False
" ""I have been having trouble focusing on things lately.""",Concentration,Severity,Not applicable,Informal Register,Neutral,4,False,False,False
" ""I can't focus on anything for too long.""",Concentration,Severity,Moderate,Neutral/Standard Register,Confused,2,False,False,False
" ""I can't focus on anything for too long, I keep getting distracted and my mind goes blank.""",Concentration,Severity,Mild,Informal Register,Fearful,4,True,True,False
" ""I can't think straight, my mind keeps going blank.""",Concentration,Severity,Severe,Informal Register,Confused,1,False,False,False
" ""i cant remember nothing no more, i cant even remember what i ate for breakfast""",Memory,Interference (with daily activities),Not at all,Informal Register,Angry,2,False,True,True
" ""I cant remeber where i put my keys and i aint got a clue where i put my wallet.""",Memory,Interference (with daily activities),A little bit,Vulgar Register,Angry,5,False,False,True
" ""My mind is a foggy swamp, where memories are lost in the mist, and I can't find my way out.""",Memory,Interference (with daily activities),Somewhat,Poetic/Literary Register,Confused,4,False,False,False
" ""I can't remember where I put my glasses, and I have trouble recalling the names of people I just met.""",Memory,Interference (with daily activities),Quite a bit,Formal Register,Insulting,2,False,False,False
" ""I cant remember nothin no more, doc. I forget where I put my keys, what day it is, even what my name is.""",Memory,Interference (with daily activities),Very much,Vulgar Register,Fearful,1,False,True,True
" ""My mind is a blank slate, devoid of any thoughts or memories. I try to recall my past, but it is as if it never existed. I am a stranger to myself, and I am consumed by a sense of loss and despair.""",Memory,Severity,Very severe,Poetic/Literary Register,Angry,3,True,False,False
" ""My memory is like a sieve, it's so bad I can't even remember what I had for breakfast this morning, and I'm so angry about it, I can't even sleep at night.""",Memory,Severity,Not sexually active,Poetic/Literary Register,Angry,2,False,False,True
" ""I can't remember anything, it's like my brain is empty.""",Memory,Severity,Prefer not to answer,Informal Register,Angry,1,False,False,False
" ""I have been having some problems with my memory lately. I have been forgetting things that I did just a few minutes ago. I have also been having trouble remembering new information that I have been trying to learn. It is really frustrating because I feel like I am getting older and I don't want to lose my memory.""",Memory,Severity,None,Neutral/Standard Register,Neutral,5,False,False,True
" ""I can't remember what I had for breakfast this morning, and I keep forgetting what day it is.""",Memory,Severity,Not applicable,Informal Register,Fearful,3,False,False,False
" ""I cant remeber nothin, not even my own name, it scares the livin' shit outta me, doc.""",Memory,Severity,Moderate,Vulgar Register,Fearful,2,False,False,True
" ""I can't remember what I had for breakfast this morning, and I keep forgetting what day it is.""",Memory,Severity,Mild,Neutral/Standard Register,Angry,4,False,False,False
" ""My mind is a blank slate, devoid of any recollection, as if I had never lived.""",Memory,Severity,Severe,Poetic/Literary Register,Neutral,3,False,False,False
" ""I got this pain everywhere, it's like my whole body is on fire.""",General pain,Interference (with daily activities),Not at all,Vulgar Register,Fearful,2,False,True,True
" ""I am experiencing general pain, which is affecting my daily activities a little bit. I have pain in my head, neck, back, and joints. I have muscle aches and stiffness. I have joint pain and swelling. I have joint stiffness in the morning. I have joint pain after resting for a while. I have joint pain after exercising. I have joint pain after lifting something heavy. I have joint pain after doing housework. I have joint pain after gardening. I have joint pain after playing sports. I have joint pain after hiking. I have joint pain after biking. I have joint pain after swimming. I have joint pain after running. I have joint pain after dancing. I have joint pain after lifting weights. I have joint pain after doing yoga. I have joint pain after doing Pilates. I have joint pain after doing stretching exercises. I have joint pain after doing sit-ups. I have joint pain after doing push-ups. I have joint pain after doing squats. I have joint pain after doing lunges. I have joint pain after doing leg raises. I have joint pain after doing leg curls. I have joint pain after doing leg extensions. I have joint pain after doing calf raises. I have joint pain after doing ankle rotations. I have joint pain after doing arm circles. I have joint pain after doing arm raises. I have joint pain after doing arm curls. I have joint pain after doing arm extensions. I have joint pain after doing shoulder rolls. I",General pain,Interference (with daily activities),A little bit,Formal Register,Insulting,5,True,False,True
" ""I feel like I've been hit by a truck, I have so much pain all over my body. My head is pounding and my neck is so stiff that I can barely turn it. My back and shoulders ache so much that I can't even sleep at night. My joints are so sore that I can't even get out of bed in the morning. I feel so weak and tired all the time. I just want to go back to bed and sleep forever.""",General pain,Interference (with daily activities),Somewhat,Informal Register,Friendly,5,False,False,False
" ""Oh, my poor body is aching all over, it's as if I've been beaten with a stick, and then dipped in a vat of acid, and then set on fire, and then had my flesh ripped off with a rusty pair of pliers, and then had my bones crushed with a sledgehammer, and then had my insides ripped out with a pair of rusty garden shears, and then had my skin peeled off with a cheese grater, and then had my muscles ripped off with a pair of rusty garden shears, and then had my tendons ripped off with a pair of rusty garden shears, and then had my ligaments ripped off with a pair of rusty garden shears, and then had my joints ripped off with a pair of rusty garden shears, and then had my organs ripped off with a pair of rusty garden shears, and then had my blood vessels ripped off with a pair of rusty garden shears, and then had my veins ripped off with a pair of rusty garden shears, and then had my arteries ripped off with a pair of rusty garden shears, and then had my heart ripped out with a pair of rusty garden shears, and then had my lungs ripped out with a pair of rusty garden shears, and then had my liver ripped out with a pair of rusty garden shears, and then had my spleen ripped out with a pair of rusty garden shears, and then had my kidneys ripped out with",General pain,Interference (with daily activities),Quite a bit,Poetic/Literary Register,Insulting,5,False,False,True
" ""I feel like I've been hit by a truck, I have so much pain everywhere.""",General pain,Interference (with daily activities),Very much,Informal Register,Neutral,3,False,False,True
" ""I am experiencing general pain almost constantly.""",General pain,Frequency,Almost constantly,Formal Register,Angry,2,False,False,True
" ""I feel like I have been hit by a truck and then set on fire, my whole body aches and burns, I can't even think straight, I just want to sleep and make the pain go away, but I know I won't be able to sleep because I have to go to work tomorrow, I just want to die already.""",General pain,Frequency,Not sexually active,Poetic/Literary Register,Friendly,5,False,False,True
" ""I am experiencing general pain all over my body, especially in my head and back. It is very severe and I am worried that it might be something serious.""",General pain,Frequency,Prefer not to answer,Formal Register,Fearful,1,False,False,True
" ""I have been experiencing general pain throughout my body for the past few months.""",General pain,Frequency,Occasionally,Formal Register,Fearful,2,False,True,False
" ""My body is aching all over, it's as if my bones are crying out in pain, and my head is pounding like a drum, it's as if my brain is trying to escape from my skull.""",General pain,Frequency,Frequently,Poetic/Literary Register,Confused,4,False,False,True
" ""I have general pain all over my body. I have pain in my head, face, neck, shoulders, back, chest, abdomen, arms, hands, hips, legs, and feet. I have joint pain and muscle pain. I have pain when I move and when I don't move. I have pain when I sleep and when I wake up. I have pain when I eat and when I drink. I have pain when I go to the bathroom. I have pain when I cough and when I sneeze. I have pain when I laugh and when I cry. I have pain when I talk and when I listen. I have pain when I walk and when I run. I have pain when I stand and when I sit. I have pain when I lie down and when I sleep. I have pain when I get up and when I go to bed. I have pain when I eat and when I drink. I have pain when I go to the bathroom. I have pain when I cough and when I sneeze. I have pain when I laugh and when I cry. I have pain when I talk and when I listen. I have pain when I walk and when I run. I have pain when I stand and when I sit. I have pain when I lie down and when I sleep. I have pain when I get up and when I go to bed. I have pain when I eat and when I drink. I have pain when I go to the",General pain,Frequency,Never,Neutral/Standard Register,Friendly,3,True,False,True
" ""I have been experiencing general pain throughout my body for the past three days. It is a dull ache that is constant and does not seem to be getting any better. I have tried to rest and eat well, but nothing seems to be helping. I am worried that this pain will continue to get worse and I will not be able to do my daily tasks.""",General pain,Frequency,Rarely,Formal Register,Angry,4,False,False,False
" ""I feel so sick and tired all the time. I have this constant pain all over my body. I feel like I'm gonna die. I have no energy at all. I'm always tired and I can't sleep. I have this constant headache. I feel like I'm gonna explode. I'm so stressed out all the time. I'm always worried about something. I'm so anxious all the time. I'm always nervous about something. I'm so depressed all the time. I'm always sad about something. I'm so hopeless all the time. I'm always feeling hopeless about something.""",General pain,Severity,Very severe,Informal Register,Fearful,2,True,False,True
" ""I have been experiencing general pain in my body for the last few days. It is affecting my daily activities and I am unable to do any work. The pain is constant and I am unable to sleep at night. I am worried that this pain may be a sign of something serious.""",General pain,Severity,Not sexually active,Formal Register,Neutral,4,False,False,True
" ""I feel like I've been hit by a truck, I have this constant dull ache all over my body, it's so annoying and I just want it to go away, but it won't.""",General pain,Severity,Prefer not to answer,Neutral/Standard Register,Angry,5,False,False,True
" ""I have a general pain all over my body.""",General pain,Severity,None,Neutral/Standard Register,Neutral,3,False,False,True
" ""I am experiencing general pain all over my body.""",General pain,Severity,Not applicable,Formal Register,Neutral,2,False,False,True
" ""Ah'm feelin like ah've been hit by a bus, mate. Ah've got this pain all over me body, it's like me skin is on fire.""",General pain,Severity,Moderate,Vulgar Register,Friendly,1,False,False,True
" ""My body is aching all over, as if a thousand needles were piercing my skin.""",General pain,Severity,Mild,Poetic/Literary Register,Neutral,4,False,False,False
" ""I hurt all over, it's so unfair!""",General pain,Severity,Severe,Neutral/Standard Register,Angry,1,False,False,True
" ""I have a headache, and it's not the kind of headache that you get from drinking too much alcohol. This is a headache that makes you want to die.""",Headache,Interference (with daily activities),Not at all,Formal Register,Insulting,2,False,False,False
" ""I have had a headache for the past three days. It is a dull pain that is present all the time.""",Headache,Interference (with daily activities),A little bit,Neutral/Standard Register,Neutral,3,False,False,False
" ""My mind is a muddled mess, a jumbled jigsaw puzzle with no clear picture in sight.""",Headache,Interference (with daily activities),Somewhat,Poetic/Literary Register,Neutral,2,False,False,False
" ""I've had this bloody headache for three days now, and it's getting worse and worse. It's like someone is taking an axe to my brain. I can't even think straight, and I'm getting really angry. I can't take it anymore, and I just want it to stop.""",Headache,Interference (with daily activities),Quite a bit,Informal Register,Insulting,5,False,False,False
" ""I got this bloody headache this morning and it's been pounding away all day, I can't even think straight, let alone do any work.""",Headache,Interference (with daily activities),Very much,Vulgar Register,Neutral,2,False,False,True
" ""I have a headache almost constantly, it is so severe that I am worried.""",Headache,Frequency,Almost constantly,Formal Register,Fearful,1,False,False,True
" ""I got a f**king headache this morning, and it's been pounding the f**k out of me all day. It's like someone is taking a sledgehammer to my brain. I can't even think straight, and I'm so f**king angry about it. I don't know what the f**k is wrong with me.""",Headache,Frequency,Not sexually active,Vulgar Register,Angry,4,False,False,False
" ""I got this f**kin' headache and it won't go away, it's been 3 days already and I'm f**kin' sick of it, I can't even sleep at night because of this sh**t headache!""",Headache,Frequency,Prefer not to answer,Vulgar Register,Angry,2,False,False,True
" ""I've been having these headaches for a while now, but they're not too bad. They're just a dull ache on the sides of my head, and they come and go throughout the day. Sometimes I get a really bad one that makes me feel nauseous, but that's not too often.""",Headache,Frequency,Occasionally,Informal Register,Friendly,4,False,False,False
" ""I've had this bloody headache for days now and it's getting worse and worse. It's like my head is going to explode or something.""",Headache,Frequency,Frequently,Informal Register,Angry,3,False,True,False
" ""I got this bloody headache this morning, and it's been with me all day long. It's like someone's hammering a nail into my brain, and I can't even think straight. I've tried taking some painkillers, but they ain't worked, and I'm getting bloody worried now.""",Headache,Frequency,Never,Vulgar Register,Neutral,5,False,False,False
" ""My head is pounding and throbbing, a constant drumbeat that makes my eyes ache and my brain feel like its about to burst from its casing.""",Headache,Frequency,Rarely,Poetic/Literary Register,Neutral,1,True,False,True
" ""My mind is a maelstrom of pain, a tempest of torment, a whirlpool of woe, a deluge of despair, a conflagration of anguish, a miasma of misery, a cacophony of calamity, a maelstrom of mayhem, a tempest of tribulation, a whirlpool of wretchedness, a deluge of despondency, a conflagration of calamity, a miasma of misfortune, a cacophony of catastrophe, a maelstrom of misery, a tempest of torment, a whirlpool of woe, a deluge of despair, a conflagration of anguish, a miasma of misery, a cacophony of calamity, a maelstrom of mayhem, a tempest of tribulation, a whirlpool of wretchedness, a deluge of despondency, a conflagration of calamity, a miasma of misfortune, a cacophony of catastrophe, a maelstrom of misery, a tempest of torment, a whirlpool of woe, a deluge of despair, a conflagration of anguish, a miasma of misery, a cacophony of calamity, a maelstrom of mayhem, a tempest of tribulation, a whirlpool of wretchedness, a deluge of despondency, a conflagration of calamity, a miasma of",Headache,Severity,Very severe,Poetic/Literary Register,Confused,3,False,False,False
" ""I have a headache.""",Headache,Severity,Not sexually active,Formal Register,Neutral,1,False,True,False
" ""I've got a f**king headache, you c**t. It's like someone's stuck a f**king sledgehammer in my skull and is banging the f**k out of it. I can't even think straight, you c**t. I'm so f**king angry I could f**king explode. I hope you're f**king happy, you c**t. I hope you get a f**king headache and can't think straight, you c**t. I hope you explode, you c**t.""",Headache,Severity,Prefer not to answer,Vulgar Register,Insulting,5,False,False,False
" ""Oh, my poor head is aching so much, it feels like a thousand needles are piercing through my skull, and I'm sure I can hear the blood rushing through my veins, it's so loud, and I'm so sick of this headache, it's been going on for days now, and I'm so tired of it, I just want it to go away, but it won't, and I'm so angry at it, I just want to scream, but I can't, because I'm so weak, and I'm so sick of being sick, I just want to be healthy again, but I don't know how, and I'm so sad, because I'm so sick, and I just want to die, but I won't, because I'm not ready to die yet, and I'm so scared, because I don't know what's going to happen to me, and I'm so angry, because I'm so sick, and I just want to scream, but I can't, because I'm so weak, and I'm so sick of being sick, I just want to be healthy again, but I don't know how, and I'm so sad, because I'm so sick, and I just want to die, but I won't, because I'm not ready to die yet, and I'm so scared, because I don't know what's going to happen to me, and I'm so angry, because I'm so sick",Headache,Severity,None,Poetic/Literary Register,Insulting,2,False,True,True
" ""Oh, my head is aching so much, it's as if a thousand hammers are pounding away at my skull, and I'm sure I can hear the blood rushing through my veins like a waterfall, and I'm so sick of this constant throbbing and pressure that I just want to scream and cry and die.""",Headache,Severity,Not applicable,Poetic/Literary Register,Insulting,2,False,False,False
" ""Me head is poundin like a drum, and it hurts like hell. It's like someone is bangin on it with a hammer.""",Headache,Severity,Moderate,Vulgar Register,Neutral,4,True,False,False
" ""I've got a right old headache, I can feel it throbbin' away in me temples, it's like me brain is tryin' to burst outta me skull.""",Headache,Severity,Mild,Vulgar Register,Friendly,3,False,False,True
" ""I got a headache, it's like my brain is gonna explode, I feel like I'm gonna puke, I see stars, I'm all dizzy and stuff, I can't think straight, I'm all confused, I feel like I'm gonna pass out, I'm all sweaty, I'm all achy, I'm all tired, I'm all sore, I'm all stiff, I'm all weak, I'm all fatigued, I'm all weary, I'm all exhausted, I'm all worn out, I'm all drained, I'm all depleted, I'm all spent, I'm all fatigued, I'm all worn down, I'm all beat up, I'm all battered, I'm all bruised, I'm all hurt, I'm all injured, I'm all sick, I'm all ailing, I'm all unwell, I'm all unhealthy, I'm all unsound, I'm all unhealthy, I'm all unsound, I'm all unwell, I'm all ailing, I'm all sick, I'm all injured, I'm all hurt, I'm all bruised, I'm all battered, I'm all beat up, I'm all worn down, I'm all spent, I'm all depleted, I'm all drained, I'm all exhausted, I'm all weary, I'm all fatigued, I'm all tired, I'm all achy, I'm all sore",Headache,Severity,Severe,Vulgar Register,Confused,3,True,False,False
