Dialogue_Generated,Symptoms,Descriptions,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
" ""I've got this acne on my face and it's so annoying. It's been there for a while now and it's really affecting my self-esteem. And to make things worse, I've been having trouble with my ejaculation. It's been really weak lately and it's been causing a lot of stress.""","['Acne', 'Ejaculation']","['Severity', 'Frequency']","['Mild', 'Almost constantly']",Informal Register,Angry,2,False,False,False
" ""I've been having these really weird sensations in my ears, like a ringing or buzzing sound. It's really annoying and it's been going on for a while now. I've also been feeling really nauseous and I've been vomiting a lot. I've also been having trouble remembering things and I've been forgetting appointments and things like that. And I've also been having really irregular periods and I've been bleeding a lot. It's really scary and I don't know what's going on with my body.""","['Ringing in ears', 'Vomiting', 'Memory', 'Irregular periods/vaginal bleeding']","['Severity', 'Frequency', 'Interference (with daily activities)', 'Presence/Absence']","['Very severe', 'Not sexually active', 'Very much', 'Yes']",Poetic/Literary Register,Friendly,4,True,False,True
" ""I got this headache after I ate that spicy food last night, and now it's killing me. I'm so scared I'm gonna die from this headache.""","['Headache', 'Heartburn']","['Severity', 'Severity']","['Moderate', 'Moderate']",Vulgar Register,Fearful,2,False,False,False
" ""I been feelin sick all day, I been vomitin up all me breakfast an I got this pain in me belly that aint goin away.""","['Vomiting', 'Abdominal pain']","['Severity', 'Severity']","['Prefer not to answer', 'Mild']",Vulgar Register,Neutral,4,False,False,False
" ""I've been noticing that my vision has been getting all blurry and my nails are looking really weird. They're all ridged and discolored. And my skin has been so dry lately. I'm really worried about this.""","['Blurred vision', 'Nail ridging', 'Nail discoloration', 'Skin dryness']","['Severity', 'Presence/Absence', 'Presence/Absence', 'Severity']","['Very severe', 'Prefer not to answer', 'No', 'Moderate']",Neutral/Standard Register,Fearful,3,False,False,True
" ""I'm feelin sick as a dog, I got these red bumps all over me skin and I'm feelin dizzy and anxious as hell, I also got these sores in me mouth and throat, it's a real pain in the arse.""","['Radiation skin reaction', 'Dizziness', 'Anxious', 'Mouth/throat sores']","['Severity', 'Interference (with daily activities)', 'Interference (with daily activities)', 'Interference (with daily activities)']","['Moderate', 'Not at all', 'A little bit', 'A little bit']",Vulgar Register,Friendly,1,False,False,True
" ""I'm really worried, I missed my expected menstrual period and I've been having a headache.""","['Missed expected menstrual period', 'Headache']","['Presence/Absence', 'Severity']","['Not sexually active', 'Not applicable']",Informal Register,Fearful,4,False,False,False
" ""I'm so sick of this bloody period business. I'm not even having a bloody period and I'm so bloody tired of waiting for it. I'm so sick of being sick. I'm so sick of being tired. I'm so sick of being sick and tired. I'm so sick of being sick and tired and having no bloody period. I'm so sick of being sick and tired and having no bloody period and no bloody sex. I'm so sick of being sick and tired and having no bloody period and no bloody sex and no bloody sweat. I'm so sick of being sick and tired and having no bloody period and no bloody sex and no bloody sweat and no bloody bloody period. I'm so sick of being sick and tired and having no bloody period and no bloody sex and no bloody sweat and no bloody bloody period and no bloody bloody sex. I'm so sick of being sick and tired and having no bloody period and no bloody sex and no bloody sweat and no bloody bloody period and no bloody bloody sex and no bloody bloody sweat. I'm so sick of being sick and tired and having no bloody period and no bloody sex and no bloody sweat and no bloody bloody period and no bloody bloody sex and no bloody bloody sweat and no bloody bloody bloody period. I'm so sick of being sick and tired and having no bloody period and no bloody sex and no bloody sweat and no bloody bloody period and no bloody bloody sex and no bloody bloody sweat and no bloody bloody bloody period and","['Pain with sexual intercourse', 'Decreased sweating', 'Missed expected menstrual period', 'Bruising']","['Severity', 'Presence/Absence', 'Presence/Absence', 'Presence/Absence']","['Severe', 'Prefer not to answer', 'No', 'Prefer not to answer']",Informal Register,Insulting,4,False,False,False
" ""My soul is weary and my bladder is aflame.""","['Discouraged', 'Painful urination']","['Severity', 'Severity']","['None', 'Not applicable']",Poetic/Literary Register,Neutral,1,False,True,False
" ""I've been having some really weird symptoms lately. I've been losing my nails and having diarrhea. I also have this really bad muscle pain and I feel like I have a lot of gas. I'm really worried about what's going on with my body.""","['Nail loss', 'Diarrhea', 'Muscle pain', 'Gas']","['Presence/Absence', 'Frequency', 'Interference (with daily activities)', 'Presence/Absence']","['Yes', 'Almost constantly', 'Very much', 'Prefer not to answer']",Neutral/Standard Register,Fearful,3,False,False,True
" ""I've been feeling really hot lately, and I've noticed that I'm sweating less than usual. I've also been having trouble getting an erection, and it takes a while for me to orgasm. I'm worried that this might be a sign of something more serious.""","['Decreased sweating', 'Delayed orgasm']","['Presence/Absence', 'Presence/Absence']","['Yes', 'Yes']",Informal Register,Friendly,4,True,False,True
" ""My skin is a battlefield, with acne waging war on my face, and radiation burns leaving their mark. I feel nauseous all the time, and my urine is dark and cloudy, as if my kidneys are trying to tell me something. I'm so angry and frustrated, I could scream.""","['Nausea', 'Acne', 'Urinary frequency', 'Radiation skin reaction']","['Frequency', 'Severity', 'Frequency', 'Severity']","['Occasionally', 'Moderate', 'Not sexually active', 'Moderate']",Poetic/Literary Register,Angry,5,False,False,False
" ""I've been having this weird discharge from my vagina for a while now, and it's been getting worse. It's like a yellowish-greenish gooey stuff that's really smelly. I'm really scared that I might have some kind of disease or something. I've been having some wheezing too, and I'm really worried that I might have some kind of respiratory problem. I'm really scared that I might have some kind of disease or something.""","['Vaginal discharge', 'Wheezing']","['Amount', 'Severity']","['Somewhat', 'Not sexually active']",Vulgar Register,Fearful,5,False,False,False
" ""I have been having urinary frequency, hand-foot syndrome, fatigue, and vaginal dryness. My hand and feet are very dry and itchy and I have a rash. I feel very tired and fatigued all the time. I have no interest in sex and I feel very dry down there.""","['Urinary frequency', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Fatigue', 'Vaginal dryness']","['Frequency', 'Severity', 'Severity', 'Severity']","['Prefer not to answer', 'Prefer not to answer', 'Not sexually active', 'None']",Neutral/Standard Register,Friendly,5,True,False,True
" ""My vagina is a battlefield, a war zone where my penis is the enemy, and my orgasm is the prize. I try to reach it, but it's like trying to climb a mountain with a broken leg. I'm exhausted, and I'm left with nothing but a dull ache and a sense of defeat. And to make matters worse, I wheeze like an old man with a hacking cough. It's humiliating, and I feel like I'm dying.""","['Pain with sexual intercourse', 'Delayed orgasm', 'Wheezing']","['Severity', 'Presence/Absence', 'Severity']","['None', 'Not sexually active', 'Very severe']",Poetic/Literary Register,Insulting,3,False,False,False
" ""I have pressure sores on my bottom and my legs. I have been having trouble peeing and I have been coughing a lot. I don't know what is wrong with me.""","['Bed/pressure sores', 'Ejaculation', 'Coughing']","['Presence/Absence', 'Frequency', 'Interference (with daily activities)']","['Prefer not to answer', 'Rarely', 'Not at all']",Neutral/Standard Register,Confused,4,False,False,True
" ""My body is a battlefield, where fatigue is the enemy, and I am the soldier who cannot escape its grasp. My nose bleeds like a faucet that cannot be turned off, and my bed is a prison where pressure sores are my only companions.""","['Fatigue', 'Nosebleed', 'Bed/pressure sores']","['Severity', 'Severity', 'Presence/Absence']","['Mild', 'Not sexually active', 'Prefer not to answer']",Poetic/Literary Register,Insulting,5,False,False,False
" ""Me tits are swollen and sore, and I'm puking all the time.""","['Breast swelling and tenderness', 'Vomiting']","['Severity', 'Severity']","['None', 'Not applicable']",Vulgar Register,Friendly,2,True,False,False
" ""I got dark spots all over my body, I'm so discouraged, I'm hot all the time, and my muscles hurt like hell. I'm so sick of this shit, I can't even have sex with my wife no more, and I'm only 52 years old.""","['Skin darkening', 'Discouraged', 'Hot flashes', 'Muscle pain']","['Presence/Absence', 'Frequency', 'Frequency', 'Interference (with daily activities)']","['Prefer not to answer', 'Frequently', 'Not sexually active', 'Somewhat']",Vulgar Register,Angry,2,False,False,True
" ""I have been having really bad heartburn lately. It feels like a fire burning in my chest. It's really painful and uncomfortable. I also get really scared when I eat spicy food because I know it will make my heartburn worse. I also get really scared when I eat spicy food because I know it will make my heartburn worse. I also get really scared when I eat spicy food because I know it will make my heartburn worse. I also get really scared when I eat spicy food because I know it will make my heartburn worse. I also get really scared when I eat spicy food because I know it will make my heartburn worse. I also get really scared when I eat spicy food because I know it will make my heartburn worse. I also get really scared when I eat spicy food because I know it will make my heartburn worse. I also get really scared when I eat spicy food because I know it will make my heartburn worse. I also get really scared when I eat spicy food because I know it will make my heartburn worse. I also get really scared when I eat spicy food because I know it will make my heartburn worse. I also get really scared when I eat spicy food because I know it will make my heartburn worse. I also get really scared when I eat spicy food because I know it will make my heartburn worse. I also get really scared when I eat spicy food because I know it will make my heartburn worse","['Sensitivity to sunlight', 'Heartburn', 'Irregular periods/vaginal bleeding', 'Muscle pain']","['Presence/Absence', 'Frequency', 'Presence/Absence', 'Severity']","['Yes', 'Prefer not to answer', 'Prefer not to answer', 'Very severe']",Informal Register,Fearful,4,True,False,True
" ""I am experiencing hand-foot syndrome and nausea.""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Nausea']","['Severity', 'Frequency']","['Prefer not to answer', 'Almost constantly']",Formal Register,Angry,1,False,False,False
" ""I have been having some nosebleeds recently, and I also have a rash on my chest. I have been urinating more often than usual, and I have been having some skin reactions on my skin where I have been receiving radiation treatment.""","['Nosebleed', 'Rash', 'Urinary frequency', 'Radiation skin reaction']","['Frequency', 'Presence/Absence', 'Frequency', 'Severity']","['Not sexually active', 'Prefer not to answer', 'Prefer not to answer', 'Not sexually active']",Neutral/Standard Register,Neutral,5,False,False,True
" ""I have been having a headache for the past three days now, and it's been getting worse and worse. It's like a band is wrapped around my head and squeezing it tight. I have been feeling nauseous too, and I have been vomiting a lot. I don't know what's wrong with me, and I am getting really discouraged.""","['Headache', 'Nausea', 'Discouraged']","['Severity', 'Severity', 'Frequency']","['Mild', 'Not applicable', 'Not sexually active']",Neutral/Standard Register,Confused,5,False,False,False
" ""My arms are so swollen that I can barely move them, and when I stand up I feel dizzy and my appetite has decreased.""","['Swelling (arms or legs)', 'Dizziness', 'Decreased appetite']","['Severity', 'Severity', 'Interference (with daily activities)']","['Prefer not to answer', 'Severe', 'Not at all']",Poetic/Literary Register,Friendly,2,False,False,True
" ""My body is on fire, and I can't control my bowels. I'm so angry that I can't even have sex.""","['Hot flashes', 'Fecal incontinence']","['Frequency', 'Frequency']","['Not sexually active', 'Prefer not to answer']",Poetic/Literary Register,Angry,4,False,False,False
" ""I've been waking up every hour to pee and I can't sleep at night because I keep having to go to the bathroom.""","['Urinary frequency', 'Insomnia']","['Frequency', 'Severity']","['Frequently', 'Mild']",Informal Register,Friendly,5,False,False,True
" ""My nails are all ridged and my heart burns like a fire in hell, and I can't even control when I fart, you insensitive prick.""","['Nail ridging', 'Heartburn', 'Fecal incontinence']","['Presence/Absence', 'Frequency', 'Interference (with daily activities)']","['Not applicable', 'Prefer not to answer', 'A little bit']",Poetic/Literary Register,Insulting,1,False,False,True
" ""I got this red rash on my scalp and it's so itchy that I can't even sleep at night. I've been scratching it so much that I've lost so much hair already. I'm so scared that I'll lose all of my hair.""","['Hair loss', 'Itching']","['Amount', 'Severity']","['Very much', 'Very severe']",Vulgar Register,Fearful,4,False,False,True
" ""I have been experiencing occasional fecal incontinence and my fingernails have ridges.""","['Fecal incontinence', 'Nail ridging']","['Frequency', 'Presence/Absence']","['Occasionally', 'Yes']",Formal Register,Angry,1,False,False,False
" ""Oh, my poor bladder, it's been acting up so much lately, I can barely hold it in. I wake up every morning with this burning sensation in my urethra, and it's so painful when I pee. And the color of my urine is this weird yellowish color, not the usual clear one. I've been having this urge to pee all the time, and I can't help but go to the bathroom every hour or so. And I've been losing a lot of nails lately, I mean, I've lost so many that I can barely count them. I'm so confused, what's going on with my body?""","['Painful urination', 'Taste Changes', 'Urinary urgency', 'Nail loss']","['Severity', 'Severity', 'Interference (with daily activities)', 'Presence/Absence']","['None', 'None', 'Not at all', 'Not sexually active']",Poetic/Literary Register,Confused,5,False,False,True
" ""I've been getting these really annoying hiccups for the past few weeks now. They're so bad that I can't even sleep at night. I've tried holding my breath, drinking water, and even biting down on a towel, but nothing seems to work. I've also noticed that I've been losing a lot of hair lately. I used to have really thick hair, but now I can see my scalp pretty easily. My hair falls out when I brush it or even when I just run my fingers through it. I've also been feeling really fatigued lately. I used to be able to go for a run or play a game of basketball without getting tired, but now I get really winded after just a few minutes of exercise. I've also been having some trouble swallowing. Sometimes when I eat or drink something, it gets stuck in my throat and I have to cough it up. It's really frustrating because I love eating out at restaurants, but now I'm too scared to try new foods because I don't know if I'll be able to swallow them.""","['Hiccups', 'Hair loss', 'Fatigue', 'Difficulty Swallowing']","['Frequency', 'Amount', 'Interference (with daily activities)', 'Severity']","['Not sexually active', 'Very much', 'Quite a bit', 'Very severe']",Informal Register,Friendly,4,False,False,False
" ""I got this burning sensation when I pee, and it's been going on for a while now. And I ain't got no interest in no sex neither.""","['Painful urination', 'Decreased libido']","['Severity', 'Severity']","['Not applicable', 'Severe']",Vulgar Register,Neutral,2,False,False,False
" ""I have been having watery eyes for quite a bit now and it is quite frustrating. I also have been constipated for quite a bit and it is quite uncomfortable. I also have been having delayed orgasm and it is quite embarrassing.""","['Watery eyes', 'Constipation', 'Delayed orgasm']","['Interference (with daily activities)', 'Severity', 'Presence/Absence']","['Quite a bit', 'Moderate', 'Prefer not to answer']",Neutral/Standard Register,Fearful,4,False,True,True
" ""I've been feeling really unwell lately, I've been getting these bruises all over my body and I've noticed a white discharge from my vagina. I've also been getting chills and I'm having trouble concentrating.""","['Bruising', 'Vaginal discharge', 'Chills', 'Concentration']","['Presence/Absence', 'Amount', 'Severity', 'Severity']","['Not applicable', 'Very much', 'Moderate', 'Prefer not to answer']",Informal Register,Neutral,3,False,False,True
" ""I've been losing hair on my head for a while now, but it's been getting worse lately. I've also noticed that my nails are getting ridges on them. I'm really worried about this.""","['Hair loss', 'Nail ridging']","['Amount', 'Presence/Absence']","['Quite a bit', 'Not applicable']",Informal Register,Friendly,5,False,False,False
" ""I'm fed up with this radiation skin reaction, it's been months now and I'm still dealing with it. And to make matters worse, I'm also experiencing numbness and tingling in my hands and feet. I've also noticed that some of my nails have started to fall off. And to top it all off, my urine has taken on a bright yellow color. I'm so frustrated with this whole situation.""","['Radiation skin reaction', 'Numbness & tingling', 'Nail loss', 'Change in usual urine color']","['Severity', 'Severity', 'Presence/Absence', 'Presence/Absence']","['Moderate', 'Severe', 'Not applicable', 'Yes']",Formal Register,Insulting,1,False,False,False
" ""I have noticed that I do not sweat as much as I used to, and I have also noticed changes in my sense of taste. I have also been having trouble concentrating.""","['Decreased sweating', 'Taste Changes', 'Concentration']","['Presence/Absence', 'Severity', 'Severity']","['Not sexually active', 'Moderate', 'Not applicable']",Formal Register,Fearful,3,False,False,False
" ""My insides are on fire and I feel like I'm shivering in a cold wind.""","['Chills', 'Abdominal pain']","['Severity', 'Severity']","['Very severe', 'None']",Poetic/Literary Register,Neutral,2,False,False,True
" ""I have been feeling quite discouraged lately, and I have noticed a change in my voice quality. I also have a slight vaginal discharge.""","['Discouraged', 'Vaginal discharge', 'Voice quality changes']","['Severity', 'Amount', 'Presence/Absence']","['Not applicable', 'A little bit', 'No']",Formal Register,Neutral,2,False,False,True
" ""I've been having trouble swallowing lately, it's like there's a lump in my throat all the time. And I've been cumming way too much, it's like I'm always on the verge of an orgasm.""","['Ejaculation', 'Difficulty Swallowing']","['Frequency', 'Severity']","['Frequently', 'Not applicable']",Vulgar Register,Friendly,4,False,True,False
" ""I got these goddamn muscle pains all over my body, and I stink like a motherfucker.""","['Muscle pain', 'Body odor']","['Severity', 'Severity']","['Mild', 'Moderate']",Vulgar Register,Angry,3,False,False,False
" ""I have been experiencing urinary incontinence for the past few days, and I am also concerned that I may have missed my expected menstrual period.""","['Urinary incontinence', 'Missed expected menstrual period']","['Interference (with daily activities)', 'Presence/Absence']","['Not at all', 'Not applicable']",Formal Register,Confused,3,False,False,True
" ""My eyes are weeping tears like a faucet that won't turn off, and my pee is so painful I feel like I'm passing razor blades.""","['Watery eyes', 'Painful urination', 'Gas', 'Ejaculation']","['Severity', 'Severity', 'Presence/Absence', 'Frequency']","['Severe', 'None', 'Not applicable', 'Rarely']",Poetic/Literary Register,Fearful,3,False,False,True
" ""I've been feelin' like I'm on fire, but not in a good way, ya know? I mean, I'm sweatin' like a pig, but it's not the hot kind of sweat, it's like I'm freezin' or somethin'. And my muscles are all achy and sore, like I just went on a marathon or somethin'. And I've been gettin' these bruises all over the place, like I got into a fight or somethin'. And on top of all that, my skin's all red and sore, like I got burned or somethin'. I mean, I don't know what's goin' on with my body, but it's drivin' me crazy, ya know?""","['Decreased sweating', 'Muscle pain', 'Bruising', 'Radiation skin reaction']","['Presence/Absence', 'Frequency', 'Presence/Absence', 'Severity']","['No', 'Not sexually active', 'No', 'Moderate']",Vulgar Register,Friendly,3,False,False,False
" ""i got stomach pain and when i go out in the sun i get really red and itchy and dizzy too.""","['Abdominal pain', 'Sensitivity to sunlight', 'Dizziness']","['Severity', 'Presence/Absence', 'Interference (with daily activities)']","['Not sexually active', 'Prefer not to answer', 'Quite a bit']",Informal Register,Confused,1,False,False,True
" ""I got these hot flashes and I feel like I'm gonna puke, and I'm always farting, man.""","['Nausea', 'Gas', 'Hot flashes']","['Severity', 'Presence/Absence', 'Frequency']","['Mild', 'No', 'Frequently']",Vulgar Register,Friendly,3,False,True,False
" ""My nails are falling off, and I have a headache that feels like a hammer pounding on my skull. I'm also sweating less than usual, and I've noticed that I've been having trouble controlling my bladder.""","['Nail loss', 'Headache', 'Decreased sweating', 'Urinary incontinence']","['Presence/Absence', 'Frequency', 'Presence/Absence', 'Frequency']","['Not sexually active', 'Frequently', 'Not applicable', 'Not sexually active']",Poetic/Literary Register,Confused,3,False,False,False
" ""I got this itching all over my body, I can't stop scratching, it's driving me crazy, I don't wanna scratch but I just can't help it, I'm so frustrated, I'm also having a decreased appetite, I don't wanna eat, I'm not hungry, I'm also having this fecal incontinence, I'm so embarrassed, I don't know what to do, I'm so depressed, I just wanna die.""","['Itching', 'Decreased appetite', 'Fecal incontinence']","['Severity', 'Interference (with daily activities)', 'Interference (with daily activities)']","['Not applicable', 'A little bit', 'Very much']",Vulgar Register,Neutral,5,False,True,True
" ""I've been getting these red lines on my belly and thighs, and I've been having a headache lately.""","['Stretch marks', 'Headache']","['Presence/Absence', 'Severity']","['Not applicable', 'Mild']",Neutral/Standard Register,Friendly,3,False,True,False
" ""I am shocked that I still have to suffer from this hoarseness after the injection. It is so annoying that I cannot even speak properly. I am also extremely upset that the injection site is still so painful and swollen. I hope that this will go away soon.""","['Hoarseness', 'Pain and swelling at injection site']","['Severity', 'Presence/Absence']","['None', 'Not applicable']",Formal Register,Insulting,3,False,False,False
" ""My lungs are wheezing like a broken harmonica, and my skin is stretched like a drum. My muscles ache like a boxer after a match, and my arms and legs are swollen like sausages.""","['Wheezing', 'Stretch marks', 'Muscle pain', 'Swelling (arms or legs)']","['Severity', 'Presence/Absence', 'Interference (with daily activities)', 'Frequency']","['Severe', 'Prefer not to answer', 'Quite a bit', 'Occasionally']",Poetic/Literary Register,Insulting,5,True,False,False
" ""I'm so stressed out and can't sleep at night. I wake up in the middle of the night to pee like 3 or 4 times. And when I go to the bathroom, my pee is a darker color than usual. I'm so frustrated and angry all the time. I just want to feel normal again.""","['Anxious', 'Insomnia', 'Change in usual urine color', 'Urinary frequency']","['Frequency', 'Interference (with daily activities)', 'Presence/Absence', 'Interference (with daily activities)']","['Occasionally', 'Not at all', 'Prefer not to answer', 'A little bit']",Informal Register,Angry,5,False,False,False
" ""My breasts have become so tender that even the softest caress of my lover's hand feels like a thousand knives piercing my heart.""","['Breast swelling and tenderness', 'Decreased appetite', 'Rash']","['Severity', 'Interference (with daily activities)', 'Presence/Absence']","['Not applicable', 'Quite a bit', 'Not sexually active']",Poetic/Literary Register,Friendly,2,False,False,False
" ""I've been feeling really bloated lately, and my nails have been looking a little funny too. They're a bit discolored and I think they're getting thicker.""","['Bloating', 'Nail discoloration']","['Frequency', 'Presence/Absence']","['Prefer not to answer', 'Prefer not to answer']",Neutral/Standard Register,Neutral,4,False,False,True
" ""I've been having dry vagina and itching down there. I'm not sure what's causing it. I've tried lubricants but it doesn't seem to help. I've also tried avoiding tight clothes and scented soaps but it doesn't seem to help. I'm not sexually active so I don't know what's causing it.""","['Vaginal dryness', 'Itching']","['Severity', 'Severity']","['Prefer not to answer', 'Not sexually active']",Informal Register,Confused,3,True,False,False
" ""I have been seeing flashing lights and I am unable to have an orgasm. I also have a sudden need to urinate and I am having trouble concentrating.""","['Flashing lights', 'Unable to have orgasm', 'Urinary urgency', 'Concentration']","['Presence/Absence', 'Presence/Absence', 'Frequency', 'Severity']","['Not sexually active', 'Not sexually active', 'Not sexually active', 'Moderate']",Neutral/Standard Register,Fearful,3,False,False,True
" ""I'm so sick of this goddamn hospital, I swear I'm gonna die from boredom before I even get to see a doctor. I mean, I've been waiting for three days now and nobody's even bothered to check on me. I'm starting to think I'm just a number to them. I've got this really bad stomach pain and I'm bleeding really heavily. I mean, I'm not even sure where the blood is coming from, but I know it's not good. I've been trying to call a nurse for hours, but nobody picks up. I'm starting to think I'm just gonna die here all alone. I mean, I know I'm not the most important person in the world, but I'm still a human being. I deserve some respect. I mean, I know I'm not the most important person in the world, but I'm still a human being. I deserve some respect.""","['Missed expected menstrual period', 'Abdominal pain', 'Change in usual urine color', 'Pain with sexual intercourse']","['Presence/Absence', 'Frequency', 'Presence/Absence', 'Severity']","['Not applicable', 'Never', 'No', 'Very severe']",Neutral/Standard Register,Insulting,4,False,False,False
" ""My body is aching all over, as if a thousand needles were piercing my skin, and I feel as if I have swallowed a balloon that refuses to deflate.""","['General pain', 'Gas']","['Frequency', 'Presence/Absence']","['Prefer not to answer', 'No']",Poetic/Literary Register,Confused,4,False,True,False
" ""I have been experiencing a rash on my hands and feet for the past few weeks. It started off as a mild redness but now it's become quite itchy and painful. I also find that I'm unable to have an orgasm during sex and my body odor has become much worse than usual. I'm really worried about this rash as I've never had anything like it before.""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Unable to have orgasm', 'Body odor']","['Severity', 'Presence/Absence', 'Severity']","['Mild', 'Yes', 'Moderate']",Neutral/Standard Register,Friendly,4,False,False,True
" ""My mouth is on fire, and I can feel the sores eating away at my tongue and the roof of my mouth. I'm so scared I'll choke on my own blood.""","['Mouth/throat sores', 'Nosebleed']","['Severity', 'Frequency']","['None', 'Prefer not to answer']",Poetic/Literary Register,Fearful,1,False,True,False
" ""I have blurred vision, dry mouth, and urinary frequency. I feel confused and disoriented. My vision is blurred and I see double. I have dry mouth and it is difficult for me to swallow. I have urinary frequency and I have to urinate frequently. I feel confused and disoriented. I have difficulty concentrating and I am easily distracted. I have memory problems and I forget recent events. I have difficulty sleeping and I wake up frequently during the night. I have headaches and I feel tired all the time. I have joint pain and I have difficulty moving around. I have constipation and I have difficulty controlling my bowel movements. I have dry skin and I have difficulty controlling my skin moisture. I have dry eyes and I have difficulty controlling my eye moisture. I have dry mouth and I have difficulty controlling my saliva production. I have difficulty swallowing and I have difficulty controlling my swallowing reflex. I have difficulty speaking and I have difficulty controlling my speech production. I have difficulty hearing and I have difficulty controlling my hearing. I have difficulty seeing and I have difficulty controlling my vision. I have difficulty smelling and I have difficulty controlling my sense of smell. I have difficulty tasting and I have difficulty controlling my sense of taste. I have difficulty moving and I have difficulty controlling my movement. I have difficulty walking and I have difficulty controlling my gait. I have difficulty standing and I have difficulty controlling my posture. I have difficulty sitting and I have difficulty controlling my sitting posture. I have difficulty lying","['Blurred vision', 'Dry Mouth', 'Urinary frequency']","['Interference (with daily activities)', 'Severity', 'Frequency']","['Not at all', 'Mild', 'Frequently']",Neutral/Standard Register,Confused,4,True,False,True
" ""I'm so sick of this shit, I can't even get it up anymore. And I'm always tired, I can barely keep my eyes open during the day. And these goddamn sores in my mouth and throat are driving me insane. And now I'm seeing these little black dots everywhere, it's like I'm going blind or something.""","['Decreased libido', 'Concentration', 'Mouth/throat sores', 'Visual floaters']","['Severity', 'Interference (with daily activities)', 'Interference (with daily activities)', 'Presence/Absence']","['None', 'Not at all', 'Quite a bit', 'No']",Informal Register,Insulting,2,False,False,False
" ""I've been having the most dreadful symptoms, and I'm quite fed up with them. To begin with, I've noticed that my fingernails have developed ridges, which I find quite repulsive. Furthermore, I've been experiencing chills, which are quite unpleasant. Additionally, I've noticed that the corners of my mouth are cracking, which I find quite revolting. Lastly, I've been having trouble sleeping, which I find quite infuriating.""","['Nail ridging', 'Chills', 'Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Insomnia']","['Presence/Absence', 'Frequency', 'Severity', 'Interference (with daily activities)']","['Not sexually active', 'Not sexually active', 'Mild', 'Quite a bit']",Formal Register,Insulting,4,False,False,True
" ""My skin is all itchy and bumpy, and my poop is all watery and smelly, but I don't know why.""","['Hives', 'Diarrhea']","['Presence/Absence', 'Frequency']","['No', 'Frequently']",Poetic/Literary Register,Confused,1,False,False,True
" ""I am experiencing a general decline in my health, and I am quite disappointed in the way I am feeling. My skin is dry, and I have lost a significant amount of hair. I also have heartburn, and I do not sweat as much as I used to. I am quite upset about this, and I hope that I can feel better soon.""","['Decreased sweating', 'Heartburn', 'Skin dryness', 'Hair loss']","['Presence/Absence', 'Frequency', 'Severity', 'Amount']","['No', 'Almost constantly', 'Prefer not to answer', 'A little bit']",Formal Register,Insulting,2,False,False,True
" ""I have been experiencing muscle pain and irregular periods/vaginal bleeding. I am unable to have orgasm. I am very worried about this.""","['Unable to have orgasm', 'Muscle pain', 'Irregular periods/vaginal bleeding']","['Presence/Absence', 'Interference (with daily activities)', 'Presence/Absence']","['Not sexually active', 'Somewhat', 'Not applicable']",Formal Register,Fearful,2,True,False,True
" ""I'm so sick of this heartburn, it's like a fire in my chest, and I can't even sleep at night because of it. And my skin is so dry, it feels like sandpaper. I'm so sick of being sick, I'm going to explode.""","['Heartburn', 'Skin dryness']","['Frequency', 'Severity']","['Not sexually active', 'Not sexually active']",Informal Register,Insulting,5,False,False,False
" ""I'm so sick of this coughing, it's been going on for weeks now. And to top it all off, I've been having this ringing in my ears that won't go away. I'm so tired of feeling like I'm in a constant fog. And don't even get me started on my mouth. It's always so dry. And to top it all off, my nails are all discolored. I mean, what's going on with my body? It's like I'm some kind of freak or something.""","['Coughing', 'Ringing in ears', 'Dry Mouth', 'Nail discoloration']","['Interference (with daily activities)', 'Severity', 'Severity', 'Presence/Absence']","['Not at all', 'Prefer not to answer', 'Mild', 'No']",Informal Register,Insulting,3,False,False,False
" ""My nose bleeds all the time, and I can't control when I have a bowel movement, which is embarrassing. My face is always breaking out, and I can't even enjoy sex because I can't orgasm.""","['Nosebleed', 'Fecal incontinence', 'Acne', 'Delayed orgasm']","['Frequency', 'Interference (with daily activities)', 'Severity', 'Presence/Absence']","['Prefer not to answer', 'Somewhat', 'Moderate', 'No']",Poetic/Literary Register,Confused,3,False,False,False
" ""Oh, my dear physician, I am in a state of utter despair, for I am beset by a most vexing malady. My mind is awhirl with anxiety, and my body is racked by muscle spasms and coughing fits. My mouth is drier than the Sahara, and I am unable to quench my thirst no matter how much water I drink. I fear I shall never again know the joy of a good night's sleep, for I am tormented by these symptoms night and day. How I long for the day when I may once more walk the streets with a spring in my step, but alas, I fear that day shall never come. You, my physician, are my last hope, and I implore you to cure me of this wretched affliction. Fail me not, dear doctor, for I am at my wit's end.""","['Anxious', 'Muscle pain', 'Coughing', 'Dry Mouth']","['Severity', 'Frequency', 'Severity', 'Severity']","['Very severe', 'Frequently', 'Prefer not to answer', 'Not sexually active']",Poetic/Literary Register,Insulting,5,False,False,True
